skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_elever_tcv139,skolverket_andel_natt_malen_alla_amnen_tcv139,skolverket_and_beh_yrk_tcv139,skolverket_gnm_meritvarde_tcv139,year
Malmö,Munkhätteskolan,Kommunal,Malmö,74972690,45,"35,6","51,1","166,2",2018
Malmö,Möllevångsskolan,Kommunal,Malmö,88590084,39,"53,8","69,2","217,6",2018
Malmö,Olympen,Kommunal,Malmö,87991089,..,.,..,..,2018
Malmö,Oxievångsskolan,Kommunal,Malmö,64402572,138,"65,9","81,2","210,2",2018
Malmö,Pilbäckskolan,Kommunal,Malmö,85007077,53,"86,8",~100,"245,3",2018
Malmö,Rönnenskolan,Kommunal,Malmö,93599910,77,"72,7",~100,"251,1",2018
Malmö,"Rörsjöskolan 2, Zenith",Kommunal,Malmö,83861471,67,"35,8","58,2","193,3",2018
Malmö,Sakura,Kommunal,Malmö,89945429,..,.,.,..,2018
Malmö,Slottsstadens skola,Kommunal,Malmö,92862757,170,"73,5","84,7","235,3",2018
Malmö,Sofielundsskolan,Kommunal,Malmö,65836771,39,"51,3","53,8","188,5",2018
Malmö,Sorgenfriskolan,Kommunal,Malmö,67130748,25,"56,0","64,0","191,1",2018
Malmö,Stenkulaskolan,Kommunal,Malmö,85082785,53,"52,8","64,2","184,9",2018
Malmö,Strandskolan,Kommunal,Malmö,61199979,56,"85,7","91,1","265,3",2018
Malmö,Söderkullaskolan,Kommunal,Malmö,66656783,108,"72,2","86,1","233,7",2018
Malmö,Videdalsskolan,Kommunal,Malmö,37324136,104,"69,2","80,8","217,3",2018
Malmö,Värner Rydénskolan,Kommunal,Malmö,65099615,47,"27,7","40,4","134,5",2018
Malmö,Västra Hamnens skola,Kommunal,Malmö,28640213,74,"77,0","85,1","238,1",2018
Malmö,Runstyckets skola,Enskild,Runstyckets Förskola Aktiebolag,57386343,21,"90,5",~100,"257,9",2018
Malmö,Sveaskolan,Enskild,Sveaskolan AB,54725950,76,"96,1","100,0","282,9",2018
Malmö,Resursskolan UngArt,Enskild,Ungart AB,89498184,..,..,..,..,2018
Malmö,Vittra Västra hamnen,Enskild,Vittraskolorna AB,13495830,44,"61,4","77,3","216,6",2018
Malmö,Montessorigrundskolan Maria,Enskild,Åkerman Education AB,45776214,16,"62,5",~100,"227,8",2018
Malmö,Ängsdals skola,Enskild,Ängsdals skolor AB,34314029,27,"96,3","100,0","276,2",2018
Malmö,Östra Skolan,Enskild,Östra Skolan AB,40470449,44,"77,3",~100,"235,8",2018
Malung-Sälen,Centralskolan,Kommunal,Malung-Sälen,83084730,67,"80,6","86,6","233,4",2018
Malung-Sälen,Ungärde skola,Kommunal,Malung-Sälen,17208837,26,"92,3",~100,"246,7",2018
Malå,Nilaskolan 7-9,Kommunal,Malå,28454424,44,"79,5",~100,"215,2",2018
Mariestad,Ekhamraskolan,Enskild,Friskolan i Mariestad AB,29289355,58,"94,8",~100,"231,3",2018
Mariestad,Högelidsskolan 7-9,Kommunal,Mariestad,62694008,104,"72,1","90,4","215,7",2018
Mariestad,Tunaholmsskolan,Kommunal,Mariestad,48016437,116,"77,6","87,9","218,4",2018
Mark,Skogsbrynets resursskola,Enskild,Caremore Vård och Behandling AB,30894215,..,.,..,..,2018
Mark,Leteboskolan,Enskild,Letebo Utbildning AB,79844557,13,"84,6",~100,"249,0",2018
Mark,Fritslaskolan,Kommunal,Mark,33369644,39,"61,5","66,7","214,1",2018
Mark,Lyckeskolan,Kommunal,Mark,10428442,69,"76,8","79,7","225,7",2018
Mark,Sätilaskolan,Kommunal,Mark,90586918,59,"74,6","86,4","221,7",2018
Mark,Ängskolan,Kommunal,Mark,13666864,130,"70,8","75,4","212,3",2018
Mark,Örbyskolan,Kommunal,Mark,53091837,74,"64,9","75,7","212,2",2018
Mark,Montessoriskolan Pärlan,Enskild,Montessoriskolan i Skene Aktiebolag,80072686,..,..,..,..,2018
Markaryd,Markaryds skola 7-9,Kommunal,Markaryd,88784456,56,"82,1","82,1","228,7",2018
Markaryd,Strömsnässkolan 7-9,Kommunal,Markaryd,59001324,37,"67,6","73,0","217,1",2018
Mellerud,Rådaskolan,Kommunal,Mellerud,53764779,105,"66,7","86,7","199,0",2018
Mjölby,Blåklintskolan,Kommunal,Mjölby,27259736,46,"69,6","76,1","209,9",2018
Mjölby,Lagmansskolan Beta MH,Kommunal,Mjölby,10609045,109,"76,1","85,3","214,1",2018
Mjölby,Trojenborgsskolan MH,Kommunal,Mjölby,37310404,49,"69,4","75,5","211,7",2018
Mjölby,Vifolkaskolan 7-9,Kommunal,Mjölby,16727370,81,"87,7","91,4","227,0",2018
Mora,Morkarlbyhöjdens skola 7-9,Kommunal,Mora,95649680,113,"76,1","79,6","213,6",2018
Mora,Noretsskolan 7-9,Kommunal,Mora,68663553,83,"75,9","83,1","217,8",2018
Motala,Karin Boye-skolan,Enskild,AcadeMedia fria grundskolor AB,11664326,73,"83,6","93,2","239,3",2018
Motala,Fria InterMilia skolan,Enskild,Fria Intermilia Skolan,11700203,15,..,~100,"210,2",2018
Motala,Hällaskolan,Kommunal,Motala,87963970,79,"79,7","89,9","221,4",2018
Motala,Mariebergsskolan,Kommunal,Motala,87531665,67,"62,7","80,6","223,6",2018
Motala,Skolgårda skola 7-9,Kommunal,Motala,82224915,87,"70,1","80,5","227,3",2018
Motala,Södra skolan 4-9,Kommunal,Motala,69769596,84,"61,9","76,2","214,5",2018
Motala,Zederslundsskolan,Kommunal,Motala,98031467,118,"72,0","87,3","219,7",2018
Mullsjö,Trollehöjdskolan,Kommunal,Mullsjö,28156767,88,"89,8","93,2","246,6",2018
Munkedal,Kungsmarksskolan,Kommunal,Munkedal,44650086,112,"58,9","79,5","190,4",2018
Munkfors,Forsnässkolan 4-9,Kommunal,Munkfors,73206377,35,"74,3","82,9","208,2",2018
Mölndal,Växthuset,Enskild,AcadeMedia fria grundskolor AB,42908622,53,"83,0","86,8","241,3",2018
Mölndal,Montessoriskolan Kvarnhjulet,Enskild,"Montessoriskolan Kvarnhjulet, ekonomisk förening",64490264,26,"92,3",~100,"253,9",2018
Mölndal,Almåsskolan,Kommunal,Mölndal,40577779,56,"67,9","78,6","221,8",2018
Mölndal,Fässbergsskolan,Kommunal,Mölndal,72066259,110,"72,7","85,5","224,0",2018
Mölndal,Hallenskolan,Kommunal,Mölndal,32309720,32,"81,3","81,3","240,7",2018
Mölndal,Kvarnbyskolan,Kommunal,Mölndal,67822057,141,"90,1","91,5","258,3",2018
Mölndal,Sinntorpsskolan 4-9,Kommunal,Mölndal,90949251,69,"82,6","84,1","227,5",2018
Mölndal,Streteredsskolan,Kommunal,Mölndal,54881559,66,"77,3","90,9","224,4",2018
Mölndal,Sörgårdsskolan,Kommunal,Mölndal,53442807,124,"83,9","88,7","251,1",2018
Mönsterås,Krungårdsskolan 7-9,Kommunal,Mönsterås,40299433,57,"66,7","77,2","193,9",2018
Mönsterås,Parkskolan,Kommunal,Mönsterås,84285512,76,"72,4","77,6","218,5",2018
Mörbylånga,Ölands Friskola,Enskild,Friskolan Öland AB,28562125,56,"98,2","100,0","242,5",2018
Mörbylånga,Skansenskolan,Kommunal,Mörbylånga,36651204,106,"89,6","90,6","232,0",2018
Nacka,Akademiska skolan,Enskild,Frihab AB,41408780,14,..,..,"187,5",2018
Nacka,Idunskolan Östra Stockholms Waldorfskola,Enskild,Idunstiftelsen För Waldorfpedagogik,44373961,..,..,..,..,2018
Nacka,Internationella Engelska Skolan  Nacka,Enskild,Internationella Engelska Skolan i Sverige AB,74358019,148,"93,2",~100,"277,7",2018
Nacka,Kunskapsskolan Nacka,Enskild,Kunskapsskolan i Sverige Aktiebolag,87425546,99,"96,0",~100,"279,8",2018
Nacka,Kunskapsskolan Saltsjöbaden,Enskild,Kunskapsskolan i Sverige Aktiebolag,11496096,66,"95,5",~100,"301,2",2018
Nacka,Maestroskolan Nacka,Enskild,Maestro Svindersvik Aktiebolag,64065898,23,"82,6","100,0","270,8",2018
Nacka,Alphyddeskolan,Kommunal,Nacka,30066063,..,..,..,..,2018
Nacka,Björknässkolan,Kommunal,Nacka,75834458,152,"82,9","89,5","250,8",2018
Nacka,Eklidens skola,Kommunal,Nacka,47243834,257,"94,2","95,7","279,2",2018
Nacka,Myrsjöskolan,Kommunal,Nacka,84884375,215,"96,3",~100,"270,4",2018
Nacka,Saltsjöbadens samskola,Kommunal,Nacka,11777750,94,"89,4","92,6","271,2",2018
Nacka,Skuru skola,Kommunal,Nacka,85321366,128,"93,8",~100,"254,4",2018
Nacka,Stavsborgsskolan,Kommunal,Nacka,14040970,102,"85,3","94,1","252,4",2018
Nacka,Castello Järla sjö,Enskild,Pysslingen Förskolor och Skolor AB,34135484,32,"93,8","100,0","293,6",2018
Nacka,Johannes Petri skola,Enskild,Pysslingen Förskolor och Skolor AB,32965692,60,"88,3","90,0","253,3",2018
Nacka,Vittra Saltsjö-Boo,Enskild,Vittraskolorna AB,44802890,..,..,..,..,2018
Nora,Karlsängsskolan,Kommunal,Nora,40684137,116,"76,7","85,3","209,1",2018
Norberg,Centralskolan,Kommunal,Norberg,22347371,65,"69,2","70,8","189,5",2018
Nordanstig,Bergsjö Centralskola år 7-9,Kommunal,Nordanstig,95045408,73,"65,8","86,3","202,0",2018
Nordanstig,Hosiannaskolan,Enskild,Stiftelsen Nordanstigs Kristna Center,21342606,..,..,..,..,2018
Nordmaling,Artediskolan åk 6-9,Kommunal,Nordmaling,58185455,71,"78,9","90,1","227,4",2018
Norrköping,Jönsbergska Idrottsskolan,Enskild,Jönsbergska Idrottsskolan Norrköping AB,61454000,52,"100,0","100,0","276,3",2018
Norrköping,Kunskapsskolan Norrköping,Enskild,Kunskapsskolan i Sverige Aktiebolag,77437748,111,"91,9",~100,"274,2",2018
Norrköping,Erlaskolan Norrköping Södra,Enskild,Lärande i Sverige AB,72526185,47,"78,7","89,4","233,1",2018
Norrköping,Erlaskolan Norrköping Östra,Enskild,Lärande i Sverige AB,90838156,47,"78,7",~100,"245,9",2018
Norrköping,Borgsmoskolan 2,Kommunal,Norrköping,42813460,93,"55,9","71,0","191,4",2018
Norrköping,Djäkneparksskolan 2,Kommunal,Norrköping,15063173,145,"77,2","84,1","228,8",2018
Norrköping,Ektorpsskolan 2,Kommunal,Norrköping,37133485,119,"78,2","91,6","214,9",2018
Norrköping,Enebyskolan 1,Kommunal,Norrköping,24625357,80,"72,5","86,3","224,9",2018
Norrköping,Enebyskolan 2,Kommunal,Norrköping,35609364,59,"84,7","88,1","249,7",2018
Norrköping,Hagaskolan 1,Kommunal,Norrköping,17315625,106,"57,5","68,9","212,2",2018
Norrköping,Hultdalsskolan,Kommunal,Norrköping,40393888,104,"82,7","85,6","233,6",2018
Norrköping,Klingsborgsskolan 1,Kommunal,Norrköping,24979620,89,"36,0","40,4","173,0",2018
Norrköping,Mosstorpskolan 2,Kommunal,Norrköping,67224193,72,"77,8","88,9","209,8",2018
Norrköping,Navestadsskolan 3,Kommunal,Norrköping,41960783,124,"62,1","72,6","199,1",2018
Norrköping,Råsslaskolan 1,Kommunal,Norrköping,80621158,58,"84,5","87,9","224,6",2018
Norrköping,Vikbolandsskolan 1,Kommunal,Norrköping,86323840,56,"51,8","64,3","200,7",2018
Norrköping,"Prolympia, Norrköping",Enskild,Prolympia AB,16013826,126,"78,6","92,1","227,5",2018
Norrköping,"Rudolf Steinerskolan, gr",Enskild,Rudolf Steinerskolan,33530590,23,"65,2",~100,"220,6",2018
Norrköping,Johannesskolan Norrkpg Kr Sk,Enskild,Stiftelsen Församlingen Agape,57529996,19,"57,9","68,4","192,8",2018
Norrköping,Vittra Röda stan,Enskild,Vittraskolorna AB,38936292,26,"76,9","80,8","224,0",2018
Norrtälje,"Ekebyholmsskolan, gr",Enskild,Ekebyholmsskolan Aktiebolag,98239828,25,"100,0","100,0","267,5",2018
Norrtälje,Freinetskolan Hugin,Enskild,Freinetskolan Hugin Ekonomisk förening,89692072,24,"75,0",~100,"228,4",2018
Norrtälje,Freinetskolan Mimer,Enskild,Freinetskolan Mimer ekonomisk förening,45133950,24,"91,7",~100,"277,0",2018
Norrtälje,Montessoriskolan - Gustafslund,Enskild,Montessori i Norrtälje AB,26281697,25,"64,0","68,0","231,0",2018
Norrtälje,Grindskolan,Kommunal,Norrtälje,29416145,52,"84,6","86,5","250,1",2018
Norrtälje,Hallsta skola,Kommunal,Norrtälje,24146389,77,"55,8","66,2","201,2",2018
Norrtälje,Långsjöskolan,Kommunal,Norrtälje,99749462,87,"69,0","81,6","216,7",2018
Norrtälje,Länna skola,Kommunal,Norrtälje,72471883,28,"82,1",~100,"213,9",2018
Norrtälje,Norrsundsskolan,Kommunal,Norrtälje,39351914,26,"84,6",~100,"211,7",2018
Norrtälje,Roslagsskolan,Kommunal,Norrtälje,31851256,204,"81,4","88,7","236,6",2018
Norrtälje,Svanbergaskolan,Kommunal,Norrtälje,59975651,56,"89,3",~100,"246,4",2018
Norrtälje,Viby friskola,Enskild,Ogenholts Friskola AB,54806839,17,"76,5",~100,"250,9",2018
Norrtälje,Balderskolan,Enskild,Utvecklingspedagogik Sverige Aktiebolag,56662185,..,.,.,..,2018
Norsjö,Norsjöskolan F-9,Kommunal,Norsjö,10421130,50,"86,0",~100,"222,7",2018
Nybro,Alsterbro skola,Kommunal,Nybro,62698200,11,..,..,"171,6",2018
Nybro,Madesjöskolan Ma02,Kommunal,Nybro,38198417,85,"45,9","55,3","180,4",2018
Nybro,Paradisskolan Pa02,Kommunal,Nybro,79650118,119,"83,2","91,6","238,1",2018
Nykvarn,Lillhagaskolan,Kommunal,Nykvarn,99640618,163,"89,6","95,7","237,8",2018
Nyköping,Båktorp skolan,Enskild,Båktorp AB,17393295,..,.,..,..,2018
Nyköping,Studiero,Enskild,HVB Lappetorp AB,98693413,10,.,..,"75,0",2018
Nyköping,Kunskapsskolan Nyköping,Enskild,Kunskapsskolan i Sverige Aktiebolag,88046003,102,"91,2",~100,"248,9",2018
Nyköping,Fokusskolan,Enskild,Nyfo AB,18915192,17,"88,2",~100,"256,3",2018
Nyköping,Nyköpings högstadium,Kommunal,Nyköping,99757444,420,"66,2","80,5","208,3",2018
Nyköping,Nyköpings Friskola Östra Kyrkogatan,Enskild,Pysslingen Förskolor och Skolor AB,90949432,24,"70,8","75,0","244,4",2018
Nyköping,Mikaeliskolan,Enskild,Stiftelsen Mikaeliskolan i Nyköping,75746018,13,..,..,"193,7",2018
Nyköping,Vittra Kungshagen,Enskild,Vittraskolorna AB,50698424,32,"93,8",~100,"238,2",2018
Nynäshamn,Gröndalsskolan F-9,Kommunal,Nynäshamn,65717061,78,"73,1","87,2","212,2",2018
Nynäshamn,Sunnerbyskolan 4-9,Kommunal,Nynäshamn,78703073,57,"68,4","78,9","215,3",2018
Nynäshamn,Vansta grundsärskola 1-9,Kommunal,Nynäshamn,66221004,..,.,.,..,2018
Nynäshamn,Vanstaskolan 4-9,Kommunal,Nynäshamn,73184416,75,"58,7","77,3","198,8",2018
Nynäshamn,Viaskolan 6-9,Kommunal,Nynäshamn,34814578,57,"87,7",~100,"240,7",2018
Nässjö,Brinells högstadium,Kommunal,Nässjö,27489659,94,"78,7","91,5","219,3",2018
Nässjö,Norråsaskolan,Kommunal,Nässjö,19118399,168,"64,9","76,8","210,6",2018
Nässjö,Parkskolan 7-9,Kommunal,Nässjö,97882848,67,"59,7","74,6","193,1",2018
Nässjö,Rosenholmsskolan 4-9,Kommunal,Nässjö,66394964,27,"85,2",~100,"238,0",2018
Ockelbo,Perslundaskolan,Kommunal,Ockelbo,40000547,43,"74,4","79,1","205,5",2018
Olofström,Högavångsskolan,Kommunal,Olofström,53603984,125,"71,2","85,6","211,5",2018
Orsa,Orsaskolan,Kommunal,Orsa,19694910,83,"55,4","71,1","190,2",2018
Orust,Henåns skola 7-9,Kommunal,Orust,76943513,75,"65,3","78,7","211,1",2018
Orust,Ängås skola 7-9,Kommunal,Orust,34557677,80,"63,8","77,5","208,7",2018
Orust,Orust Waldorfskola,Enskild,Waldorfpedagogik på Orust ekonomisk förening,57712538,..,..,..,..,2018
Osby,Hasslarödsskolan 7-9,Kommunal,Osby,13184976,69,"72,5","78,3","216,6",2018
Osby,Parkskolan 4-9,Kommunal,Osby,61939706,40,"75,0","82,5","222,0",2018
Osby,Visslan,Kommunal,Osby,65486343,..,..,..,..,2018
Osby,Örkenedskolan F-9,Kommunal,Osby,21002578,30,"60,0","76,7","214,5",2018
Oskarshamn,Kristinebergskolan 7-9,Kommunal,Oskarshamn,73392316,112,"80,4","88,4","230,2",2018
Oskarshamn,Rödsleskolan 7-9,Kommunal,Oskarshamn,40041600,123,"79,7","89,4","220,5",2018
Oskarshamn,Vallhallaskolan 7-9,Kommunal,Oskarshamn,46592871,112,"81,3","84,8","224,8",2018
Ovanåker,Alftaskolan 7-9,Kommunal,Ovanåker,92304123,47,"70,2","70,2","215,8",2018
Ovanåker,Celsiusskolan 7-9,Kommunal,Ovanåker,43362307,68,"64,7","85,3","218,5",2018
Oxelösund,Breviksskolan åk 6-9,Kommunal,Oxelösund,34893654,85,"69,4","81,2","201,6",2018
Pajala,Kangos Kultur- o ekologiskola,Enskild,Kangos Kultur och Ekologiskola,35837794,..,..,..,..,2018
Pajala,Gårdbyskolan,Kommunal,Pajala,55662841,..,..,..,..,2018
Pajala,Pajala Centralskola,Kommunal,Pajala,12443258,51,"60,8","70,6","218,9",2018
Partille,Casa Montessori,Enskild,Montessoristiftelsen i Partille,68358072,20,"95,0","100,0","269,4",2018
Partille,Björndammens skola 5-9,Kommunal,Partille,98209377,34,"58,8","76,5","218,0",2018
Partille,Furulunds skola 6-9,Kommunal,Partille,89146220,75,"72,0","80,0","226,6",2018
Partille,Lexby skola 6-9,Kommunal,Partille,51610240,110,"85,5","94,5","239,2",2018
Partille,Ugglums skola 6-9,Kommunal,Partille,78100490,86,"86,0","90,7","252,0",2018
Partille,Vallhamra skola 7-9,Kommunal,Partille,92848832,106,"67,9","76,4","222,3",2018
Partille,Öjersjö Brunn skola 4-9,Kommunal,Partille,49402521,43,"90,7",~100,"258,7",2018
Perstorp,Centralskolan 7-9,Kommunal,Perstorp,45023939,85,"75,3","83,5","214,5",2018
Piteå,Christinaskolan,Kommunal,Piteå,94591900,87,"85,1","92,0","232,9",2018
Piteå,Hortlax skola,Kommunal,Piteå,10185533,103,"90,3",~100,"231,9",2018
Piteå,Pitholmsskolan 7-9,Kommunal,Piteå,18339846,84,"81,0","91,7","228,5",2018
Piteå,Porsnässkolan,Kommunal,Piteå,18748381,58,"82,8","86,2","223,1",2018
Piteå,Sjulnässkolan,Kommunal,Piteå,42296356,65,"87,7",~100,"249,2",2018
Piteå,Solanderskolan,Kommunal,Piteå,69993304,54,"64,8","75,9","200,4",2018
Ragunda,Anders-Olofskolan,Kommunal,Ragunda,78545687,58,"63,8","79,3","212,0",2018
Ragunda,Hansåkerskolan,Kommunal,Ragunda,22316816,15,..,~100,"201,8",2018
Robertsfors,Tundalsskolan åk 7-9,Kommunal,Robertsfors,74131494,71,"78,9","87,3","225,4",2018
Ronneby,Kallingeskolan 7-9,Kommunal,Ronneby,53155267,118,"70,3","79,7","218,1",2018
Ronneby,Snäckebacksskolan,Kommunal,Ronneby,73745566,169,"68,6","77,5","207,8",2018
Ronneby,Thoren Framtid i Ronneby,Enskild,Thoren Framtid AB,38449858,45,"68,9","84,4","217,6",2018
Rättvik,Furudals centralskola,Kommunal,Rättvik,30917018,22,"86,4",~100,"207,2",2018
Rättvik,Rättviksskolan,Kommunal,Rättvik,73451967,113,"71,7","89,4","205,4",2018
Sala,Ekebyskolan,Kommunal,Sala,36193586,108,"75,9","86,1","228,9",2018
Sala,Vallaskolan 7-9,Kommunal,Sala,64954528,123,"73,2","87,8","211,7",2018
Salem,Nytorpsskolan,Kommunal,Salem,36262199,30,"96,7",~100,"261,2",2018
Salem,Rönninge skola,Kommunal,Salem,71677992,76,"97,4",~100,"272,6",2018
Salem,Skogsängsskolan,Kommunal,Salem,58385274,54,"75,9","83,3","224,2",2018
Salem,Säbyskolan,Kommunal,Salem,92406445,38,"78,9",~100,"240,7",2018
Salem,Söderby friskola,Enskild,Söderby Friskola Ekonomisk Förening,56858061,26,"76,9",~100,"228,8",2018
Sandviken,Björksätraskolan F-9,Kommunal,Sandviken,53803818,110,"54,5","75,5","201,9",2018
Sandviken,Hedängskolan 7-9,Kommunal,Sandviken,23876630,57,"82,5",~100,"231,3",2018
Sandviken,Jernvallsskolan 7-9,Kommunal,Sandviken,30006957,52,"82,7","90,4","225,9",2018
Sandviken,Murgårdsskolan,Kommunal,Sandviken,78907748,96,"56,3","74,0","202,6",2018
Sandviken,Norrsätraskolan,Kommunal,Sandviken,80131736,77,"49,4","63,6","177,2",2018
Sandviken,Österfärnebo skola,Kommunal,Sandviken,73076578,17,"64,7",~100,"201,2",2018
Sandviken,Sandvikens Montessoriskola,Enskild,Sandvikens Friskola AB,17233525,22,"86,4",~100,"250,3",2018
Sigtuna,Ekillaskolan,Kommunal,Sigtuna,14261356,158,"77,2","81,6","226,2",2018
Sigtuna,S:t Olofs skola,Kommunal,Sigtuna,13579948,133,"85,7","92,5","231,4",2018
Sigtuna,Valstaskolan 7-9,Kommunal,Sigtuna,61234191,82,"70,7","79,3","220,0",2018
Sigtuna,Skolan Bergius,Enskild,Sigtuna Friskola AB,35008423,63,"88,9",~100,"261,9",2018
Sigtuna,"Sigtunaskolan hum. läroverket, gr",Enskild,Sigtuna Skolstiftelse,70883860,50,"98,0","100,0","273,4",2018
Sigtuna,"Sigtunaskolan hum. läroverket, int gr",Enskild,Sigtuna Skolstiftelse,47969716,67,.,.,.,2018
Sigtuna,"Josefinaskolan, grundskola",Enskild,Stiftelsen Josefinaskolan,55508705,21,"90,5","100,0","261,1",2018
Simrishamn,Famn,Enskild,"Familjebehandlingsalternativ i Nätverk, Famn AB",68370166,..,..,..,..,2018
Simrishamn,Nils Holgerssonskolan,Enskild,Föräldrakooperativet Nils Holgerssonskolan Ek Fö,24445412,26,"76,9","80,8","210,1",2018
Simrishamn,Korsavadsskolan,Kommunal,Simrishamn,66350640,170,"62,9","74,7","209,9",2018
Simrishamn,Sophiaskolan,Enskild,"Stift Sophiaskolan, Österlens Waldorfskola",59958745,22,"68,2",~100,"237,5",2018
Sjöbo,Vollsjö Friskola,Enskild,Almaröd Friskola AB,78396564,..,..,..,..,2018
Sjöbo,Emanuelskolan,Kommunal,Sjöbo,37998000,54,"83,3","85,2","237,5",2018
Sjöbo,"Färsingaskolan, åk 5-9",Kommunal,Sjöbo,17176734,70,"70,0","78,6","208,4",2018
Sjöbo,Storkskolan,Kommunal,Sjöbo,55675413,42,"73,8",~100,"224,0",2018
Skara,Friskolan Metis,Enskild,Lärocentrum i Skara Ekonomisk Förening,46013569,36,"86,1",~100,"229,7",2018
Skara,Viktoriaskolan 1,Kommunal,Skara,14808086,91,"69,2","80,2","195,8",2018
Skara,Viktoriaskolan 2,Kommunal,Skara,15007645,74,"70,3","87,8","212,8",2018
Skellefteå,Björnåkersskolan,Kommunal,Skellefteå,15720147,34,"85,3",~100,"230,2",2018
Skellefteå,Bolidenskolan 7-9,Kommunal,Skellefteå,69217837,51,"45,1","47,1","165,6",2018
Skellefteå,Bureskolan 6-9,Kommunal,Skellefteå,62125265,38,"71,1","86,8","218,4",2018
Skellefteå,Byskeskolan 6-9,Kommunal,Skellefteå,97534677,59,"71,2","83,1","208,8",2018
Skellefteå,Kanalskolan,Kommunal,Skellefteå,94485755,104,"83,7","88,5","223,7",2018
Skellefteå,Kågeskolan 6-9,Kommunal,Skellefteå,66412077,74,"82,4",~100,"221,8",2018
Skellefteå,Lejonströmsskolan 7-9,Kommunal,Skellefteå,56208924,98,"80,6","82,7","228,3",2018
Skellefteå,Lövångersskolan,Kommunal,Skellefteå,87194036,23,"78,3","78,3","216,0",2018
Skellefteå,Norrhammarskolan 6-9,Kommunal,Skellefteå,40166272,125,"79,2","89,6","229,7",2018
Skellefteå,Sörböleskolan Öst,Kommunal,Skellefteå,83796196,101,"74,3","81,2","211,1",2018
Skellefteå,Ursviksskolan 6-9,Kommunal,Skellefteå,37579892,53,"83,0","88,7","219,9",2018
Skellefteå,Örjansskolan 6-9,Kommunal,Skellefteå,99512173,70,"60,0","67,1","192,8",2018
Skellefteå,Björkskolan,Enskild,Skolföreningen Växa,65417636,24,"91,7",~100,"245,8",2018
Skinnskatteberg,Klockarbergsskolan,Kommunal,Skinnskatteberg,62958817,28,"67,9","78,6","209,3",2018
Skurup,Alléskolan,Kommunal,Skurup,60217642,24,"100,0","100,0","244,8",2018
Skurup,Mackleanskolan,Kommunal,Skurup,21999433,152,"72,4","83,6","221,2",2018
Skövde,Eriksdalskolan 863,Kommunal,Skövde,97361837,97,"67,0","81,4","213,1",2018
Skövde,Helenaskolan 857,Kommunal,Skövde,33092776,135,"77,8","82,2","230,1",2018
Skövde,Helenaskolan 858,Kommunal,Skövde,54790414,49,"61,2","67,3","197,2",2018
Skövde,Rydskolan 861,Kommunal,Skövde,94141144,..,.,.,.,2018
Skövde,Stöpenskolan,Kommunal,Skövde,89477299,124,"62,9","81,5","213,5",2018
Skövde,Vasaskolan 859,Kommunal,Skövde,16057411,76,"82,9","84,2","233,3",2018
Skövde,Vasaskolan 869,Kommunal,Skövde,83894630,102,"83,3","91,2","237,3",2018
Smedjebacken,Bergaskolan,Kommunal,Smedjebacken,81136807,69,"65,2","91,3","213,2",2018
Smedjebacken,Kyrkskolan,Kommunal,Smedjebacken,68814096,22,"86,4",~100,"248,4",2018
Sollefteå,Junsele skola,Kommunal,Sollefteå,49748045,24,"70,8","79,2","179,4",2018
Sollefteå,Ramsele skola,Kommunal,Sollefteå,20197159,20,"80,0",~100,"228,0",2018
Sollefteå,Vallaskolan 7-9,Kommunal,Sollefteå,70478601,164,"62,8","73,2","197,7",2018
Sollentuna,Futuraskolan International Hertig Karl,Enskild,Futuraskolan AB,40467992,26,"100,0","100,0","263,3",2018
Sollentuna,Futuraskolan International Rådan,Enskild,Futuraskolan AB,47986219,20,"85,0",~100,"280,3",2018
Sollentuna,Mikaelskolan,Enskild,Föreningen Mikaelskolan,85777315,12,"91,7",~100,"251,7",2018
Sollentuna,Norrvikens skola,Enskild,Norrviken Utbildning AB,47462120,61,"88,5",~100,"266,8",2018
Sollentuna,Rälsen AB åk 4-9,Enskild,Rälsen Aktiebolag,43375546,29,"89,7",~100,"257,3",2018
Sollentuna,Brage- skola och språkförskola,Kommunal,Sollentuna,12092203,..,..,..,..,2018
Sollentuna,Edsbergsskolan,Kommunal,Sollentuna,18595907,165,"89,1","92,1","265,0",2018
Sollentuna,Gärdesskolan,Kommunal,Sollentuna,70201551,67,"95,5",~100,"273,1",2018
Sollentuna,Helenelundsskolan,Kommunal,Sollentuna,62862066,127,"87,4","93,7","262,4",2018
Sollentuna,Häggviksskolan,Kommunal,Sollentuna,46691325,75,"74,7","82,7","229,8",2018
Sollentuna,Runbacka skolor,Kommunal,Sollentuna,15339442,60,"93,3",~100,"265,6",2018
Sollentuna,Sofielundsskolan,Kommunal,Sollentuna,39907811,63,"74,6","82,5","242,2",2018
Sollentuna,Sollentuna International School,Kommunal,Sollentuna,52404061,20,"95,0",~100,"244,6",2018
Sollentuna,Sollentuna musikklasser,Kommunal,Sollentuna,21871265,61,"96,7",~100,"301,3",2018
Sollentuna,Utbildning Rotebro/Gillboskola,Kommunal,Sollentuna,51927021,73,"74,0","78,1","219,5",2018
Sollentuna,Utbildning Silverdal,Kommunal,Sollentuna,69195602,61,"86,9","88,5","271,2",2018
Sollentuna,Vibyskolan,Enskild,Vibyskolan Ekonomisk Förening,15547680,29,"96,6","100,0","271,6",2018
