skolverket_lageskommun_tcv136,skolverket_skolnamn,school_unit,huvudman,skolverket_huvudman_namn,skolverket_tot_elever_tcv136,skolverket_ar1_tcv136,skolverket_ar2_tcv136,skolverket_ar3_tcv136,skolverket_andel_kvi_tcv136,skolverket_andel_utl_tcv136,skolverket_andel_forald_eftergymn_utb_tcv136,year
Stockholm,NTI Vetenskapsgymnasiet Stockholm,50644850,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),117,58,59,.,13,43,67,2018
Sundsvall,NTI Gymnasiet Sundsvall,48244956,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),249,119,74,56,16,10,57,2018
Södertälje,NTI Gymnasiet Södertälje,37517404,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),124,40,45,39,..,73,38,2018
Umeå,NTI Gymnasiet Umeå,57668673,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),196,69,71,56,19,11,62,2018
Stockholm,Nordiska Musikgymnasiet,30762346,Enskild,Nordiska Musikgymnasiet AB,42,13,14,15,83,26,79,2018
Nordmaling,Nordmalings gymnasieskola,47070220,Kommunal,Nordmaling,39,18,11,10,33,97,.,2018
Fagersta,"NVU, Brinellskolan 1",32420077,Kommunal,Norra Västmanlands Utbildningsförbund,153,144,9,.,35,83,8,2018
Fagersta,"NVU, Brinellskolan 2",48434184,Kommunal,Norra Västmanlands Utbildningsförbund,401,160,117,124,43,33,33,2018
Norrköping,De Geergymnasiet 1,58544422,Kommunal,Norrköping,355,118,118,119,63,39,55,2018
Norrköping,De Geergymnasiet 2,40549870,Kommunal,Norrköping,45,26,16,3,58,64,..,2018
Norrköping,De Geergymnasiet 3,65150019,Kommunal,Norrköping,268,95,86,87,71,12,74,2018
Norrköping,De Geergymnasiet 4,31796890,Kommunal,Norrköping,54,20,21,13,46,..,33,2018
Norrköping,De Geergymnasiet 6,22426680,Kommunal,Norrköping,65,32,17,16,80,18,22,2018
Norrköping,Ebersteinska gymnasiet 1,83805032,Kommunal,Norrköping,131,52,43,36,15,24,28,2018
Norrköping,Ebersteinska gymnasiet 2,48862305,Kommunal,Norrköping,314,115,100,99,6,23,29,2018
Norrköping,Ebersteinska gymnasiet 3,32887559,Kommunal,Norrköping,200,75,55,70,..,26,34,2018
Norrköping,Ebersteinska gymnasiet 5,71541108,Kommunal,Norrköping,154,63,48,43,68,60,34,2018
Norrköping,Ebersteinska gymnasiet 6,62956050,Kommunal,Norrköping,148,135,11,2,32,88,16,2018
Norrköping,Ebersteinska gymnasiet 7,35230892,Kommunal,Norrköping,31,12,17,2,..,35,..,2018
Norrköping,Eberstienska gymnasiet 4,53832505,Kommunal,Norrköping,245,89,79,77,26,42,60,2018
Norrköping,Hagagymnasiet skolenhet Blå,49750031,Kommunal,Norrköping,341,98,121,122,68,25,67,2018
Norrköping,Hagagymnasiet skolenhet grön,76485705,Kommunal,Norrköping,182,64,58,60,51,43,75,2018
Norrköping,Hagagymnasiet skolenhet gul,31771188,Kommunal,Norrköping,80,43,26,11,45,26,26,2018
Norrköping,Hagagymnasiet skolenhet röd,93239262,Kommunal,Norrköping,171,59,56,56,66,23,37,2018
Norrköping,Kungsgårdsgymnasiet 1,99976753,Kommunal,Norrköping,287,97,93,97,53,37,55,2018
Norrköping,Kungsgårdsgymnasiet 2,58037626,Kommunal,Norrköping,266,66,69,131,29,100,9,2018
Norrköping,Kungsgårdsgymnasiet 3,14278480,Kommunal,Norrköping,168,61,55,52,68,21,37,2018
Norrköping,Norrköpings Lärlingsgymnasium,17204216,Kommunal,Norrköping,157,96,50,11,41,20,28,2018
Sundsvall,Skvaderns gymnasieskola,43873969,Enskild,Norrlidens Kunskapscentrum AB,504,183,174,147,69,12,82,2018
Norrtälje,Norrtelje Teknik- och Naturbruksgymnasium,26267406,Enskild,Norrtelje teknikgymnasium AB,175,100,47,28,26,43,18,2018
Norrtälje,Rodengymnasiet,42258644,Kommunal,Norrtälje,1 208,457,442,309,40,23,39,2018
Norsjö,Norsjö gymnasium,25985417,Kommunal,Norsjö,12,12,.,.,..,..,..,2018
Nacka,Nya DesignGymnasiet,14355031,Enskild,Nya Designgymnasiet i Nacka AB,213,84,65,64,59,16,74,2018
Nybro,Åkrahällskolan Akra01,35035671,Kommunal,Nybro,139,52,48,39,17,63,19,2018
Nybro,Åkrahällskolan Akra02,12130801,Kommunal,Nybro,197,75,52,70,48,37,37,2018
Nybro,Åkrahällskolan Akra03,51736304,Kommunal,Nybro,186,87,49,50,19,37,51,2018
Nyköping,Nyköpings gymnasium Gripen,68655578,Kommunal,Nyköping,754,264,242,248,40,26,49,2018
Nyköping,Nyköpings gymnasium Gripen2,99946034,Kommunal,Nyköping,289,97,93,99,38,81,12,2018
Nyköping,Nyköpings gymnasium Nico,68741484,Kommunal,Nyköping,316,130,108,78,53,47,34,2018
Nyköping,Nyköpings gymnasium Skavsta,17062663,Kommunal,Nyköping,191,73,63,55,12,21,37,2018
Nyköping,Nyköping Strand Utbildn.center,60424371,Enskild,Nyköping Strand Utbildningscentrum AB,148,53,49,46,58,9,48,2018
Nynäshamn,Nynäshamns gymnasium,37054246,Kommunal,Nynäshamn,438,236,107,95,37,34,37,2018
Bollnäs,Nytorps Hästgymnasium,80167319,Enskild,Nytorps Hästgymnasium AB,19,9,2,8,100,..,..,2018
Nässjö,Brinellgymnasiet 1,96383883,Kommunal,Nässjö,133,49,50,34,38,94,14,2018
Nässjö,Brinellgymnasiet 2,39199869,Kommunal,Nässjö,250,87,81,82,36,31,55,2018
Nässjö,Brinellgymnasiet 3,62216381,Kommunal,Nässjö,200,76,65,59,7,23,29,2018
Nässjö,Brinellgymnasiet 4,31179045,Kommunal,Nässjö,362,123,114,125,62,41,36,2018
Nässjö,Brinellgymnasiet 5,72421673,Kommunal,Nässjö,281,98,96,87,80,21,47,2018
Skara,Olinsgymnasiet,16555851,Enskild,Olinsgymnasiet i Skara AB,56,31,25,.,48,..,59,2018
Olofström,Nordenbergsskolan 1,59655752,Kommunal,Olofström,207,78,70,59,30,42,35,2018
Olofström,Nordenbergsskolan 2,88750078,Kommunal,Olofström,184,81,58,45,30,23,45,2018
Olofström,Nordenbergsskolan 3,50108759,Kommunal,Olofström,113,44,31,38,62,23,48,2018
Orust,Gymnasiet,41878314,Kommunal,Orust,58,35,10,13,31,52,17,2018
Osby,Ekbackeskolan gymnasium,41555549,Kommunal,Osby,422,203,108,111,46,32,43,2018
Osby,Naturbruksgymnasiet Osby,32003298,Kommunal,Osby,22,.,.,22,..,..,59,2018
Osby,"Yrkesskolan, introduktionsprogrammet",19878579,Kommunal,Osby,24,8,9,7,..,..,..,2018
Oskarshamn,Oscarsgymnasiet A,85459854,Kommunal,Oskarshamn,349,150,103,96,50,15,47,2018
Oskarshamn,Oscarsgymnasiet B,81876614,Kommunal,Oskarshamn,315,113,92,110,31,30,51,2018
Oskarshamn,Oscarsgymnasiet C,44963095,Kommunal,Oskarshamn,84,84,.,.,38,86,13,2018
Oskarshamn,Oscarsgymnasiet D,18711877,Kommunal,Oskarshamn,232,86,76,70,67,17,39,2018
Ovanåker,Voxnadalens gymnasium,67071618,Kommunal,Ovanåker,332,141,92,99,38,30,31,2018
Partille,Partille gymnasium/IM,21862642,Kommunal,Partille,158,58,58,42,28,77,17,2018
Partille,Partille Gymnasium/Nat. Prg.,61229217,Kommunal,Partille,299,114,102,83,25,44,44,2018
Göteborg,Peabskolan Göteborg,88886610,Enskild,Peabskolan AB,178,49,60,69,6,61,21,2018
Malmö,Peabskolan Malmö,98541468,Enskild,Peabskolan AB,99,43,28,28,..,49,30,2018
Solna,Peabskolan Solna,70119254,Enskild,Peabskolan AB,74,38,17,19,..,30,32,2018
Perstorp,Perstorp Gymnasium,58929357,Enskild,Perstorp Aktiebolag,77,25,21,31,34,18,56,2018
Göteborg,L M Engströms gymnasium,71597051,Enskild,Peter Isaac Béens Utbildningsstiftelse,568,190,188,190,74,8,87,2018
Piteå,Grans naturbruksgymnasium,42517257,Kommunal,Piteå,147,58,54,35,84,..,40,2018
Piteå,Strömbacka Frigg,70376604,Kommunal,Piteå,224,88,67,69,75,12,54,2018
Piteå,Strömbacka Hugin,59575030,Kommunal,Piteå,256,84,92,80,29,9,71,2018
Piteå,Strömbacka Magne,93503103,Kommunal,Piteå,173,69,54,50,17,10,40,2018
Piteå,Strömbacka Mimer,18617410,Kommunal,Piteå,307,138,85,84,64,33,46,2018
Piteå,Strömbacka Mjölner,41697930,Kommunal,Piteå,295,103,98,94,11,9,49,2018
Piteå,Strömbacka Munin,28025244,Kommunal,Piteå,230,60,81,89,62,15,48,2018
Falun,Plusgymnasiet Falun,87756916,Enskild,Plusgymnasiet AB,152,54,53,45,70,38,25,2018
Gävle,Drottning Blankas Gymnasieskola Gävle,11111710,Enskild,Plusgymnasiet AB,193,79,69,45,79,41,37,2018
Göteborg,Plusgymnasiet Göteborg,10638939,Enskild,Plusgymnasiet AB,242,100,72,70,64,48,36,2018
Jönköping,Drottning Blankas Gymnasieskola Jönköping,12279302,Enskild,Plusgymnasiet AB,217,88,55,74,76,47,30,2018
Kalmar,Plusgymnasiet Kalmar,37358234,Enskild,Plusgymnasiet AB,19,.,3,16,95,..,..,2018
Kristianstad,Drottning Blankas Gymnasieskola Kristianstad,67554405,Enskild,Plusgymnasiet AB,566,211,193,162,68,31,39,2018
Malmö,Plusgymnasiet Malmö,31155312,Enskild,Plusgymnasiet AB,68,.,.,68,65,74,41,2018
Norrköping,Drottning Blankas Gymnasieskola Norrköping,28023078,Enskild,Plusgymnasiet AB,255,97,81,77,86,41,33,2018
Skövde,Drottning Blankas Gymnasieskola Skövde,26508763,Enskild,Plusgymnasiet AB,259,98,83,78,77,31,29,2018
Stockholm,Plusgymnasiet Stockholm,85516596,Enskild,Plusgymnasiet AB,376,153,106,117,72,58,32,2018
Sundsvall,Drottning Blankas Gymnasieskola Sundsvall,36769815,Enskild,Plusgymnasiet AB,89,38,25,26,97,..,27,2018
Uddevalla,Drottning Blankas Gymnasieskola Uddevalla,50424828,Enskild,Plusgymnasiet AB,273,105,83,85,62,45,28,2018
Örebro,Drottning Blankas Gymnasieskola Örebro,64648566,Enskild,Plusgymnasiet AB,270,90,83,97,66,50,27,2018
Stockholm,Snitz Gymnasium,95154882,Enskild,PPS Power Planning System Aktiebolag,195,78,69,48,24,16,55,2018
Borås,Praktiska Borås,25624692,Enskild,Praktiska Sverige AB,189,84,52,53,15,43,25,2018
Falun,Praktiska Falun,59734510,Enskild,Praktiska Sverige AB,129,53,44,32,47,23,25,2018
Gävle,Praktiska Gävle,93062368,Enskild,Praktiska Sverige AB,108,55,27,26,26,54,17,2018
Göteborg,Praktiska Göteborg,88556189,Enskild,Praktiska Sverige AB,231,110,65,56,28,63,25,2018
Halmstad,Praktiska Halmstad,87764775,Enskild,Praktiska Sverige AB,226,87,77,62,41,57,23,2018
Helsingborg,Praktiska Helsingborg,69241230,Enskild,Praktiska Sverige AB,119,55,31,33,15,44,26,2018
Jönköping,Praktiska Jönköping,17849518,Enskild,Praktiska Sverige AB,111,62,31,18,15,44,14,2018
Kalmar,Praktiska Kalmar,31657916,Enskild,Praktiska Sverige AB,126,52,40,34,48,32,28,2018
Karlskrona,Praktiska Karlskrona,40829056,Enskild,Praktiska Sverige AB,97,13,41,43,40,37,27,2018
Karlstad,Praktiska Karlstad,38645259,Enskild,Praktiska Sverige AB,225,98,72,55,41,34,24,2018
Kristianstad,Praktiska Kristianstad,86473502,Enskild,Praktiska Sverige AB,112,45,34,33,62,56,21,2018
Kungsbacka,Praktiska Kungsbacka,23457902,Enskild,Praktiska Sverige AB,110,46,36,28,37,28,21,2018
Linköping,Praktiska Linköping,81551726,Enskild,Praktiska Sverige AB,145,58,54,33,28,31,23,2018
Luleå,Praktiska Luleå,26167236,Enskild,Praktiska Sverige AB,203,68,54,81,60,14,30,2018
Malmö,Praktiska Malmö City,25648215,Enskild,Praktiska Sverige AB,238,106,71,61,49,76,16,2018
Malmö,Praktiska Malmö Limhamn,61823258,Enskild,Praktiska Sverige AB,164,79,50,35,45,67,30,2018
Nacka,Praktiska Nacka,72891848,Enskild,Praktiska Sverige AB,365,202,94,69,38,56,22,2018
Nykvarn,Praktiska Nykvarn,53180719,Enskild,Praktiska Sverige AB,240,86,83,71,35,56,18,2018
Sigtuna,Praktiska Märsta,24982097,Enskild,Praktiska Sverige AB,134,59,36,39,25,51,25,2018
Skellefteå,Praktiska Skellefteå,87303004,Enskild,Praktiska Sverige AB,173,79,51,43,36,55,16,2018
Skövde,Praktiska Skövde,14504503,Enskild,Praktiska Sverige AB,151,60,36,55,38,43,19,2018
Stockholm,Praktiska Bromma,31998226,Enskild,Praktiska Sverige AB,87,42,29,16,16,44,14,2018
Stockholm,Praktiska Liljeholmen,38236800,Enskild,Praktiska Sverige AB,373,174,111,88,33,51,29,2018
Sundsvall,Praktiska Sundsvall,16931486,Enskild,Praktiska Sverige AB,251,99,82,70,25,36,29,2018
Södertälje,Praktiska Södertälje,29159460,Enskild,Praktiska Sverige AB,251,96,80,75,50,71,25,2018
Trollhättan,Praktiska Trollhättan,71969230,Enskild,Praktiska Sverige AB,145,65,32,48,64,56,21,2018
Täby,Praktiska Täby,76942525,Enskild,Praktiska Sverige AB,166,80,54,32,42,40,30,2018
Uppsala,Praktiska Uppsala,69865450,Enskild,Praktiska Sverige AB,215,87,68,60,23,31,22,2018
Västerås,Praktiska Västerås,96194948,Enskild,Praktiska Sverige AB,185,75,66,44,54,30,26,2018
Växjö,Praktiska Växjö,39341381,Enskild,Praktiska Sverige AB,187,80,55,52,26,80,14,2018
Ystad,Praktiska Ystad,90290154,Enskild,Praktiska Sverige AB,178,77,61,40,38,31,23,2018
Örebro,Praktiska Örebro,18691102,Enskild,Praktiska Sverige AB,190,84,59,47,6,59,18,2018
Örnsköldsvik,Praktiska Örnsköldsvik,85188855,Enskild,Praktiska Sverige AB,159,77,50,32,41,21,33,2018
Helsingborg,ProCivitas Privata Gymnasium Helsingborg,60730660,Enskild,ProCivitas Privata Gymnasium AB,529,180,173,176,64,15,79,2018
Lund,ProCivitas Privata Gymnasium Lund,17779637,Enskild,ProCivitas Privata Gymnasium AB,330,102,96,132,58,14,72,2018
Malmö,ProCivitas Privata Gymnasium Malmö,84424083,Enskild,ProCivitas Privata Gymnasium AB,683,254,245,184,56,16,80,2018
Stockholm,ProCivitas Privata Gymnasium Stockholm,59359012,Enskild,ProCivitas Privata Gymnasium AB,221,129,92,.,61,14,68,2018
Växjö,ProCivitas Privata Gymnasium Växjö,61176909,Enskild,ProCivitas Privata Gymnasium AB,394,165,127,102,51,12,67,2018
Solna,Psykologigymnasiet,31151740,Enskild,Psykologigymnasiet Sverige AB,126,78,19,29,49,63,36,2018
Stockholm,REFIS Rörentr. friskola Sthlm,79829846,Enskild,REFIS Rörentreprenörernas Friskola i Stockholm A,120,39,44,37,..,17,37,2018
Hallstahammar,Ridsportsgymnasiet,50696507,Enskild,Ridskolan Strömsholm RS AB,85,22,32,31,92,..,73,2018
Robertsfors,Lärcentrum,34838015,Kommunal,Robertsfors,14,1,12,1,..,93,.,2018
Ronneby,Gymnasieskolan Knut Hahn 1,40338843,Kommunal,Ronneby,304,116,96,92,62,18,51,2018
Ronneby,Gymnasieskolan Knut Hahn 2,77440824,Kommunal,Ronneby,254,98,78,78,21,27,54,2018
Ronneby,Gymnasieskolan Knut Hahn 3,13883567,Kommunal,Ronneby,234,234,.,.,29,87,24,2018
Ronneby,Gymnasieskolan Knut Hahn 4,71069359,Kommunal,Ronneby,56,20,18,18,..,25,71,2018
Ronneby,Naturbruksgymnasiet i Blekinge,86896907,Kommunal,Ronneby,104,38,32,34,59,..,41,2018
Norrtälje,Carl Wahren Gymnasium,13963517,Enskild,Roslagen Education AB,151,54,55,42,42,36,15,2018
Ljungby,RyssbyGymnasiet,32705515,Enskild,Ryssbygymnasiet AB,217,80,69,68,27,7,49,2018
Borlänge,Rytmus Borlänge,31322470,Enskild,Rytmus AB,94,44,50,.,53,..,59,2018
Göteborg,Rytmus Göteborg,69739484,Enskild,Rytmus AB,266,99,82,85,56,12,67,2018
Malmö,Rytmus Malmö,49231191,Enskild,Rytmus AB,169,63,62,44,57,21,57,2018
Nacka,Rytmus Stockholm,46611859,Enskild,Rytmus AB,682,235,218,229,54,13,72,2018
Örebro,Rytmus Örebro,67908927,Enskild,Rytmus AB,96,33,28,35,56,..,65,2018
Rättvik,Stiernhööksgymnasiet,14292382,Kommunal,Rättvik,420,171,126,123,53,10,40,2018
Sala,Kungsängsgymnasiet,87859089,Kommunal,Sala,469,211,147,111,38,43,30,2018
Sala,Västmanland naturbruksgy. Ösby,54764253,Kommunal,Sala,205,70,72,63,36,15,35,2018
Salem,Rönninge gymnasium,98908403,Kommunal,Salem,588,216,183,189,49,59,49,2018
Sandviken,Göranssonska skolan,41119610,Enskild,Sandvik Utbildningsaktiebolag,194,66,65,63,37,16,71,2018
Sandviken,Bessemerskolan,16493131,Kommunal,Sandviken,855,292,287,276,42,24,48,2018
Sandviken,Bessemerskolan_IM,33528519,Kommunal,Sandviken,242,133,65,44,35,79,14,2018
Sigtuna,Arlandagymnasiet 1,83272868,Kommunal,Sigtuna,548,207,172,169,46,30,51,2018
Sigtuna,Arlandagymnasiet 3,48304166,Kommunal,Sigtuna,302,116,101,85,29,53,31,2018
Sigtuna,Arlandagymnasiet 4,66912789,Kommunal,Sigtuna,136,135,1,.,32,89,10,2018
Sigtuna,"Sigtunaskolan hum. läroverket, gy",45552626,Enskild,Sigtuna Skolstiftelse,294,96,100,98,51,17,71,2018
Sigtuna,"Sigtunaskolan hum. läroverket, int gy",50906954,Enskild,Sigtuna Skolstiftelse,161,43,56,62,52,69,43,2018
Simrishamn,Nova Academy,16748680,Kommunal,Simrishamn,197,66,69,62,60,21,60,2018
Simrishamn,Österlengymnasiet,68597767,Kommunal,Simrishamn,126,57,44,25,46,55,27,2018
Sjöbo,Malenagymnasiet,27964873,Kommunal,Sjöbo,223,89,70,64,24,14,18,2018
Göteborg,Sjölins Gymnasium Göteborg,53640774,Enskild,Sjölins Gymnasium AB,446,158,152,136,43,15,70,2018
Nacka,Sjölins gymnasium Nacka,58907711,Enskild,Sjölins Gymnasium AB,375,128,124,123,59,10,74,2018
Stockholm,Sjölins Gymnasium Kungsholmen,87844327,Enskild,Sjölins Gymnasium AB,155,95,60,.,49,27,59,2018
Stockholm,Sjölins gymnasium Södermalm,24339566,Enskild,Sjölins Gymnasium AB,624,186,219,219,63,13,76,2018
Stockholm,Sjömansskolan,20061769,Enskild,Sjömansskolan Stockholm AB,50,22,15,13,..,22,46,2018
Växjö,Skanskagymnasiet,43479922,Enskild,Skanskaskolan i Växjö AB,87,30,27,30,40,14,71,2018
Skara,Katedralskolan Skara Ro B,30706655,Kommunal,Skara,201,76,64,61,47,50,29,2018
Skara,Katedralskolan Skara Ro C,65674821,Kommunal,Skara,254,106,70,78,73,30,50,2018
Skara,Katedralskolan Skara Ro D,92332557,Kommunal,Skara,234,73,75,86,32,24,44,2018
Skellefteå,Anderstorpsgymnasiet 1,78821574,Kommunal,Skellefteå,123,39,43,41,9,..,50,2018
Skellefteå,Anderstorpsgymnasiet 2,70408763,Kommunal,Skellefteå,336,126,117,93,62,9,63,2018
Skellefteå,Anderstorpsgymnasiet 3,99620228,Kommunal,Skellefteå,222,89,66,67,59,14,50,2018
Skellefteå,Anderstorpsgymnasiet 4,42440084,Kommunal,Skellefteå,157,56,56,45,62,9,53,2018
Skellefteå,Anderstorpsgymnasiet 5,70815774,Kommunal,Skellefteå,250,91,62,97,66,16,60,2018
Skellefteå,Anderstorpsgymnasiet 6,21080571,Kommunal,Skellefteå,55,50,4,1,36,67,..,2018
Skellefteå,Anderstorpsgymnasiet Hammarängen,24653673,Kommunal,Skellefteå,72,29,24,19,17,..,40,2018
Skellefteå,Baldergymnasiet 1,58200871,Kommunal,Skellefteå,161,53,60,48,35,9,50,2018
Skellefteå,Baldergymnasiet 3,90505849,Kommunal,Skellefteå,190,171,17,2,35,87,7,2018
Skellefteå,Baldergymnasiet 4,83880861,Kommunal,Skellefteå,284,135,69,80,20,15,64,2018
Skellefteå,Baldergymnasiet 5,71099568,Kommunal,Skellefteå,336,124,119,93,67,28,54,2018
Skellefteå,Baldergymnasiet 6,51145165,Kommunal,Skellefteå,142,50,56,36,65,7,39,2018
Skellefteå,Naturbruksgymnasiet i Burträsk,86319615,Kommunal,Skellefteå,68,26,28,14,47,..,31,2018
Göteborg,SKF Tekniska Gymnasium,58502307,Enskild,Skf Sverige Aktiebolag,91,32,32,27,11,21,70,2018
Skurup,Nils Holgerssongy i Skurup,22446331,Kommunal,Skurup,182,71,62,49,29,7,18,2018
Skövde,Kavelbro enhet 876,42911621,Kommunal,Skövde,298,109,94,95,26,6,48,2018
Skövde,Kavelbro enhet 877,40575001,Kommunal,Skövde,250,78,77,95,40,14,32,2018
Skövde,Kavelbro enhet 878,43998440,Kommunal,Skövde,219,96,78,45,36,68,16,2018
Skövde,Västerhöjd enhet 871,65320354,Kommunal,Skövde,457,158,153,146,49,27,74,2018
Skövde,Västerhöjd enhet 872,77544055,Kommunal,Skövde,365,126,117,122,56,18,56,2018
Skövde,Västerhöjd enhet 873,49112879,Kommunal,Skövde,145,47,46,52,75,8,61,2018
Skövde,Västerhöjd enhet 874,30279258,Kommunal,Skövde,344,122,118,104,64,21,65,2018
Skövde,Västerhöjd enhet 875,16198647,Kommunal,Skövde,207,73,68,66,61,20,36,2018
Stockholm,Gymnasieskolan Futurum,56942970,Enskild,Sociala Missionen,56,24,15,17,45,59,34,2018
Stockholm,Sofiaängens skola gy,25074310,Enskild,Sofiaängen AB,17,7,6,4,94,..,65,2018
Sollefteå,Sollefteå gymnasium,76903284,Kommunal,Sollefteå,695,243,239,213,37,35,34,2018
Sollentuna,Rudbeck Ekonomiprogrammet,26646080,Kommunal,Sollentuna,468,154,157,157,52,21,73,2018
Sollentuna,Rudbeck El- och energi & Teknikprogrammet,26750052,Kommunal,Sollentuna,346,122,106,118,12,18,75,2018
Sollentuna,Rudbeck Estetiska & Samhällsvetenskapsprogrammet,18974693,Kommunal,Sollentuna,503,169,172,162,68,21,69,2018
Sollentuna,Rudbeck Humanistiska programmet & AST-enheten,26996566,Kommunal,Sollentuna,60,15,22,23,48,18,75,2018
Sollentuna,Rudbeck Introduktionsprogrammen,15832056,Kommunal,Sollentuna,185,72,72,41,30,70,31,2018
Sollentuna,Rudbeck Naturvetenskapsprogrammet,27704246,Kommunal,Sollentuna,413,140,119,154,54,31,81,2018
Solna,Solna Gymnasium,79346084,Kommunal,Solna,788,312,242,234,42,47,54,2018
Sorsele,Sorsele gymnasieskola,98927766,Kommunal,Sorsele,35,35,.,.,..,94,..,2018
Sotenäs,KC-gymnasiet,19456482,Kommunal,Sotenäs,46,13,9,24,35,61,..,2018
Södertälje,S:ta Ragnhildgymnasiet,32057701,Enskild,S:ta Ragnhildgymnasiet AB,231,87,87,57,58,52,65,2018
Eskilstuna,Grillska Gymnasiet Eskilstuna,23555409,Enskild,Stadsmissionens Skolstiftelse,644,235,216,193,54,21,54,2018
Stockholm,Grillska Gymnasiet Stockholm,33132452,Enskild,Stadsmissionens Skolstiftelse,600,254,186,160,53,54,36,2018
Sundbyberg,Grillska Gymnasiet Sundbyberg,21627442,Enskild,Stadsmissionens Skolstiftelse,152,73,49,30,55,28,44,2018
Uppsala,Grillska Gymnasiet Uppsala,36480690,Enskild,Stadsmissionens Skolstiftelse,375,160,132,83,47,20,50,2018
Västerås,Grillska Gymnasiet Västerås,10433896,Enskild,Stadsmissionens Skolstiftelse,394,141,126,127,43,12,70,2018
Örebro,Grillska Gymnasiet Örebro,49739986,Enskild,Stadsmissionens Skolstiftelse,375,140,117,118,31,41,41,2018
Staffanstorp,Kometskolan Introduktionsprogram,31688123,Kommunal,Staffanstorp,35,15,1,19,43,63,..,2018
Botkyrka,Södertörns Gymnasium,53400472,Enskild,STEG för framtiden Aktiebolag,76,37,17,22,66,91,29,2018
Stenungsund,Nösnäsgymnasiet 1,42060237,Kommunal,Stenungsund,359,146,130,83,25,41,25,2018
Stenungsund,Nösnäsgymnasiet 2,89816391,Kommunal,Stenungsund,214,78,73,63,55,10,50,2018
Stenungsund,Nösnäsgymnasiet 3,14448619,Kommunal,Stenungsund,328,107,130,91,55,10,61,2018
Stenungsund,Nösnäsgymnasiet 4,12546590,Kommunal,Stenungsund,293,107,95,91,20,8,66,2018
Båstad,Apelrydsskolan i Båstad,32879845,Enskild,Stiftelsen Apelryd International,59,24,17,18,71,..,54,2018
Båstad,Apelrydsskolan,33685428,Enskild,Stiftelsen Apelrydsskolan,112,39,30,43,68,14,46,2018
Stockholm,Franska Skolan/Ecole francaise Gymnasium,41938272,Enskild,Stiftelsen Franska Skolan,304,98,105,101,62,21,88,2018
Stockholm,"Stiftelsen KFUM Söder Fryshuset, Fryshusets Gymnasium",24759907,Enskild,Stiftelsen Fryshuset,901,415,239,247,52,44,49,2018
Göteborg,Göteborgs Högre Samskola gy.,88774402,Enskild,Stiftelsen Göteborgs Högre Samskola,559,198,181,180,63,14,83,2018
Göteborg,Ingrid Segerstedts gymnasium,48847282,Enskild,Stiftelsen Ingrid Segerstedts Gymnasium,358,125,129,104,78,10,73,2018
Kalmar,Dag Hammarskjöld Gymnasiet,36539945,Enskild,Stiftelsen Kalmar Waldorfskola,14,5,7,2,..,..,..,2018
Stockholm,"Kristofferskolan, gy",53760158,Enskild,Stiftelsen Kristofferskolan,153,49,55,49,52,14,86,2018
Storfors,Lundsbergs gymnasieskola,30167976,Enskild,Stiftelsen Lundsbergs Skola,174,62,62,50,48,17,71,2018
Södertälje,Novalisgymnasiet,68485877,Enskild,Stiftelsen Novalis,32,11,11,10,34,..,44,2018
Stockholm,Stift. Sthlm Intern. School gy,89693952,Enskild,Stiftelsen Stockholm International School,150,43,53,54,49,71,54,2018
Umeå,"Umeå Waldorfskola, gy",49136871,Enskild,Stiftelsen Umeå Waldorfskola R Karlsson Mfl,27,11,7,9,63,..,56,2018
Danderyd,Viktor Rydberg gy. Djursholm,45164827,Enskild,Stiftelsen Viktor Rydbergs Skola,535,181,178,176,55,15,93,2018
Stockholm,Viktor Rydberg gy. Jarlaplan,64388538,Enskild,Stiftelsen Viktor Rydbergs Skola,538,181,175,182,82,9,87,2018
Stockholm,Viktor Rydberg gy. Odenplan,52153758,Enskild,Stiftelsen Viktor Rydbergs Skola,613,221,186,206,68,19,86,2018
Linköping,Björkö Fria Gymnasium,84476205,Enskild,Stiftelsen Waldorfpedagogik i Vreta Kloster,136,56,45,35,69,50,50,2018
Lidingö,Stillerska filmgymnasiet,38732602,Enskild,Stillerska AB,55,21,15,19,29,20,53,2018
Stockholm,Anna Whitlocks gymnasium 54040574,54040574,Kommunal,Stockholm,725,725,.,.,64,17,82,2018
Stockholm,Bernadottegymnasiet 77176811,77176811,Kommunal,Stockholm,370,153,126,91,36,24,57,2018
Stockholm,Blackebergs gymnasium 52791537,52791537,Kommunal,Stockholm,379,131,125,123,68,12,83,2018
Stockholm,Blackebergs gymnasium 85152591,85152591,Kommunal,Stockholm,444,163,158,123,48,33,64,2018
Stockholm,Blackebergs gymnasium 85819857,85819857,Kommunal,Stockholm,395,132,132,131,47,23,87,2018
Stockholm,Bromma gymnasium 40600798,40600798,Kommunal,Stockholm,472,163,156,153,39,16,74,2018
Stockholm,Bromma gymnasium 52942981,52942981,Kommunal,Stockholm,371,190,92,89,39,36,56,2018
Stockholm,Bromma gymnasium 54117171,54117171,Kommunal,Stockholm,386,124,123,139,22,28,82,2018
Stockholm,Enskede Gårds gymnasium 35541921,35541921,Kommunal,Stockholm,310,129,121,60,34,78,18,2018
