skolverket_skolnamn,school_unit,skolverket_kommunnamn,skolverket_kommun,huvudman,skolverket_huvudman_namn,skolverket_huvudman_kod,skolverket_helttj_larare_o_adm_tcv17,skolverket_helttj_adm_tcv17,skolverket_helttj_larare_tcv17,skolverket_helttj_andel_kvi_tcv17,skolverket_helttj_andel_ped_tcv17,skolverket_helttj_andel_specped_tcv17,skolverket_elever_per_helttj_tcv17,skolverket_helttj_syv_tcv17,skolverket_elever_per_syvhelttj_tcv17,skolverket_helttj_andel_tillsv_tcv17,year
Plusgymnasiet Gävle,11111710,Gävle,2180,5565789129,Plusgymnasiet AB,Enskild,"13,6","1,0","12,6","71,0","52,4",.,"13,8","1,0","174,0","64,7",2017
Polhemsskolan,90551279,Gävle,2180,2120002338,Gävle,Kommunal,"121,5",.,"121,5","53,9","70,1","0,8","11,6","5,5","256,5","77,9",2017
Praktiska Gävle,93062368,Gävle,2180,5562575786,Praktiska Sverige AB,Enskild,"11,3","1,0","10,3","25,9","48,8","9,8","10,9","0,2","560,0","72,7",2017
Realgymnasiet Gävle,69686851,Gävle,2180,5565715892,Lärande i Sverige AB,Enskild,"30,7",.,"30,7","64,5","54,4","3,3","13,2","0,5","814,0","93,5",2017
Thoren Business School Gävle,49616977,Gävle,2180,5566139290,Thorengruppen AB,Enskild,"14,1","1,0","13,1","57,3","63,4",.,"17,3","0,2","1 135,0","78,6",2017
Vasaskolan,54965510,Gävle,2180,2120002338,Gävle,Kommunal,"76,6","1,0","75,6","52,8","88,1","2,6","13,6","2,0","516,0","98,5",2017
Yrkesgymnasiet Gävle,90267145,Gävle,2180,5566139290,Thorengruppen AB,Enskild,"11,4","1,0","10,4","33,7","63,0",.,"15,6","0,2","810,0","74,5",2017
Angeredsgymnasiet 1,72998905,Göteborg,1480,2120001355,Göteborg,Kommunal,"20,3",.,"20,3","61,1","77,8",.,"12,5",.,.,"88,2",2017
Angeredsgymnasiet 3,24685151,Göteborg,1480,2120001355,Göteborg,Kommunal,"29,5","1,0","28,5","61,3","76,1",.,"16,2",.,.,"85,9",2017
Angeredsgymnasiet 4,25872338,Göteborg,1480,2120001355,Göteborg,Kommunal,"14,4","0,7","13,7","59,5","63,1","7,3","2,3",.,.,"75,9",2017
Angeredsgymnasiet 5,54164490,Göteborg,1480,2120001355,Göteborg,Kommunal,"15,9","1,0","14,9","53,0","97,3","2,0","9,1",.,.,"90,6",2017
Aniaragymnasiet,69481650,Göteborg,1480,5566666789,AF Affärseffekt Framtidsskola AB,Enskild,"15,8","1,0","14,8","46,6","66,9","12,2","16,4","0,2","1 210,0","64,2",2017
Aspero Idrottsgymn. Göteborg,20319353,Göteborg,1480,5566363973,Aspero Friskolor AB,Enskild,"13,8","0,9","12,9","34,6","67,0",.,"19,1","0,1","2 460,0","73,9",2017
Bernadottegymnasiet,92194545,Göteborg,1480,2120001355,Göteborg,Kommunal,"10,7","1,0","9,7","33,0","100,0","2,1","22,6",.,.,"100,0",2017
Bräckegymnasiet 1,88153340,Göteborg,1480,2120001355,Göteborg,Kommunal,"15,8",.,"15,8","24,1","87,3","12,7","14,0",.,.,"93,7",2017
Bräckegymnasiet 2,94353434,Göteborg,1480,2120001355,Göteborg,Kommunal,"22,7",.,"22,7","20,3","91,2","8,8","9,0",.,.,"95,6",2017
Bräckegymnasiet 4,84978846,Göteborg,1480,2120001355,Göteborg,Kommunal,"19,9","1,0","18,9","47,0","94,7","20,5","8,4","0,8","210,7","100,0",2017
Bräckegymnasiet 5,11179442,Göteborg,1480,2120001355,Göteborg,Kommunal,"1,4","1,0","0,4","100,0","100,0","100,0","400,0",.,.,"100,0",2017
Burgården Utbildningscentrum 1,59396229,Göteborg,1480,2120001355,Göteborg,Kommunal,"19,4","0,7","18,8","84,0","100,0","3,2","16,3",.,.,"94,7",2017
Burgården Utbildningscentrum 2,95165649,Göteborg,1480,2120001355,Göteborg,Kommunal,"17,2","0,8","16,4","70,6","85,3","6,1","13,3",.,.,"89,0",2017
Burgården Utbildningscentrum 3,64740897,Göteborg,1480,2120001355,Göteborg,Kommunal,"27,9","0,8","27,1","64,1","86,7","14,7","7,7",.,.,"97,6",2017
Burgården Utbildningscentrum 4,78979604,Göteborg,1480,2120001355,Göteborg,Kommunal,"15,7",.,"15,7","89,2","93,6","12,7","12,6",.,.,"100,0",2017
Burgården Utbildningscentrum 5,69626109,Göteborg,1480,2120001355,Göteborg,Kommunal,"23,2","1,0","22,2","56,8","98,0","4,5","12,0",.,.,"97,3",2017
Center för språkintroduktion Lindholmen 1,53432700,Göteborg,1480,2120001355,Göteborg,Kommunal,"17,0","1,0","16,0","93,8","100,0","6,3","9,5",.,.,"100,0",2017
Center för Språkintroduktion Lindholmen 2,22601648,Göteborg,1480,2120001355,Göteborg,Kommunal,"20,1",.,"20,1","75,1","100,0","14,5","8,3",.,.,"100,0",2017
Center för Språkintroduktion Lundby,82974174,Göteborg,1480,2120001355,Göteborg,Kommunal,"16,7","1,0","15,7","68,2","100,0","6,4","11,5",.,.,"93,6",2017
Cybergymnasiet Göteborg,85068812,Göteborg,1480,5565693297,Cybergymnasiet Göteborg AB,Enskild,"17,1","0,0","17,1","51,6","80,6",.,"15,1",.,.,"83,0",2017
Donnergymnasiet,78397312,Göteborg,1480,5565408381,Donnergymnasiet AB,Enskild,"39,4","1,0","38,4","49,4","95,3","2,6","15,2","0,1","5 830,0","85,9",2017
Drottning Blankas Gymn. Göteborg,36444853,Göteborg,1480,5565668794,Drottning Blankas Gymnasieskola AB,Enskild,"21,5","0,8","20,8","55,0","72,6",.,"17,7",.,.,"81,2",2017
Ester Mosessons gymnasium 1,15414001,Göteborg,1480,2120001355,Göteborg,Kommunal,"21,6","0,7","21,0","73,0","95,2",.,"11,4",.,.,"100,0",2017
Ester Mosessons gymnasium 2,38311488,Göteborg,1480,2120001355,Göteborg,Kommunal,"21,9","1,0","20,9","53,7","95,2","9,6","10,2","0,5","426,0","95,2",2017
Framtidsgymnasiet i Göteborg,16819383,Göteborg,1480,5564781606,Framtidsgymnasiet i Göteborg Aktiebolag,Enskild,"21,5","1,0","20,5","36,6","39,0",.,"17,5",.,.,"85,4",2017
GTI:s gymnasieskola,89837629,Göteborg,1480,5562358993,Göteborgs Tekniska Institut Aktiebolag,Enskild,"25,7","0,8","24,9","63,2","74,8",.,"16,1","0,2","2 000,0","62,2",2017
Gymnasieakademin,12994441,Göteborg,1480,5567265979,IEAB International Education AB,Enskild,"14,0","0,5","13,5","63,0","65,6",.,"17,3",.,.,"84,8",2017
Göteborgregionens tekniska gy,53660780,Göteborg,1480,5565706768,Göteborgs Tekniska College Aktiebolag,Enskild,"39,7","0,4","39,3","33,1","65,5",.,"11,3","0,1","4 430,0","94,9",2017
Göteborgs Högre Samskola gy.,88774402,Göteborg,1480,8572059197,Stiftelsen Göteborgs Högre Samskola,Enskild,"36,4","0,5","35,9","52,4","96,2","0,8","15,3",.,.,"93,4",2017
Hermods Gymnasium Göteborg,75141151,Göteborg,1480,5565286696,Hermods Gymnasium AB,Enskild,"19,0","1,0","18,0","40,4","79,4",.,"16,9","0,3","1 010,0","83,8",2017
Hvitfeldtska gymnasiet 1,61701709,Göteborg,1480,2120001355,Göteborg,Kommunal,"24,5","1,0","23,5","50,0","95,7","8,5","17,5",.,.,"97,4",2017
Hvitfeldtska gymnasiet 2,61469192,Göteborg,1480,2120001355,Göteborg,Kommunal,"27,6","1,0","26,6","45,3","96,6","7,5","9,1",.,.,"96,2",2017
Hvitfeldtska gymnasiet 3,84306392,Göteborg,1480,2120001355,Göteborg,Kommunal,"31,0","1,0","30,0","61,9","100,0",.,"16,7",.,.,"100,0",2017
Hvitfeldtska gymnasiet 4,28627819,Göteborg,1480,2120001355,Göteborg,Kommunal,"30,0",.,"30,0","45,1","100,0",.,"14,4",.,.,"96,7",2017
Hvitfeldtska gymnasiet 5,30086854,Göteborg,1480,2120001355,Göteborg,Kommunal,"28,6","1,0","27,6","60,0","78,3",.,"13,0","0,1","7 200,0","98,0",2017
IHGR-gymnasiet,26627862,Göteborg,1480,2120001355,Göteborg,Kommunal,"28,9","1,0","27,9","63,2","54,1","3,6","13,6","0,4","952,5","64,9",2017
Ingrid Segerstedts gymnasium,48847282,Göteborg,1480,8572088824,Stiftelsen Ingrid Segerstedts Gymnasium,Enskild,"18,3","1,0","17,3","55,7","100,0",.,"19,2",.,.,"89,0",2017
International IT College of Sweden Gothenburg,72517762,Göteborg,1480,5563114445,Edinit AB,Enskild,"16,3","1,0","15,3","55,6","88,2",.,"8,9",.,.,"100,0",2017
IT-Gymnasiet Göteborg,79094701,Göteborg,1480,5565970471,IT Gymnasiet Sverige AB,Enskild,"28,8","1,0","27,8","40,5","76,1",.,"17,1","0,4","1 190,0","77,5",2017
JENSEN Gymnasium Göteborg,38684438,Göteborg,1480,5566358759,Jensen Education College AB,Enskild,"24,9","1,0","23,9","64,9","87,0",.,"17,7","0,3","1 410,0","68,8",2017
Katrinelundsgymnasiet 1,31251822,Göteborg,1480,2120001355,Göteborg,Kommunal,"18,2","1,0","17,2","62,4","100,0","4,7","18,4","0,4","792,5","96,7",2017
Katrinelundsgymnasiet 2,90099336,Göteborg,1480,2120001355,Göteborg,Kommunal,"8,6","1,0","7,6","34,1","68,3","4,0","0,8","0,2","40,0","100,0",2017
Katrinelundsgymnasiet 3,96590873,Göteborg,1480,2120001355,Göteborg,Kommunal,"26,4","1,0","25,4","70,5","92,1","7,9","15,3","0,2","1 940,0","94,1",2017
Katrinelundsgymnasiet 4,35647481,Göteborg,1480,2120001355,Göteborg,Kommunal,"17,8","1,0","16,8","54,8","97,0","9,2","16,1","0,5","540,0","100,0",2017
Katrinelundsgymnasiet 5,39549479,Göteborg,1480,2120001355,Göteborg,Kommunal,"17,7","1,0","16,7","78,1","93,4","2,7","20,6","0,3","1 376,0","100,0",2017
Kitas Ekonomi,73147554,Göteborg,1480,5567097117,Kitas utbildning AB,Enskild,"14,7","0,5","14,2","55,7","91,2",.,"18,4","0,1","2 015,4","91,2",2017
Kitas Frisörgymnasium,65752105,Göteborg,1480,5567385330,Kimuo frisörutbildning AB,Enskild,"2,7","0,1","2,6","85,6","69,6",.,"13,3","0,1","583,3","69,6",2017
Kitas Gymnasium,69983740,Göteborg,1480,5567097117,Kitas utbildning AB,Enskild,"17,5","0,3","17,2","44,4","94,0",.,"18,0","0,1","2 384,6","94,0",2017
Kitas Natur,66491596,Göteborg,1480,5567097117,Kitas utbildning AB,Enskild,"14,2","0,3","13,9","23,1","96,4",.,"19,6","0,1","2 092,3","99,3",2017
Kunskapsgymnasiet Göteborg,12052268,Göteborg,1480,5565661815,Kunskapsskolan i Sverige Aktiebolag,Enskild,"24,4","1,0","23,4","50,0","83,8",.,"15,0","0,2","1 750,0","91,5",2017
L M Engströms gymnasium,71597051,Göteborg,1480,8572003666,Peter Isaac Béens Utbildningsstiftelse,Enskild,"34,3","1,7","32,6","54,4","94,4",.,"17,5",.,.,"92,0",2017
LBS Ljud & Bildskolan Göteborg,53231578,Göteborg,1480,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"18,6","1,0","17,6","42,0","62,5",.,"21,6","0,3","1 266,7","73,9",2017
Lindholmens tekn gymnasium 1,11274830,Göteborg,1480,2120001355,Göteborg,Kommunal,"22,5","1,0","21,5","21,4","72,0","4,7","12,5","0,3","893,3","81,6",2017
Lindholmens tekn gymnasium 2,51321260,Göteborg,1480,2120001355,Göteborg,Kommunal,"26,4","1,0","25,4","23,1","68,6","4,7","9,4","0,3","793,3","82,6",2017
Lindholmens tekn gymnasium 3,96279444,Göteborg,1480,2120001355,Göteborg,Kommunal,"25,3","1,0","24,3","29,6","90,7","3,3","12,7","0,3","1 030,0","91,8",2017
Magelungens Gymnasium Göteborg,27268498,Göteborg,1480,5564891447,Magelungen Utveckling AB,Enskild,"7,0","1,0","6,0","66,7","83,3",.,"4,5",.,.,"83,3",2017
"Mikael Elias Gymnasium, Göteborg",40690520,Göteborg,1480,5565583282,Mikael Elias Gymnasium AB,Enskild,"28,0","1,0","27,0","50,8","95,5",.,"22,4",.,.,"92,5",2017
Motorbranschens Tekniska gymn.,61880907,Göteborg,1480,2120001355,Göteborg,Kommunal,"26,5","1,0","25,5","27,5","77,8",.,"11,8",.,.,"81,8",2017
Munkebäcksgymnasiet,91011325,Göteborg,1480,2120001355,Göteborg,Kommunal,"19,6","1,0","18,6","53,8","83,9",.,"10,2",.,.,"89,2",2017
NTI Mediegymnasiet,97382366,Göteborg,1480,5561203679,Nordens Teknikerinstitut Aktiebolag (Nti),Enskild,"23,4","1,0","22,4","36,9","71,8","5,4","17,2",.,.,"74,9",2017
NTI-Gymnasiet Göteborg,35006050,Göteborg,1480,5561203679,Nordens Teknikerinstitut Aktiebolag (Nti),Enskild,"25,8","1,0","24,8","51,9","69,0","4,0","16,3","0,3","1 350,0","75,5",2017
Peabskolan Göteborg,88886610,Göteborg,1480,5564427432,Peabskolan AB,Enskild,"14,5","1,0","13,5","66,7","77,8",.,"15,1","0,3","680,0","100,0",2017
Plusgymnasiet i Göteborg,10638939,Göteborg,1480,5565789129,Plusgymnasiet AB,Enskild,"20,2","1,7","18,5","57,2","72,2","3,2","12,3","0,2","1 520,0","77,7",2017
Polhemsgymnasiet 1,21505555,Göteborg,1480,2120001355,Göteborg,Kommunal,"22,2","1,0","21,2","56,7","87,7",.,"16,9",.,.,"92,4",2017
Polhemsgymnasiet 2,34336190,Göteborg,1480,2120001355,Göteborg,Kommunal,"20,0","1,0","19,0","68,4","100,0",.,"17,7",.,.,"94,7",2017
Polhemsgymnasiet 3,21052710,Göteborg,1480,2120001355,Göteborg,Kommunal,"18,8","1,0","17,8","50,7","94,4",.,"21,4",.,.,"100,0",2017
Praktiska Göteborg,88556189,Göteborg,1480,5562575786,Praktiska Sverige AB,Enskild,"19,2","1,5","17,7","32,6","49,6",.,"12,4","0,1","2 180,0","65,4",2017
Realgymnasiet Göteborg,35236491,Göteborg,1480,5565715892,Lärande i Sverige AB,Enskild,"18,4","1,5","16,9","51,0","74,5",.,"13,5","1,8","126,7","100,0",2017
Rytmus Göteborg,69739484,Göteborg,1480,5564648979,Rytmus AB,Enskild,"26,2","2,0","24,2","47,4","99,8","3,3","11,0","0,3","1 060,0","84,9",2017
Schillerska gymnasiet 1,92887917,Göteborg,1480,2120001355,Göteborg,Kommunal,"16,4",.,"16,4","61,3","94,7",.,"18,1",.,.,"89,8",2017
Schillerska gymnasiet 2,88834120,Göteborg,1480,2120001355,Göteborg,Kommunal,"19,8",.,"19,8","69,7","94,9","10,1","17,1",.,.,"94,9",2017
Schillerska gymnasiet 3,36748805,Göteborg,1480,2120001355,Göteborg,Kommunal,"13,8","0,8","13,0","78,5","92,3","15,4","11,8",.,.,"92,3",2017
Schillerska gymnasiet 4,70066748,Göteborg,1480,2120001355,Göteborg,Kommunal,"19,5",.,"19,5","65,6","100,0","5,1","14,9",.,.,"94,9",2017
Sigrid Rudebecks gymnasium,19207279,Göteborg,1480,5563571248,Aktiebolaget Sigrid Rudebecks Skola,Enskild,"27,6","1,0","26,6","51,9","93,2","3,8","17,6",.,.,"89,5",2017
Sjölins Gymnasium Göteborg,53640774,Göteborg,1480,5563758399,Sjölins Gymnasium AB,Enskild,"24,5","1,0","23,5","46,9","79,1","3,8","17,8","0,4","1 042,5","79,5",2017
SKF Tekniska Gymnasium,58502307,Göteborg,1480,5562408301,Skf Sverige Aktiebolag,Enskild,"11,1","0,7","10,4","41,5","54,6",.,"9,0","0,0","9 300,0","96,1",2017
Thoren Innovation School Göteborg,97177328,Göteborg,1480,5568902653,Thoren Innovation School AB,Enskild,"13,8","1,0","12,8","15,2","62,0",.,"20,7","0,2","1 330,0","55,7",2017
Västsvenska Gymnasiet,34831349,Göteborg,1480,5562035906,Idrottens Skola i Göteborg AB,Enskild,"5,7","0,8","4,9","20,4","44,9",.,"18,8",.,.,"65,3",2017
Yrkesgymnasiet Göteborg,63511898,Göteborg,1480,5566139290,Thorengruppen AB,Enskild,"13,0","1,0","12,0","75,0","41,7","8,3","20,2","0,2","1 210,0","50,0",2017
Älvstrandsgymn. komvux,64550468,Hagfors,1783,2120001884,Hagfors,Kommunal,"6,4","0,5","6,0","61,3","75,6","1,7","16,3","0,5","215,6","40,3",2017
Älvstrandsgymnasiet,72127035,Hagfors,1783,2120001884,Hagfors,Kommunal,"35,4","1,0","34,4","44,4","62,7","2,9","9,4","0,8","430,7","72,8",2017
Alléskolan 1,70969714,Hallsberg,1861,2220001180,Hallsberg,Kommunal,"29,3","1,0","28,3","24,5","80,5","1,8","8,1","0,5","460,0","90,5",2017
Alléskolan 2,85003442,Hallsberg,1861,2220001180,Hallsberg,Kommunal,"12,8","0,5","12,3","80,2","75,8","2,0","9,1","0,4","280,0","78,4",2017
Alléskolan 3,22752398,Hallsberg,1861,2220001180,Hallsberg,Kommunal,"31,6","1,0","30,6","12,4","64,1","1,6","8,5","0,4","650,0","76,7",2017
Alléskolan 4,68734112,Hallsberg,1861,2220001180,Hallsberg,Kommunal,"21,5","1,0","20,5","54,3","95,7","2,4","7,0","0,3","480,0","90,7",2017
Alléskolan 5,71922787,Hallsberg,1861,2220001180,Hallsberg,Kommunal,"19,8","1,0","18,8","47,6","91,2","2,7","9,4","0,1","1 770,0","96,2",2017
Alléskolan 6,31843016,Hallsberg,1861,2220001180,Hallsberg,Kommunal,"28,2","1,0","27,2","39,9","76,2","1,8","7,1","0,4","482,5","76,0",2017
Alléskolan 7,74148070,Hallsberg,1861,2220001180,Hallsberg,Kommunal,"15,6","1,0","14,6","42,4","80,1","3,4","10,4","0,1","1 520,0","90,7",2017
Alléskolan 8,24357034,Hallsberg,1861,2220001180,Hallsberg,Kommunal,"2,2","1,0","1,2","100,0","100,0",.,"188,3","0,4","565,0","100,0",2017
Ridsportsgymnasiet,50696507,Hallstahammar,1961,5566940408,Ridskolan Strömsholm RS AB,Enskild,"7,0",.,"7,0","60,0","78,6",.,"13,0","0,1","910,0","85,7",2017
Aspero Idrottsgymn. Halmstad,92507006,Halmstad,1380,5566363973,Aspero Friskolor AB,Enskild,"17,6","1,0","16,6","40,7","77,8","6,0","16,3","0,1","2 700,0","82,3",2017
Drottning Blankas Gymn. Halmstad,44653962,Halmstad,1380,5565668794,Drottning Blankas Gymnasieskola AB,Enskild,"15,8","1,0","14,8","62,3","54,6",.,"13,6","0,1","2 000,0","91,5",2017
Kattegattgymnasiet 1,20100577,Halmstad,1380,2120001215,Halmstad,Kommunal,"22,1","1,0","21,1","75,3","90,5","19,0","12,4","3,8","68,9","86,7",2017
Kattegattgymnasiet 2,81993306,Halmstad,1380,2120001215,Halmstad,Kommunal,"32,3","1,0","31,3","47,8","84,3",.,"11,0",.,.,"85,9",2017
Kattegattgymnasiet 3,19051089,Halmstad,1380,2120001215,Halmstad,Kommunal,"34,2","1,0","33,2","58,5","92,6",.,"11,8",.,.,"80,2",2017
Kattegattgymnasiet 4,29097621,Halmstad,1380,2120001215,Halmstad,Kommunal,"45,0","1,0","44,0","15,9","66,8",.,"7,9",.,.,"64,6",2017
LBS Ljud & Bildskolan Halmstad,47264019,Halmstad,1380,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"12,8","1,0","11,8","30,5","67,8",.,"16,7",.,.,"72,9",2017
Praktiska Halmstad,87764775,Halmstad,1380,5562575786,Praktiska Sverige AB,Enskild,"16,8","1,0","15,8","57,6","57,0","2,5","12,9","0,2","1 020,0","59,5",2017
Sannarpsgymnasiet 2,50198492,Halmstad,1380,2120001215,Halmstad,Kommunal,"23,1","1,0","22,1","57,2","94,8",.,"16,6",.,.,"91,4",2017
Sannarpsgymnasiet 3,48438396,Halmstad,1380,2120001215,Halmstad,Kommunal,"17,6","1,0","16,6","90,0","91,7","12,1","14,2","1,0","236,0","91,1",2017
Sannarpsgymnasiet 4,98052678,Halmstad,1380,2120001215,Halmstad,Kommunal,"23,0","1,0","22,0","52,0","98,0",.,"14,1",.,.,"88,9",2017
Sannarpsgymnasiet 5,95993832,Halmstad,1380,2120001215,Halmstad,Kommunal,"18,0","1,0","17,0","92,6","97,1","22,4","5,2",.,.,"86,3",2017
Sturegymnasiet 1,20099064,Halmstad,1380,2120001215,Halmstad,Kommunal,"28,0","1,0","27,0","67,2","92,5",.,"9,8",.,.,"98,2",2017
Sturegymnasiet 2,44341171,Halmstad,1380,2120001215,Halmstad,Kommunal,"36,4","1,0","35,4","61,5","97,0","17,0","8,7",.,.,"84,7",2017
Sturegymnasiet 3,77130356,Halmstad,1380,2120001215,Halmstad,Kommunal,"0,5",.,"0,5","100,0","100,0",.,.,.,.,"100,0",2017
Sturegymnasiet 4,32671805,Halmstad,1380,2120001215,Halmstad,Kommunal,"17,5","1,0","16,5","67,9","95,8","6,1","9,8","2,0","80,5","76,1",2017
Fredrika Bremergymnasiet,16313848,Haninge,0136,2120000084,Haninge,Kommunal,"143,4","1,0","142,4","41,7","76,1","2,1","14,0","4,0","496,8","83,0",2017
Riksäpplet,79606767,Haninge,0136,2120000084,Haninge,Kommunal,"34,4","0,8","33,6","65,7","87,0",.,"15,8","2,0","266,0","88,7",2017
Tornedalsskolan,11294673,Haparanda,2583,2120002775,Haparanda,Kommunal,"24,5","0,9","23,6","46,9","80,9",.,"13,2","1,0","310,0","91,5",2017
CLL/Gymnasieutbildningen,86212202,Heby,0331,2120002049,Heby,Kommunal,"7,7","0,5","7,2","77,0","91,4",.,"7,2","0,8","65,0","88,9",2017
Martin Koch-gymnasiet,86327236,Hedemora,2083,2120002254,Hedemora,Kommunal,"43,9","2,0","41,9","40,4","63,2","2,4","9,0","1,9","199,5","69,4",2017
Campeon Frigymnasium,41745951,Helsingborg,1283,5566264056,Campeon Frigymnasium AB,Enskild,"8,2","0,7","7,5","59,3","96,0",.,"27,3","0,1","2 050,0","90,0",2017
Cultura Gymnasium,83137205,Helsingborg,1283,5567127237,Cultura Utbildning AB,Enskild,"10,9","1,0","9,9","54,5","85,9",.,"16,3","0,8","214,7","93,9",2017
Design & Construction College Helsingborg,28398531,Helsingborg,1283,5569828451,Hermods Design & Construction College AB,Enskild,"17,2","1,0","16,2","54,1","66,4","6,2","15,5",.,.,"91,4",2017
Drottning Blankas Gymn. Helsingborg,66335258,Helsingborg,1283,5565668794,Drottning Blankas Gymnasieskola AB,Enskild,"19,6","1,0","18,6","73,1","69,2","4,0","12,5",.,.,"81,3",2017
Filbornaskolan,54172830,Helsingborg,1283,2120001157,Helsingborg,Kommunal,"49,7","1,0","48,7","53,7","83,8","4,1","11,7","1,0","570,0","94,8",2017
G.O. Kompetens Transportgymnasium,86310217,Helsingborg,1283,5566412549,G.O. Kompetens Transportgymnasium AB,Enskild,"12,3","0,6","11,7","13,2","31,6",.,"9,7","0,4","285,0","100,0",2017
Helsingborgs Lärlingsgymnasium,77352223,Helsingborg,1283,2120001157,Helsingborg,Kommunal,"10,1","0,2","9,9","69,5","82,7",.,"11,6",.,.,"94,9",2017
Helsingborgs Ridgymnasium,83085136,Helsingborg,1283,5565974671,Humeq Education AB,Enskild,"13,1","1,0","12,1","58,9","61,8",.,"13,5","0,2","815,0","100,0",2017
Helsingborgs Sportgymnasium,75458014,Helsingborg,1283,6111063951,"Krisping, Stefan",Enskild,"6,7","1,3","5,4","35,2","78,7",.,"15,9","0,1","1 720,0","63,0",2017
Impius gymnasium,65136104,Helsingborg,1283,5565523858,Impius Utvecklings AB,Enskild,"22,5","1,0","21,5","60,5","65,1","4,7","5,3","0,3","460,0","100,0",2017
International school of Hbg/Gy,61826221,Helsingborg,1283,2120001157,Helsingborg,Kommunal,"18,3","1,0","17,3","60,3","45,2",.,"7,7","0,8","166,3","83,2",2017
IT-Gymnasiet Helsingborg,79033948,Helsingborg,1283,5565970471,IT Gymnasiet Sverige AB,Enskild,"20,8","0,9","19,9","39,0","73,7","1,3","17,1","0,2","1 705,0","89,9",2017
JENSEN Gymnasium Helsingborg,56330385,Helsingborg,1283,5566358759,Jensen Education College AB,Enskild,"13,1","1,0","12,1","59,5","79,3","1,7","16,1",.,.,"79,3",2017
Johannes Hedberggymnasiet,20228162,Helsingborg,1283,8450003481,Folkuniversitetet Stiftelsen Kurs- Verksamheten Vid Lunds Universitet,Enskild,"24,2","1,0","23,2","67,9","92,2",.,"13,2","0,4","767,5","97,0",2017
LBS Ljud & Bildskolan Helsingborg,68240485,Helsingborg,1283,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"16,8","1,0","15,8","43,1","74,7",.,"20,7","0,6","543,3","62,0",2017
Mega Musik gymnasium,95046058,Helsingborg,1283,5565956553,Mega Musik Gymnasieskola AB,Enskild,"14,1","1,0","13,1","26,5","63,4",.,"9,1",.,.,"100,0",2017
Nicolaiskolan,44392995,Helsingborg,1283,2120001157,Helsingborg,Kommunal,"41,8","1,0","40,8","65,8","88,5",.,"13,1","1,8","297,8","96,3",2017
Olympiaskolan,53462953,Helsingborg,1283,2120001157,Helsingborg,Kommunal,"43,7","1,0","42,7","69,7","97,8","1,9","14,7","1,6","392,5","95,8",2017
Praktiska Helsingborg,69241230,Helsingborg,1283,5562575786,Praktiska Sverige AB,Enskild,"13,2","1,0","12,2","39,5","60,9",.,"9,7","0,2","590,0","78,6",2017
"ProCivitas Privata Gymnasium, Helsingborg",60730660,Helsingborg,1283,5566157102,ProCivitas Privata Gymnasium AB,Enskild,"21,1","1,0","20,1","35,0","87,6",.,"26,3","0,3","2 120,0","97,5",2017
Realgymnasiet Helsingborg,85544331,Helsingborg,1283,5565715892,Lärande i Sverige AB,Enskild,"9,9","1,0","8,9","47,2","68,5",.,"11,0","0,1","1 960,0","68,5",2017
Rönnowska skolan,80327946,Helsingborg,1283,2120001157,Helsingborg,Kommunal,"92,6","0,8","91,8","38,3","67,9","5,0","8,9","2,5","328,0","77,2",2017
Thoren Business School Helsingborg,82592568,Helsingborg,1283,5566139290,Thorengruppen AB,Enskild,"21,6","1,0","20,6","53,5","66,0",.,"22,6","1,0","464,0","75,7",2017
Tycho Braheskolan,78875918,Helsingborg,1283,2120001157,Helsingborg,Kommunal,"43,7","1,0","42,7","63,8","85,0","2,3","12,8","1,0","547,0","88,4",2017
Victum Gymnasium,78023197,Helsingborg,1283,5564889482,Victum Gymnasium Aktiebolag,Enskild,"14,0","1,6","12,4","58,1","82,3",.,"15,4",.,.,"100,0",2017
Kunskapskällan,86385479,Herrljunga,1466,2120001520,Herrljunga,Kommunal,"27,4","1,0","26,4","34,5","82,5","2,8","9,1","0,5","482,0","97,7",2017
Individuella programmet,53494028,Hjo,1497,2120001728,Hjo,Kommunal,"5,0","0,3","4,8","42,3","94,3",.,"8,0","0,5","76,0","82,2",2017
"Björkhagsskolan, gymnasium",40991561,Hofors,2104,2120002296,Hofors,Kommunal,"13,8","0,5","13,3","63,9","82,4","14,4","6,4","0,2","477,8","70,2",2017
Huddingegymnasiet,49862313,Huddinge,0126,2120000068,Huddinge,Kommunal,"40,0","1,0","39,0","60,3","90,6",.,"13,6","1,0","531,0","90,1",2017
IT-Gymnasiet Södertörn,99838438,Huddinge,0126,5565970471,IT Gymnasiet Sverige AB,Enskild,"19,7","1,0","18,7","26,5","67,6","3,2","14,7","0,3","916,7","78,3",2017
Sjödalsgymnasiet,42859669,Huddinge,0126,2120000068,Huddinge,Kommunal,"74,4","1,0","73,4","53,3","83,6",.,"14,0","2,0","515,0","88,6",2017
