skolverket_lageskommun_tcv136,skolverket_skolnamn,school_unit,huvudman,skolverket_huvudman_namn,skolverket_tot_elever_tcv136,skolverket_ar1_tcv136,skolverket_ar2_tcv136,skolverket_ar3_tcv136,skolverket_andel_kvi_tcv136,skolverket_andel_utl_tcv136,skolverket_andel_forald_eftergymn_utb_tcv136,year
Göteborg,NTI Mediegymnasiet,97382366,Enskild,"Nordens Teknikerinstitut AB ,NTI,",321,114,114,93,70,11,62,2014
Göteborg,NTI-gymnasiet Kronhusgatan,35006050,Enskild,"Nordens Teknikerinstitut AB ,NTI,",358,130,100,128,12,18,50,2014
Luleå,NTI-gymnasiet Luleå,90473340,Enskild,"Nordens Teknikerinstitut AB ,NTI,",152,44,51,57,17,10,57,2014
Lund,NTI-gymnasiet Lund,12613085,Enskild,"Nordens Teknikerinstitut AB ,NTI,",165,58,59,48,..,8,52,2014
Malmö,NTI-gymnasiet Malmö,52129378,Enskild,"Nordens Teknikerinstitut AB ,NTI,",224,75,79,70,..,50,41,2014
Sollentuna,NTI-gymnasiet Sollentuna,15870428,Enskild,"Nordens Teknikerinstitut AB ,NTI,",202,73,66,63,16,31,44,2014
Stockholm,NTI Handelsgymnasiet Stockholm,15278518,Enskild,"Nordens Teknikerinstitut AB ,NTI,",187,90,55,42,44,23,42,2014
Stockholm,NTI-gymnasiet Stockholm,15390992,Enskild,"Nordens Teknikerinstitut AB ,NTI,",693,281,203,209,17,15,62,2014
Sundsvall,NTI-gymnasiet Sundsvall,48244956,Enskild,"Nordens Teknikerinstitut AB ,NTI,",197,67,69,61,19,10,56,2014
Södertälje,NTI-gymnasiet Södertälje,37517404,Enskild,"Nordens Teknikerinstitut AB ,NTI,",74,20,28,26,..,61,34,2014
Umeå,NTI-gymnasiet Umeå,57668673,Enskild,"Nordens Teknikerinstitut AB ,NTI,",126,49,43,34,22,9,54,2014
Stockholm,Nordiska Musikgymnasiet,30762346,Enskild,Nordiska Musikgymnasiet AB,38,16,11,11,58,26,76,2014
Kramfors,Nordviksskolan,32580162,Enskild,Nordvik Höga Kusten Kompetens AB,54,18,14,22,83,..,28,2014
Fagersta,"NVU, Brinellskolan 1",32420077,Kommunal,Norra Västmanlands Utbildningsförbund,180,61,49,70,33,26,38,2014
Fagersta,"NVU, Brinellskolan 2",48434184,Kommunal,Norra Västmanlands Utbildningsförbund,352,143,127,82,37,38,26,2014
Kalix,Kalix Naturbruksgymnasium,88000850,Landsting,Norrbottens Läns Landsting,69,28,17,24,..,..,36,2014
Piteå,Grans naturbruksgymnasium,42517257,Landsting,Norrbottens Läns Landsting,122,45,38,39,84,..,38,2014
Norrköping,De Geergymnasiet 1,58544422,Kommunal,Norrköping,341,110,123,108,62,31,55,2014
Norrköping,De Geergymnasiet 2,40549870,Kommunal,Norrköping,26,26,.,.,46,62,..,2014
Norrköping,De Geergymnasiet 3,65150019,Kommunal,Norrköping,326,116,93,117,72,10,58,2014
Norrköping,Ebersteinska gymnasiet 1,83805032,Kommunal,Norrköping,156,48,47,61,16,11,23,2014
Norrköping,Ebersteinska gymnasiet 2,48862305,Kommunal,Norrköping,332,116,102,114,9,13,28,2014
Norrköping,Ebersteinska gymnasiet 3,32887559,Kommunal,Norrköping,223,81,63,79,6,23,33,2014
Norrköping,Ebersteinska gymnasiet 4,28501375,Kommunal,Norrköping,216,78,72,66,41,54,47,2014
Norrköping,Ebersteinska gymnasiet 5,71541108,Kommunal,Norrköping,209,58,75,76,19,19,67,2014
Norrköping,Ebersteinska gymnasiet 6,62956050,Kommunal,Norrköping,88,32,33,23,82,36,38,2014
Norrköping,Hagagymnasiet skolenhet grön,76485705,Kommunal,Norrköping,376,139,132,105,55,37,57,2014
Norrköping,Hagagymnasiet skolenhet gul,31771188,Kommunal,Norrköping,93,46,43,4,35,24,13,2014
Norrköping,Hagagymnasiet skolenhet röd,93239262,Kommunal,Norrköping,351,115,117,119,73,29,48,2014
Norrköping,Kungsgårdsgymnasiet 1,99976753,Kommunal,Norrköping,300,116,105,79,61,36,39,2014
Norrköping,Kungsgårdsgymnasiet 2,58037626,Kommunal,Norrköping,390,165,145,80,59,61,19,2014
Sundsvall,Skvaderns gymnasieskola,43873969,Enskild,Norrlidens Kunskapscentrum AB,482,149,169,164,64,9,75,2014
Norrtälje,Norrtelje Teknik- och Naturbruksgymnasium,26267406,Enskild,Norrtelje teknikgymnasium AB,91,31,33,27,31,11,26,2014
Norrtälje,Rodens högskoleförberedande gy,85749199,Kommunal,Norrtälje,733,309,184,240,51,19,43,2014
Norrtälje,Rodens Yrkesgymnasium,40520688,Kommunal,Norrtälje,343,121,105,117,19,9,21,2014
Norsjö,Norsjö gymnasium,25985417,Kommunal,Norsjö,49,33,.,16,33,63,..,2014
Nacka,Nya DesignGymnasiet,14355031,Enskild,Nya Designgymnasiet i Nacka AB,174,62,55,57,78,22,51,2014
Nybro,Åkrahällskolan Akra01,35035671,Kommunal,Nybro,139,46,41,52,46,14,42,2014
Nybro,Åkrahällskolan Akra02,12130801,Kommunal,Nybro,188,94,47,47,23,31,38,2014
Nybro,Åkrahällskolan Akra03,51736304,Kommunal,Nybro,81,27,22,32,70,16,25,2014
Nyköping,Nyköpings gymnasium Gripen1,68655578,Kommunal,Nyköping,322,115,110,97,21,20,45,2014
Nyköping,Nyköpings gymnasium Gripen2,99946034,Kommunal,Nyköping,148,56,67,25,39,61,15,2014
Nyköping,Nyköpings gymnasium Skavsta,17062663,Kommunal,Nyköping,181,74,45,62,13,13,28,2014
Nyköping,Nyköpings gymnasium Tessin,68741484,Kommunal,Nyköping,645,205,226,214,62,26,38,2014
Nyköping,Nyköping Strand Utbildn.center,60424371,Enskild,Nyköping Strand Utbildningscentrum AB,211,68,63,80,65,8,38,2014
Nynäshamn,Nynäshamns gymnasium,37054246,Kommunal,Nynäshamn,438,189,119,130,33,23,32,2014
Bollnäs,Nytorps Hästgymnasium,80167319,Enskild,Nytorps Hästgymnasium AB,19,10,9,.,89,.,..,2014
Nässjö,Brinellgymnasiet 1,96383883,Kommunal,Nässjö,338,114,115,109,60,43,40,2014
Nässjö,Brinellgymnasiet 2,39199869,Kommunal,Nässjö,282,107,85,90,26,18,51,2014
Nässjö,Brinellgymnasiet 3,62216381,Kommunal,Nässjö,192,67,62,63,41,18,30,2014
Nässjö,Brinellgymnasiet 4,31179045,Kommunal,Nässjö,343,136,109,98,57,25,34,2014
Ockelbo,Vuxenutbildningen/IM,88064376,Kommunal,Ockelbo,2,.,.,2,..,.,.,2014
Olofström,Nordenbergsskolan 1,59655752,Kommunal,Olofström,249,88,81,80,68,13,51,2014
Olofström,Nordenbergsskolan 2,88750078,Kommunal,Olofström,166,60,55,51,..,16,40,2014
Olofström,Nordenbergsskolan 3,50108759,Kommunal,Olofström,34,25,9,.,29,68,..,2014
Orust,Gymnasieutbildningen i Orust,41878314,Kommunal,Orust,33,23,10,.,39,..,..,2014
Osby,Ekbackeskolan gymnasium,41555549,Kommunal,Osby,320,131,92,97,44,25,38,2014
Osby,Naturbruksgymnasiet Osby,32003298,Kommunal,Osby,117,43,40,34,14,..,38,2014
Oskarshamn,Oscarsgymnasiet A,85459854,Kommunal,Oskarshamn,354,110,119,125,48,16,42,2014
Oskarshamn,Oscarsgymnasiet B,81876614,Kommunal,Oskarshamn,275,86,93,96,27,17,52,2014
Oskarshamn,Oscarsgymnasiet C,44963095,Kommunal,Oskarshamn,49,7,19,23,76,..,37,2014
Oskarshamn,Oscarsgymnasiet D,18711877,Kommunal,Oskarshamn,104,35,32,37,50,33,14,2014
Oskarshamn,Oscarsgymnasiet E,48239840,Kommunal,Oskarshamn,67,15,30,22,66,..,63,2014
Ovanåker,Voxnadalens gymnasium,67071618,Kommunal,Ovanåker,308,120,94,94,43,9,32,2014
Partille,Partille gymnasium Nat.Prg.,61229217,Kommunal,Partille,360,99,103,158,29,44,44,2014
Partille,Partille gymnasium/IM,21862642,Kommunal,Partille,63,28,28,7,35,46,21,2014
Göteborg,Peabskolan Göteborg,88886610,Enskild,Peabskolan AB,112,38,42,32,..,21,28,2014
Malmö,Peabskolan Malmö,98541468,Enskild,Peabskolan AB,98,37,32,29,..,17,38,2014
Solna,Peabskolan Solna,70119254,Enskild,Peabskolan AB,88,28,32,28,..,36,32,2014
Upplands Väsby,Peabskolan Upplands Väsby,54882637,Enskild,Peabskolan AB,74,33,24,17,..,19,23,2014
Ängelholm,Peabskolan Ängelholm,23245229,Enskild,Peabskolan AB,63,21,16,26,..,22,35,2014
Perstorp,Artur Lundkvists utb.c/gymnutb,64857547,Kommunal,Perstorp,22,22,.,.,50,77,..,2014
Perstorp,Perstorp Gymnasium,58929357,Enskild,Perstorp AB,74,21,24,29,39,15,59,2014
Göteborg,L M Engströms gymnasium,71597051,Enskild,Peter Isaac Béens Utbildningsstiftelse,515,187,160,168,71,10,83,2014
Piteå,Strömbacka Frigg,70376604,Kommunal,Piteå,279,97,93,89,75,8,51,2014
Piteå,Strömbacka Hugin,59575030,Kommunal,Piteå,307,113,113,81,35,15,56,2014
Piteå,Strömbacka Magne,93503103,Kommunal,Piteå,178,70,60,48,19,9,25,2014
Piteå,Strömbacka Mjölner,41697930,Kommunal,Piteå,284,108,81,95,11,4,40,2014
Piteå,Strömbacka Munin,28025244,Kommunal,Piteå,260,86,79,95,70,5,55,2014
Falun,Plusgymnasiet Falun,87756916,Enskild,Plusgymnasiet AB,189,63,53,73,92,10,26,2014
Gävle,Plusgymnasiet Gävle,11111710,Enskild,Plusgymnasiet AB,82,43,39,.,91,20,23,2014
Göteborg,Plusgymnasiet i Göteborg,10638939,Enskild,Plusgymnasiet AB,401,128,110,163,63,40,38,2014
Jönköping,Plusgymnasiet i Jönköping,12279302,Enskild,Plusgymnasiet AB,293,145,88,60,73,33,27,2014
Kalmar,Plusgymnasiet Kalmar,37358234,Enskild,Plusgymnasiet AB,115,38,35,42,97,23,33,2014
Karlstad,Plusgymnasiet Karlstad,93947551,Enskild,Plusgymnasiet AB,130,46,40,44,89,11,30,2014
Kristianstad,Plusgymnasiet Kristianstad,67554405,Enskild,Plusgymnasiet AB,393,141,140,112,74,25,30,2014
Malmö,Plusgymnasiet Malmö,31155312,Enskild,Plusgymnasiet AB,254,72,97,85,72,63,35,2014
Norrköping,Plusgymnasiet i Norrköping,28023078,Enskild,Plusgymnasiet AB,287,103,75,109,83,32,29,2014
Skövde,Plusgymnasiet i Skövde,26508763,Enskild,Plusgymnasiet AB,156,62,45,49,90,22,28,2014
Stockholm,Plusgymnasiet Stockholm,85516596,Enskild,Plusgymnasiet AB,341,141,100,100,81,41,31,2014
Sundsvall,Plusgymnasiet Sundsvall,36769815,Enskild,Plusgymnasiet AB,127,41,54,32,89,19,32,2014
Uddevalla,Plusgymnasiet i Uddevalla,50424828,Enskild,Plusgymnasiet AB,423,132,151,140,67,14,37,2014
Varberg,Plusgymnasiet Varberg,75992344,Enskild,Plusgymnasiet AB,65,29,17,19,91,15,26,2014
Örebro,Plusgymnasiet i Örebro,64648566,Enskild,Plusgymnasiet AB,283,80,94,109,84,24,28,2014
Malmö,Snitz Gymnasium Malmö,25160697,Enskild,PPS Power Planning System AB,8,1,6,1,..,..,..,2014
Stockholm,Snitz Gymnasium,95154882,Enskild,PPS Power Planning System AB,131,48,33,50,24,13,64,2014
Borås,Praktiska Borås,25624692,Enskild,Praktiska Sverige AB,112,39,39,34,13,37,17,2014
Falun,Praktiska Falun,59734510,Enskild,Praktiska Sverige AB,93,43,29,21,55,13,16,2014
Gnesta,Praktiska Gnesta,51399190,Enskild,Praktiska Sverige AB,74,9,19,46,38,20,19,2014
Gävle,Praktiska Gävle,93062368,Enskild,Praktiska Sverige AB,77,22,27,28,48,26,13,2014
Göteborg,Praktiska Göteborg,88556189,Enskild,Praktiska Sverige AB,201,101,51,49,25,39,25,2014
Halmstad,Praktiska Halmstad,87764775,Enskild,Praktiska Sverige AB,166,61,53,52,55,43,21,2014
Helsingborg,Praktiska Helsingborg,69241230,Enskild,Praktiska Sverige AB,114,44,38,32,22,36,21,2014
Jönköping,Praktiska Jönköping,17849518,Enskild,Praktiska Sverige AB,111,45,41,25,25,21,23,2014
Kalmar,Praktiska Kalmar,31657916,Enskild,Praktiska Sverige AB,82,32,17,33,21,22,29,2014
Karlskrona,Praktiska Karlskrona,40829056,Enskild,Praktiska Sverige AB,67,21,29,17,43,..,21,2014
Karlstad,Praktiska Karlstad,38645259,Enskild,Praktiska Sverige AB,163,71,43,49,44,9,37,2014
Kristianstad,Praktiska Kristianstad,86473502,Enskild,Praktiska Sverige AB,85,24,30,31,64,27,24,2014
Kungsbacka,Praktiska Kungsbacka,23457902,Enskild,Praktiska Sverige AB,76,23,19,34,32,..,20,2014
Linköping,Praktiska Linköping,81551726,Enskild,Praktiska Sverige AB,133,41,48,44,23,11,26,2014
Luleå,Praktiska Luleå,26167236,Enskild,Praktiska Sverige AB,187,79,59,49,52,11,33,2014
Malmö,Praktiska Malmö City,25648215,Enskild,Praktiska Sverige AB,238,86,77,75,48,70,21,2014
Malmö,Praktiska Malmö Limhamn,61823258,Enskild,Praktiska Sverige AB,127,42,43,42,39,49,24,2014
Nacka,Praktiska Nacka,72891848,Enskild,Praktiska Sverige AB,178,69,54,55,44,40,25,2014
Nykvarn,Praktiska Nykvarn,53180719,Enskild,Praktiska Sverige AB,199,64,61,74,36,26,17,2014
Sigtuna,Praktiska Märsta,24982097,Enskild,Praktiska Sverige AB,110,35,31,44,33,43,13,2014
Skellefteå,Praktiska Skellefteå,87303004,Enskild,Praktiska Sverige AB,109,47,36,26,31,31,14,2014
Skövde,Praktiska Skövde,14504503,Enskild,Praktiska Sverige AB,87,44,18,25,54,11,23,2014
Stockholm,Praktiska Stockholm,85679487,Enskild,Praktiska Sverige AB,292,108,88,96,26,29,24,2014
Sundsvall,Praktiska Sundsvall,16931486,Enskild,Praktiska Sverige AB,138,47,35,56,44,..,18,2014
Sunne,Praktiska Sunne,64948738,Enskild,Praktiska Sverige AB,35,5,14,16,40,..,..,2014
Södertälje,Praktiska Södertälje,29159460,Enskild,Praktiska Sverige AB,191,71,67,53,58,41,24,2014
Trollhättan,Praktiska Trollhättan,71969230,Enskild,Praktiska Sverige AB,98,34,32,32,64,39,22,2014
Täby,Praktiska Täby,76942525,Enskild,Praktiska Sverige AB,93,33,15,45,40,25,38,2014
Uddevalla,Praktiska Uddevalla,38904403,Enskild,Praktiska Sverige AB,50,4,17,29,54,24,26,2014
Uppsala,Praktiska Uppsala,69865450,Enskild,Praktiska Sverige AB,173,72,61,40,24,17,25,2014
Västerås,Praktiska Västerås,96194948,Enskild,Praktiska Sverige AB,116,45,33,38,68,15,36,2014
Växjö,Praktiska Växjö,39341381,Enskild,Praktiska Sverige AB,104,37,36,31,22,73,13,2014
Ystad,Praktiska Ystad,90290154,Enskild,Praktiska Sverige AB,103,47,34,22,33,15,27,2014
Örebro,Praktiska Örebro,18691102,Enskild,Praktiska Sverige AB,183,71,55,57,19,23,22,2014
Örnsköldsvik,Praktiska Örnsköldsvik,85188855,Enskild,Praktiska Sverige AB,111,39,37,35,59,..,25,2014
Helsingborg,"ProCivitas Privata Gymnasium, Helsingborg",60730660,Enskild,ProCivitas Privata Gymnasium AB,495,177,173,145,68,13,77,2014
Malmö,"ProCivitas Privata Gymnasium, Malmö",84424083,Enskild,ProCivitas Privata Gymnasium AB,593,207,175,211,59,12,72,2014
Växjö,ProCivitas Privata Gymnasium. Växjö,61176909,Enskild,ProCivitas Privata Gymnasium AB,364,132,117,115,50,14,67,2014
Solna,Psykologigymnasiet,31151740,Enskild,Psykologigymnasiet Sverige AB,107,37,28,42,79,37,51,2014
Stockholm,REFIS Rörentr. friskola Sthlm,79829846,Enskild,REFIS Rörentreprenörernas friskola i Stockholm AB,137,46,49,42,..,15,34,2014
Hallstahammar,Ridsportsgymnasiet,50696507,Enskild,Ridskolan Strömsholms Rs AB,84,28,27,29,98,..,62,2014
Robertsfors,Lärcentrum,34838015,Kommunal,Robertsfors,17,6,3,8,..,59,..,2014
Ronneby,Gymnasieskolan Knut Hahn 1,40338843,Kommunal,Ronneby,275,95,75,105,66,19,50,2014
Ronneby,Gymnasieskolan Knut Hahn 2,77440824,Kommunal,Ronneby,181,55,63,63,19,6,48,2014
Ronneby,Gymnasieskolan Knut Hahn 3,13883567,Kommunal,Ronneby,126,56,41,29,33,57,12,2014
Ronneby,Gymnasieskolan Knut Hahn 4,71069359,Kommunal,Ronneby,16,16,.,.,..,..,..,2014
Ronneby,Naturbruksgymnasiet i Blekinge,86896907,Kommunal,Ronneby,110,50,35,25,65,..,35,2014
Ronneby,Sjöarpsskolan gy,56336528,Kommunal,Ronneby,8,4,3,1,..,..,..,2014
Norrtälje,Carl Wahrens Gymnasium,13963517,Enskild,Roslagen Education AB,145,56,47,42,43,17,17,2014
Ljungby,RyssbyGymnasiet,32705515,Enskild,RyssbyGymnasiet AB,196,56,57,83,26,8,39,2014
Göteborg,Rytmus Göteborg,69739484,Enskild,Rytmus AB,238,77,82,79,56,11,56,2014
Malmö,Rytmus Malmö,49231191,Enskild,Rytmus AB,125,36,43,46,50,20,58,2014
Nacka,Rytmus Stockholm,46611859,Enskild,Rytmus AB,589,203,189,197,48,6,70,2014
Norrköping,Rytmus Norrköping,61490754,Enskild,Rytmus AB,55,15,17,23,56,..,56,2014
Örebro,Rytmus Örebro,67908927,Enskild,Rytmus AB,110,22,43,45,55,..,56,2014
Rättvik,Stiernhööksgymnasiet,14292382,Kommunal,Rättvik,230,71,96,63,33,9,42,2014
Rättvik,Stiernhööksgymnasiet Naturbruk,62349617,Kommunal,Rättvik,179,64,61,54,79,..,38,2014
Sala,Kungsängsgymnasiet,87859089,Kommunal,Sala,366,165,103,98,40,26,38,2014
Sala,Västmanland naturbruksgy. Ösby,54764253,Kommunal,Sala,184,68,54,62,38,..,28,2014
Salem,Rönninge gymnasium,98908403,Kommunal,Salem,621,296,156,169,49,38,50,2014
Ånge,AWPE-gymnasiet,96574602,Enskild,salvare education AB,67,.,38,29,37,..,61,2014
Sandviken,Göranssonska skolan,41119610,Enskild,Sandvik Utbildningsaktiebolag,191,66,66,59,34,14,59,2014
Sandviken,Bessemerskolan,16493131,Kommunal,Sandviken,1 037,390,350,297,42,23,34,2014
Sigtuna,Arlandagymnasiet 1,83272868,Kommunal,Sigtuna,254,87,84,83,50,43,46,2014
Sigtuna,Arlandagymnasiet 2,11526364,Kommunal,Sigtuna,121,40,39,42,40,55,26,2014
Sigtuna,Arlandagymnasiet 3,48304166,Kommunal,Sigtuna,113,36,41,36,42,17,36,2014
Sigtuna,Arlandagymnasiet 4,66912789,Kommunal,Sigtuna,279,94,74,111,41,29,51,2014
Sigtuna,Arlandagymnasiet 5,66494337,Kommunal,Sigtuna,119,42,77,.,35,76,20,2014
Sigtuna,Arlandagymnasiet 6,43318533,Kommunal,Sigtuna,44,10,13,21,43,32,39,2014
Sigtuna,"Sigtunaskolan hum. läroverket, gy",45552626,Enskild,Sigtuna Skolstiftelse,267,105,78,84,48,19,55,2014
Simrishamn,Nova Academy,16748680,Kommunal,Simrishamn,53,53,.,.,64,..,53,2014
Simrishamn,Österlengymnasiet,68597767,Kommunal,Simrishamn,122,48,42,32,37,26,19,2014
Sjöbo,Malenagymnasiet,27964873,Kommunal,Sjöbo,159,71,50,38,19,6,26,2014
Stockholm,Sjömansskolan,20061769,Enskild,Sjömansskolan Stockholm AB,62,23,22,17,..,..,53,2014
Växjö,Skanskagymnasiet,43479922,Enskild,Skanskaskolan i Växjö AB,95,30,35,30,22,15,65,2014
Skara,Katedralskolan Skara Ro A,77986149,Kommunal,Skara,112,38,36,38,71,21,71,2014
Skara,Katedralskolan Skara Ro B,30706655,Kommunal,Skara,243,121,50,72,26,29,19,2014
Skara,Katedralskolan Skara Ro C,65674821,Kommunal,Skara,187,61,70,56,71,10,54,2014
Skara,Katedralskolan Skara Ro D,92332557,Kommunal,Skara,225,62,81,82,57,13,56,2014
Skara,Katedralskolan Skara Ro E,25535510,Kommunal,Skara,58,20,13,25,78,26,24,2014
Skellefteå,Anderstorpsskolan,78690637,Kommunal,Skellefteå,950,395,345,210,60,9,53,2014
Skellefteå,Balderskolan,38048202,Kommunal,Skellefteå,1 004,451,264,289,45,22,48,2014
Skellefteå,Kaplanskolan,48047070,Kommunal,Skellefteå,437,104,104,229,24,6,48,2014
Skellefteå,Naturbruksgymnasiet i Burträsk,86319615,Kommunal,Skellefteå,59,14,20,25,27,..,31,2014
Göteborg,SKF Tekniska Gymnasium,58502307,Enskild,Skf Sverige AB,73,32,15,26,14,37,55,2014
Skurup,Nils Holgerssongy i Skurup,22446331,Kommunal,Skurup,204,74,61,69,25,..,19,2014
Skövde,Kavelbro enhet 11,42911621,Kommunal,Skövde,358,143,101,114,27,7,39,2014
Skövde,Kavelbro enhet 12,40575001,Kommunal,Skövde,205,56,84,65,40,7,32,2014
Skövde,Kavelbro enhet 16,43998440,Kommunal,Skövde,178,84,67,27,37,49,17,2014
Skövde,Västerhöjd enhet 1,65320354,Kommunal,Skövde,338,128,98,112,47,24,72,2014
Skövde,Västerhöjd enhet 13,16198647,Kommunal,Skövde,157,16,74,67,64,22,35,2014
Skövde,Västerhöjd enhet 2,77544055,Kommunal,Skövde,330,141,89,100,61,17,48,2014
Skövde,Västerhöjd enhet 3,49112879,Kommunal,Skövde,175,59,58,58,74,7,59,2014
Skövde,Västerhöjd enhet 4,30279258,Kommunal,Skövde,321,118,95,108,69,11,60,2014
Stockholm,Gymnasieskolan Futurum,56942970,Enskild,Sociala Missionen,37,15,10,12,51,54,27,2014
Stockholm,Sofiaängens skola gy,25074310,Enskild,Sofiaängen AB,13,10,2,1,85,.,..,2014
Sollefteå,Sollefteå gymnasium,90550365,Kommunal,Sollefteå,606,188,190,228,41,20,41,2014
Sollentuna,Rudbecksskolan,61394069,Kommunal,Sollentuna,1 905,664,643,598,47,31,68,2014
Solna,Solna Gymnasium,79346084,Kommunal,Solna,685,262,199,224,43,45,53,2014
Sorsele,Sorsele gymnasieskola,98927766,Kommunal,Sorsele,38,37,1,.,..,92,..,2014
Södertälje,S:ta Ragnhildgymnasiet,32057701,Enskild,S:ta Ragnhildgymnasiet AB,207,62,73,72,58,39,68,2014
Staffanstorp,Gymnasieutb. i Staffanstorp,43827700,Kommunal,Staffanstorp,28,28,.,.,39,36,..,2014
Helsingborg,Helsingborgs Sportgymnasium,75458014,Enskild,Stefan Krisping,91,32,34,25,29,27,46,2014
Botkyrka,Gullviva gymnasiet,53400472,Enskild,STEG För Framtiden AB,56,25,30,1,46,91,32,2014
Stenungsund,Nösnäsgymnasiet 1,42060237,Kommunal,Stenungsund,275,163,62,50,48,22,33,2014
Stenungsund,Nösnäsgymnasiet 2,89816391,Kommunal,Stenungsund,160,53,52,55,21,11,41,2014
Stenungsund,Nösnäsgymnasiet 3,14448619,Kommunal,Stenungsund,342,114,109,119,21,9,56,2014
Stenungsund,Nösnäsgymnasiet 4,12546590,Kommunal,Stenungsund,275,97,93,85,70,8,50,2014
Båstad,Apelrydsskolan i Båstad,32879845,Enskild,Stiftelsen Apelryd International,41,16,6,19,68,..,59,2014
Båstad,Apelrydsskolan,33685428,Enskild,Stiftelsen Apelrydsskolan,111,46,28,37,69,..,54,2014
Stockholm,"Ellen Key skolan, gy",50883579,Enskild,Stiftelsen Ellen Keyskolan,3,.,.,3,..,.,..,2014
Stockholm,Franska Skolan/Ecole francaise Gymnasium,41938272,Enskild,Stiftelsen Franska Skolan,289,96,100,93,66,20,84,2014
Göteborg,Göteborgs Högre Samskola gy.,88774402,Enskild,Stiftelsen Göteborgs Högre Samskola,534,179,176,179,59,11,86,2014
Göteborg,Ingrid Segerstedts gymnasium,48847282,Enskild,Stiftelsen Ingrid Segerstedts Gymnasium,291,94,96,101,65,11,75,2014
Kalmar,Dag Hammarskjöld Gymnasiet,36539945,Enskild,Stiftelsen Kalmar Waldorfskola,33,9,18,6,70,30,36,2014
Stockholm,Stiftelsen KFUM Söder Fryshuset ,24759907,Enskild,Stiftelsen Kfum Söder Fryshuset,726,344,196,186,48,34,53,2014
Stockholm,"Stiftelsen KFUM Söder Fryshuset, Fryshusets Handelsgymnasium",39129499,Enskild,Stiftelsen Kfum Söder Fryshuset,166,71,41,54,51,39,33,2014
Stockholm,"Kristofferskolan, gy",53760158,Enskild,Stiftelsen Kristofferskolan,158,43,57,58,49,14,82,2014
Karlstad,Folkuniversitetets gymnasium i Karlstad,68920727,Enskild,Stiftelsen Kursverksamheten Vid Göteborgs Universitet,124,36,46,42,90,15,55,2014
Trollhättan,Folkuniversitetets gymnasium i Trollhättan,28081446,Enskild,Stiftelsen Kursverksamheten Vid Göteborgs Universitet,252,81,93,78,73,15,54,2014
Helsingborg,Johannes Hedberggymnasiet,20228162,Enskild,Stiftelsen Kursverksamheten Vid Lunds Universitet,289,98,96,95,69,19,76,2014
Lund,Carl Adolph Agardhgymnasiet,46840166,Enskild,Stiftelsen Kursverksamheten Vid Lunds Universitet,122,33,40,49,58,17,70,2014
Malmö,Einar Hansengymnasiet,12926770,Enskild,Stiftelsen Kursverksamheten Vid Lunds Universitet,112,41,49,22,54,73,58,2014
Stockholm,Kungstensgymnasiet,75075402,Enskild,Stiftelsen Kursverksamheten Vid Sthlms Universitetet,302,103,94,105,75,14,70,2014
Uppsala,Internationella Gymnasiet,32995170,Enskild,Stiftelsen Kursverksamheten vid U-A Universitet,162,57,51,54,80,38,60,2014
Uppsala,Livets Ords Kristna Gymnasium,74560191,Enskild,"Stiftelsen Livets Ord, Bibelcenter O Förlag",106,34,34,38,41,23,58,2014
Storfors,Lundsbergs gymnasieskola,30167976,Enskild,Stiftelsen Lundsbergs Skola,131,38,33,60,45,8,78,2014
Södertälje,Novalisgymnasiet,68485877,Enskild,Stiftelsen Novalis,29,10,9,10,..,..,38,2014
Eskilstuna,Grillska Gymnasiet Eskilstuna,23555409,Enskild,Stiftelsen Stadsmissionens skola,407,100,123,184,53,16,49,2014
Stockholm,Grillska Gymnasiet Liljeholmen,61185500,Enskild,Stiftelsen Stadsmissionens skola,209,72,65,72,72,69,33,2014
Stockholm,Grillska Gymnasiet Marievik,33132452,Enskild,Stiftelsen Stadsmissionens skola,452,141,102,209,50,35,37,2014
Sundbyberg,Grillska Gymnasiet Sundbyberg,21627442,Enskild,Stiftelsen Stadsmissionens skola,103,34,45,24,67,11,37,2014
Uppsala,Grillska Gymnasiet Uppsala,36480690,Enskild,Stiftelsen Stadsmissionens skola,226,86,61,79,46,16,44,2014
Västerås,Grillska Gymnasiet Västerås,10433896,Enskild,Stiftelsen Stadsmissionens skola,380,122,132,126,43,7,63,2014
Örebro,Grillska Gymnasiet Örebro,49739986,Enskild,Stiftelsen Stadsmissionens skola,294,86,78,130,40,24,47,2014
Umeå,"Umeå Waldorfskola, gy",49136871,Enskild,Stiftelsen Umeå Waldorfskola R Karlsson Mfl,24,9,4,11,50,.,88,2014
Danderyd,Viktor Rydberg gy. Djursholm,45164827,Enskild,Stiftelsen Viktor Rydbergs Skola,512,147,178,187,61,15,91,2014
Stockholm,Viktor Rydberg gy. Jarlaplan,64388538,Enskild,Stiftelsen Viktor Rydbergs Skola,490,175,174,141,81,5,88,2014
Stockholm,Viktor Rydberg gy. Odenplan,52153758,Enskild,Stiftelsen Viktor Rydbergs Skola,409,150,138,121,64,19,84,2014
Linköping,Björkö Fria Gymnasium,84476205,Enskild,Stiftelsen Waldorfpedagogik i Vreta Kloster,150,74,41,35,68,21,49,2014
Lidingö,Stillerska filmgymnasiet,38732602,Enskild,Stillerska AB,42,15,13,14,45,..,71,2014
Stockholm,Bernadottegymnasiet 77176811,77176811,Kommunal,Stockholm,301,117,93,91,36,26,52,2014
