skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_foraldr_utb_tcv95,skolverket_and_utl_bakgr_tcv95,skolverket_andel_pojkar_tcv95,skolverket_ver_and_uppn_malen_tcv95,skolverket_ber_and_uppn_malen_tcv95,skolverket_sal_and_uppn_malen_tcv95,skolverket_ver_meritvarde_tcv95,skolverket_ber_meritvarde_tcv95,skolverket_sal_meritvarde_tcv95,year
Malmö,Pilbäckskolan,Kommunal,Malmö,85007077,"2,44",7,56,83,81,2,251,236,15,2017
Malmö,Runstyckets skola,Enskild,Runstyckets Förskola Aktiebolag,57386343,"2,2",0,41,82,79,3,238,235,2,2017
Malmö,Rönnenskolan,Kommunal,Malmö,93599910,"2,35",3,51,81,82,-1,250,238,12,2017
Malmö,"Rörsjöskolan 2, Zenith",Kommunal,Malmö,83861471,"1,96",12,42,46,62,-16,197,203,-6,2017
Malmö,Slottsstadens skola,Kommunal,Malmö,92862757,"2,31",7,53,73,77,-4,229,228,1,2017
Malmö,Sofielundsskolan,Kommunal,Malmö,65836771,"1,73",15,38,35,53,-18,142,186,-45,2017
Malmö,Sorgenfriskolan,Kommunal,Malmö,67130748,"2,08",7,73,51,70,-19,189,207,-17,2017
Malmö,Stenkulaskolan,Kommunal,Malmö,85082785,"1,7",8,42,44,57,-13,196,191,5,2017
Malmö,Strandskolan,Kommunal,Malmö,61199979,"2,5",10,53,90,81,9,277,237,39,2017
Malmö,Sveaskolan,Enskild,Sveaskolan AB,54725950,"2,63",1,46,99,92,7,277,260,17,2017
Malmö,Söderkullaskolan,Kommunal,Malmö,66656783,"2,25",6,40,71,76,-5,247,231,16,2017
Malmö,Videdals privatskolor,Enskild,Aktiebolaget Videdals Privatskolor,31996111,"2,33",0,47,100,83,17,292,242,50,2017
Malmö,Videdals Privatskolor 2,Enskild,Aktiebolaget Videdals Privatskolor,83404058,"2,43",0,60,93,86,7,256,243,13,2017
Malmö,Videdalsskolan,Kommunal,Malmö,37324136,"2,27",15,42,63,70,-8,206,220,-15,2017
Malmö,Vittra Västra hamnen,Enskild,Vittraskolorna AB,13495830,"2,1",0,52,86,76,10,267,224,43,2017
Malmö,Västra Hamnens skola,Kommunal,Malmö,28640213,"2,55",11,56,82,82,0,243,239,3,2017
Malmö,Ängsdals skola,Enskild,Ängsdals skolor AB,34314029,"2,68",0,63,93,94,-1,256,259,-2,2017
Malmö,Östra Skolan,Enskild,Östra Skolan AB,40470449,"2,2",2,50,74,77,-3,221,229,-8,2017
Malung-Sälen,Centralskolan,Kommunal,Malung-Sälen,83084730,"2,08",6,61,87,71,16,233,212,21,2017
Malung-Sälen,Ungärde skola,Kommunal,Malung-Sälen,17208837,"2,2",4,50,93,76,16,232,227,5,2017
Malå,Nilaskolan 7-9,Kommunal,Malå,28454424,"2,06",10,49,64,67,-3,195,210,-15,2017
Mariestad,Ekhamraskolan,Enskild,Friskolan i Mariestad AB,29289355,"2,42",0,53,89,86,3,243,245,-2,2017
Mariestad,Högelidsskolan 7-9,Kommunal,Mariestad,62694008,"2,23",12,59,70,71,-2,209,216,-7,2017
Mariestad,Tunaholmsskolan,Kommunal,Mariestad,48016437,"2,13",17,50,67,64,3,207,206,1,2017
Mark,Lyckeskolan,Kommunal,Mark,10428442,"2,17",1,59,79,77,2,217,225,-8,2017
Mark,Sätilaskolan,Kommunal,Mark,90586918,"2,23",7,72,67,74,-8,192,216,-24,2017
Mark,Ängskolan,Kommunal,Mark,13666864,"2,14",17,54,63,65,-2,207,205,2,2017
Mark,Örbyskolan,Kommunal,Mark,53091837,"2,22",20,64,72,64,8,207,202,5,2017
Markaryd,Markaryds skola 7-9,Kommunal,Markaryd,88784456,"1,99",17,55,69,60,10,208,194,14,2017
Markaryd,Strömsnässkolan,Kommunal,Markaryd,59001324,"2,12",13,52,63,67,-5,205,210,-5,2017
Mellerud,Rådaskolan,Kommunal,Mellerud,53764779,"2,09",11,55,64,67,-3,208,209,-1,2017
Mjölby,Blåklintskolan,Kommunal,Mjölby,27259736,"2,11",10,50,60,68,-8,201,213,-12,2017
Mjölby,Lagmansskolan Beta MH,Kommunal,Mjölby,10609045,"2,26",6,50,76,76,-1,225,228,-3,2017
Mjölby,Trojenborgsskolan MH,Kommunal,Mjölby,37310404,"2,1",2,45,64,74,-10,193,224,-31,2017
Mjölby,Vifolkaskolan 7-9,Kommunal,Mjölby,16727370,"2,23",0,61,81,80,2,219,230,-10,2017
Mora,Morkarlbyhöjdens skola 7-9,Kommunal,Mora,95649680,"2,29",11,56,60,73,-13,187,221,-34,2017
Mora,Noretsskolan 7-9,Kommunal,Mora,68663553,"2,41",2,57,86,84,3,227,240,-13,2017
Motala,Fria InterMilia skolan,Enskild,Fria Intermilia Skolan,11700203,"2,13",0,50,88,77,12,217,227,-10,2017
Motala,Hällaskolan,Kommunal,Motala,87963970,"2,25",20,68,64,65,-2,187,203,-16,2017
Motala,Karin Boye-skolan,Enskild,AcadeMedia fria grundskolor AB,11664326,"2,39",4,31,80,83,-3,226,247,-21,2017
Motala,Mariebergsskolan,Kommunal,Motala,87531665,"2,08",2,47,77,74,3,220,223,-3,2017
Motala,Skolgårda skola 7-9,Kommunal,Motala,82224915,"2,3",4,47,83,79,4,239,235,4,2017
Motala,Södra skolan 7-9,Kommunal,Motala,69769596,"1,94",2,56,51,69,-18,198,209,-11,2017
Motala,Zederslundsskolan,Kommunal,Motala,98031467,"2,11",8,54,72,70,2,218,214,4,2017
Mullsjö,Trollehöjdskolan,Kommunal,Mullsjö,28156767,"2,14",7,54,83,72,11,212,218,-5,2017
Munkedal,Kungsmarksskolan,Kommunal,Munkedal,44650086,"2,21",16,61,59,68,-9,187,209,-22,2017
Munkfors,Forsnässkolan 4-9,Kommunal,Munkfors,73206377,"2,05",18,53,65,61,4,204,199,5,2017
Mölndal,Almåsskolan,Kommunal,Mölndal,40577779,"2,35",0,53,85,84,1,248,241,8,2017
Mölndal,Fässbergsskolan,Kommunal,Mölndal,72066259,"2,14",12,60,67,68,-1,204,209,-5,2017
Mölndal,Hallenskolan,Kommunal,Mölndal,32309720,"2,38",11,50,71,77,-5,237,230,7,2017
Mölndal,Kvarnbyskolan,Kommunal,Mölndal,67822057,"2,64",2,50,89,91,-2,247,258,-12,2017
Mölndal,Montessoriskolan Kvarnhjulet,Enskild,"Montessoriskolan Kvarnhjulet, ekonomisk förening",64490264,"2,62",0,38,85,92,-8,255,264,-9,2017
Mölndal,Sinntorpsskolan 4-9,Kommunal,Mölndal,90949251,"2,37",0,57,83,84,-1,241,240,0,2017
Mölndal,Skånhällaskolan 7-9,Kommunal,Mölndal,91907164,"2,33",2,53,85,82,3,225,237,-11,2017
Mölndal,Streteredsskolan,Kommunal,Mölndal,54881559,"2,36",22,67,65,67,-2,202,208,-6,2017
Mölndal,Sörgårdsskolan,Kommunal,Mölndal,53442807,"2,42",1,51,86,85,1,249,244,5,2017
Mölndal,Växthuset,Enskild,AcadeMedia fria grundskolor AB,42908622,"2,45",0,55,85,87,-2,234,247,-13,2017
Mönsterås,Krungårdsskolan 7-9,Kommunal,Mönsterås,40299433,"2,07",16,61,57,63,-6,177,199,-22,2017
Mönsterås,Parkskolan,Kommunal,Mönsterås,84285512,"2,13",13,48,59,67,-8,209,211,-1,2017
Mörbylånga,Skansenskolan,Kommunal,Mörbylånga,36651204,"2,24",12,51,78,71,7,210,219,-9,2017
Mörbylånga,Ölands Friskola,Enskild,Friskolan Öland AB,28562125,"2,22",0,59,100,79,21,228,230,-2,2017
Nacka,Björknässkolan,Kommunal,Nacka,75834458,"2,41",2,57,76,84,-8,242,240,2,2017
Nacka,Eklidens skola,Kommunal,Nacka,47243834,"2,62",1,49,91,91,0,272,258,14,2017
Nacka,Engelska Skolan i Nacka,Enskild,Internationella Engelska Skolan i Sverige AB,74358019,"2,58",0,53,96,91,5,286,256,30,2017
Nacka,Johannes Petri skola,Enskild,Pysslingen Förskolor Och Skolor AB,32965692,"2,72",10,62,89,88,1,260,250,10,2017
Nacka,Kunskapsskolan Nacka,Enskild,Kunskapsskolan i Sverige Aktiebolag,87425546,"2,58",0,44,100,91,9,282,259,23,2017
Nacka,Kunskapsskolan Saltsjöbaden,Enskild,Kunskapsskolan i Sverige Aktiebolag,11496096,"2,76",0,56,95,97,-1,295,267,28,2017
Nacka,Montessoriskolan Castello,Enskild,Pysslingen Förskolor Och Skolor AB,34135484,"2,54",16,56,78,78,0,242,232,9,2017
Nacka,Myrsjöskolan,Kommunal,Nacka,84884375,"2,53",2,55,95,88,6,273,250,23,2017
Nacka,Saltsjöbadens samskola,Kommunal,Nacka,11777750,"2,64",8,51,95,87,8,274,251,23,2017
Nacka,Skuru skola,Kommunal,Nacka,85321366,"2,65",1,47,94,92,1,268,261,7,2017
Nacka,Stavsborgsskolan,Kommunal,Nacka,14040970,"2,46",6,38,85,83,3,249,246,4,2017
Nora,Karlsängsskolan,Kommunal,Nora,40684137,"2,2",10,50,67,72,-5,200,220,-20,2017
Nordanstig,Bergsjö Centralskola år 7-9,Kommunal,Nordanstig,95045408,"1,9",19,61,44,55,-11,159,183,-24,2017
Nordmaling,Artediskolan åk 6-9,Kommunal,Nordmaling,58185455,"2,12",8,59,74,70,3,211,213,-2,2017
Norrköping,Borgsmoskolan 1,Kommunal,Norrköping,26387738,"2,07",12,58,59,66,-7,196,205,-9,2017
Norrköping,Djäkneparksskolan 1,Kommunal,Norrköping,59526276,"2,02",22,45,61,57,4,208,193,14,2017
Norrköping,Ektorpsskolan 2,Kommunal,Norrköping,37133485,"2,01",12,48,60,64,-4,203,205,-2,2017
Norrköping,Enebyskolan 1,Kommunal,Norrköping,24625357,"2,31",2,67,78,81,-3,234,230,4,2017
Norrköping,Enebyskolan 2,Kommunal,Norrköping,35609364,"2,26",2,47,75,80,-5,230,235,-5,2017
Norrköping,Erlaskolan Norrköping Södra,Enskild,Lärande i Sverige AB,72526185,"2,13",3,64,67,75,-8,215,219,-3,2017
Norrköping,Erlaskolan Norrköping Östra,Enskild,Lärande i Sverige AB,90838156,"2,42",0,49,74,86,-13,227,247,-20,2017
Norrköping,Hagaskolan 1,Kommunal,Norrköping,17315625,"2,19",19,42,60,64,-4,205,209,-5,2017
Norrköping,Hultdalsskolan,Kommunal,Norrköping,40393888,"2,38",7,52,74,80,-5,215,234,-19,2017
Norrköping,Jönsbergska Idrottsskolan,Enskild,Jönsbergska Idrottsskolan Norrköping AB,61454000,"2,41",0,62,98,86,13,256,242,15,2017
Norrköping,Klingsborgsskolan,Kommunal,Norrköping,24979620,"1,7",27,56,32,43,-11,168,162,6,2017
Norrköping,Kunskapsskolan Norrköping,Enskild,Kunskapsskolan i Sverige Aktiebolag,77437748,"2,6",0,47,97,92,6,278,260,19,2017
Norrköping,Mosstorpskolan 2,Kommunal,Norrköping,67224193,"2,03",5,60,67,70,-3,201,210,-9,2017
Norrköping,Navestadsskolan 2,Kommunal,Norrköping,67887385,2,24,66,55,55,0,177,183,-5,2017
Norrköping,"Prolympia, Norrköping",Enskild,Prolympia AB,16013826,"2,25",0,70,68,80,-12,205,227,-22,2017
Norrköping,"Rudolf Steinerskolan, gr",Enskild,Rudolf Steinerskolan,33530590,"2,61",4,42,92,89,3,234,257,-23,2017
Norrköping,Råsslaskolan 1,Kommunal,Norrköping,80621158,"2,31",0,56,86,82,3,236,237,-1,2017
Norrköping,Vikbolandsskolan 1,Kommunal,Norrköping,86323840,"2,2",16,59,65,67,-2,194,208,-14,2017
Norrköping,Vittra Röda stan,Enskild,Vittraskolorna AB,38936292,"2,23",3,72,88,77,10,230,222,9,2017
Norrtälje,Bålbro skola,Kommunal,Norrtälje,45874608,"2,01",19,56,72,59,13,221,193,28,2017
Norrtälje,"Ekebyholmsskolan, gr",Enskild,Ekebyholmsskolan Aktiebolag,98239828,"2,24",0,41,88,80,8,257,237,19,2017
Norrtälje,Freinetskolan Hugin,Enskild,Freinetskolan Hugin Ekonomisk förening,89692072,"2,42",0,44,92,86,6,250,249,1,2017
Norrtälje,Freinetskolan Mimer,Enskild,Freinetskolan Mimer ekonomisk förening,45133950,"2,35",0,63,96,84,12,266,237,29,2017
Norrtälje,Hallsta skola,Kommunal,Norrtälje,24146389,"2,08",16,50,70,63,7,223,203,20,2017
Norrtälje,Länna skola,Kommunal,Norrtälje,72471883,"2,09",14,60,66,65,1,194,203,-9,2017
Norrtälje,Montessoriskolan - Gustafslund,Enskild,Montessori i Norrtälje AB,26281697,"2,2",6,31,69,75,-6,244,231,13,2017
Norrtälje,Norrsundsskolan,Kommunal,Norrtälje,39351914,"2,02",15,54,69,62,7,223,199,24,2017
Norrtälje,Roslagsskolan,Kommunal,Norrtälje,31851256,"2,22",9,55,74,73,1,223,220,3,2017
Norrtälje,Rådmansö skola,Kommunal,Norrtälje,50905672,"2,25",0,50,83,81,3,229,235,-6,2017
Norrtälje,Svanbergaskolan,Kommunal,Norrtälje,59975651,"2,2",4,61,78,76,2,220,222,-2,2017
Norsjö,Norsjöskolan F-9,Kommunal,Norsjö,10421130,"1,99",26,51,58,53,6,194,184,10,2017
Nybro,Alsterbro skola,Kommunal,Nybro,62698200,"2,33",32,73,73,59,13,230,192,38,2017
Nybro,Madesjöskolan Ma02,Kommunal,Nybro,38198417,"2,24",7,47,70,75,-6,215,227,-12,2017
Nybro,Paradisskolan Pa02,Kommunal,Nybro,79650118,"2,05",25,60,60,56,4,198,187,11,2017
Nykvarn,Lillhagaskolan,Kommunal,Nykvarn,99640618,"2,24",3,52,90,78,12,241,229,12,2017
Nyköping,Kunskapsskolan Nyköping,Enskild,Kunskapsskolan i Sverige Aktiebolag,88046003,"2,46",0,36,91,87,3,249,254,-5,2017
Nyköping,Nyköpings Friskola,Enskild,Pysslingen Förskolor Och Skolor AB,20254025,"2,23",0,39,72,80,-8,229,238,-9,2017
Nyköping,Nyköpings högstadium,Kommunal,Nyköping,99757444,"2,2",12,55,65,70,-5,205,215,-10,2017
Nyköping,Vittra Kungshagen,Enskild,Vittraskolorna AB,50698424,"2,28",5,45,90,78,12,238,232,5,2017
Nynäshamn,Gröndalsskolan F-9,Kommunal,Nynäshamn,65717061,"2,15",11,53,66,69,-3,200,213,-13,2017
Nynäshamn,Sunnerbyskolan F-9,Kommunal,Nynäshamn,78703073,"2,02",1,54,81,72,8,219,217,3,2017
Nynäshamn,Vanstaskolan 4-9,Kommunal,Nynäshamn,73184416,"2,06",8,53,61,68,-7,202,211,-9,2017
Nynäshamn,Viaskolan 6-9,Kommunal,Nynäshamn,34814578,"2,18",9,50,86,72,14,233,220,13,2017
Nässjö,Brinells högstadium,Kommunal,Nässjö,27489659,"2,15",21,52,74,62,12,207,201,6,2017
Nässjö,Norråsaskolan,Kommunal,Nässjö,19118399,"2,16",8,55,59,72,-13,207,217,-10,2017
Nässjö,Parkskolan 7-9,Kommunal,Nässjö,97882848,"2,13",13,44,70,68,2,216,213,3,2017
Nässjö,Rosenholmsskolan 4-9,Kommunal,Nässjö,66394964,"2,25",4,67,74,77,-3,217,224,-7,2017
Ockelbo,Perslundaskolan,Kommunal,Ockelbo,40000547,"2,14",4,60,81,74,7,223,219,4,2017
Olofström,Högavångsskolan,Kommunal,Olofström,53603984,"2,19",7,51,78,74,4,214,222,-8,2017
Orsa,Orsaskolan,Kommunal,Orsa,19694910,"2,19",6,58,76,74,2,214,220,-6,2017
Orust,Henåns skola 7-9,Kommunal,Orust,76943513,"2,22",10,52,78,72,6,218,219,-1,2017
Orust,Ängås skola 7-9,Kommunal,Orust,34557677,"2,17",11,61,76,70,6,216,212,4,2017
Osby,Hasslarödsskolan F-9,Kommunal,Osby,85589009,"2,13",14,47,70,67,4,202,211,-9,2017
Osby,Parkskolan F-9,Kommunal,Osby,67946840,"2,14",17,50,62,65,-3,199,207,-8,2017
Osby,Örkenedskolan F-9,Kommunal,Osby,21002578,"2,19",12,53,76,70,6,224,215,9,2017
Oskarshamn,Kristinebergskolan 7-9,Kommunal,Oskarshamn,73392316,"2,16",4,49,84,75,9,225,225,1,2017
Oskarshamn,Rödsleskolan 7-9,Kommunal,Oskarshamn,40041600,"2,23",4,43,74,77,-4,219,232,-12,2017
Oskarshamn,Vallhallaskolan 7-9,Kommunal,Oskarshamn,46592871,"2,33",4,57,79,80,-1,222,233,-11,2017
Ovanåker,Alftaskolan 7-9,Kommunal,Ovanåker,92304123,2,17,54,74,60,14,218,196,22,2017
Ovanåker,Celsiusskolan 7-9,Kommunal,Ovanåker,43362307,"2,13",10,58,68,69,-2,216,211,5,2017
Oxelösund,Breviksskolan åk 6-9,Kommunal,Oxelösund,34893654,"2,04",19,41,79,60,19,216,201,16,2017
Pajala,Pajala Centralskola,Kommunal,Pajala,12443258,"2,11",17,68,60,63,-4,216,197,19,2017
Partille,Björndammens skola 4-9,Kommunal,Partille,98209377,"2,22",0,50,73,79,-6,216,233,-17,2017
Partille,Casa Montessori,Enskild,Montessoristiftelsen i Partille,68358072,"2,63",0,63,100,92,8,262,256,7,2017
Partille,Furulunds skola 6-9,Kommunal,Partille,89146220,"2,24",14,58,71,69,2,212,213,-1,2017
Partille,Lexby skola 6-9,Kommunal,Partille,51610240,"2,45",3,55,87,85,2,244,243,0,2017
Partille,Ugglums skola 6-9,Kommunal,Partille,78100490,"2,63",0,54,96,93,4,267,259,8,2017
Partille,Vallhamra skola 7-9,Kommunal,Partille,92848832,"2,45",2,57,82,85,-3,232,243,-11,2017
Partille,Öjersjö Brunn skola 4-9,Kommunal,Partille,49402521,"2,55",0,73,87,90,-2,264,247,18,2017
Piteå,Christinaskolan,Kommunal,Piteå,94591900,"2,46",0,47,85,87,-2,235,250,-15,2017
Piteå,Hortlax skola,Kommunal,Piteå,10185533,"2,38",3,58,91,83,8,231,238,-7,2017
Piteå,Pitholmsskolan 7-9,Kommunal,Piteå,18339846,"2,32",3,57,83,81,2,233,234,-1,2017
Piteå,Porsnässkolan,Kommunal,Piteå,18748381,"2,38",3,45,86,83,3,238,242,-4,2017
Piteå,Sjulnässkolan,Kommunal,Piteå,42296356,"2,28",6,54,81,77,4,218,228,-11,2017
Piteå,Solanderskolan,Kommunal,Piteå,69993304,"2,23",13,62,67,70,-3,198,213,-15,2017
Ragunda,Anders-Olofskolan,Kommunal,Ragunda,78545687,"1,92",29,58,56,49,7,171,174,-3,2017
Ragunda,Hansåkerskolan,Kommunal,Ragunda,22316816,"2,06",6,47,47,70,-23,176,216,-40,2017
Robertsfors,Tundalsskolan åk 7-9,Kommunal,Robertsfors,74131494,"2,17",10,65,70,71,-1,214,212,2,2017
Ronneby,Kallingeskolan 7-9,Kommunal,Ronneby,53155267,"2,1",24,59,54,58,-4,193,191,2,2017
Ronneby,Snäckebacksskolan,Kommunal,Ronneby,73745566,"2,23",13,53,76,71,5,218,217,1,2017
Ronneby,Thoren Framtid i Ronneby,Enskild,Thoren Framtid AB,38449858,"2,18",18,50,73,65,8,182,208,-26,2017
Rättvik,Furudals centralskola,Kommunal,Rättvik,30917018,"2,08",0,84,100,74,26,217,211,7,2017
Rättvik,Rättviksskolan,Kommunal,Rättvik,73451967,"2,22",9,54,82,73,9,213,220,-7,2017
Sala,Ekebyskolan,Kommunal,Sala,36193586,"1,99",10,50,74,65,10,223,205,18,2017
Sala,Vallaskolan 7-9,Kommunal,Sala,64954528,"2,23",11,51,65,72,-7,209,219,-10,2017
Salem,Nytorpsskolan,Kommunal,Salem,36262199,"2,48",0,54,88,88,0,258,249,9,2017
Salem,Rönninge skola,Kommunal,Salem,71677992,"2,44",0,54,90,87,4,259,246,12,2017
Salem,Skogsängsskolan,Kommunal,Salem,58385274,"2,22",4,46,85,77,8,238,230,8,2017
Salem,Säbyskolan,Kommunal,Salem,92406445,"2,07",13,60,89,65,24,227,202,24,2017
Salem,Söderby friskola,Enskild,Söderby Friskola Ekonomisk Förening,56858061,"2,28",0,63,89,81,8,232,232,0,2017
Sandviken,Björksätraskolan F-9,Kommunal,Sandviken,53803818,"2,08",12,51,65,67,-1,213,209,4,2017
Sandviken,Hedängskolan 7-9,Kommunal,Sandviken,23876630,"2,04",6,53,61,69,-9,197,212,-16,2017
Sandviken,Jernvallsskolan 4-9,Kommunal,Sandviken,30006957,"2,32",16,38,82,71,11,216,224,-8,2017
Sandviken,Murgårdsskolan,Kommunal,Sandviken,78907748,"1,97",24,59,42,54,-12,177,182,-6,2017
Sandviken,Sandvikens Montessoriskola,Enskild,Sandvikens Montessoriskolas Ekonomiska Förening,17233525,"2,38",0,63,83,84,-1,244,239,5,2017
Sandviken,Österfärnebo skola,Kommunal,Sandviken,73076578,"1,97",16,53,74,60,14,210,195,15,2017
Sigtuna,Ekillaskolan,Kommunal,Sigtuna,14261356,"2,18",17,39,65,66,-1,199,213,-15,2017
Sigtuna,"Josefinaskolan, grundskola",Enskild,Stiftelsen Josefinaskolan,55508705,"2,26",0,31,92,81,11,246,243,3,2017
Sigtuna,"Sigtunaskolan hum. läroverket, gr",Enskild,Sigtuna Skolstiftelse,70883860,"2,51",0,54,90,89,1,254,251,3,2017
Sigtuna,Skolan Bergius,Enskild,Sigtuna Friskola AB,35008423,"2,24",0,60,95,80,15,261,230,30,2017
Sigtuna,S:t Olofs skola,Kommunal,Sigtuna,13579948,"2,29",14,61,85,72,13,223,217,6,2017
Sigtuna,Valstaskolan 7-9,Kommunal,Sigtuna,61234191,"1,81",30,43,47,45,2,175,171,5,2017
Simrishamn,Korsavadsskolan,Kommunal,Simrishamn,66350640,"2,12",27,57,69,56,13,209,189,20,2017
Simrishamn,Nils Holgerssonskolan,Enskild,Föräldrakooperativet Nils Holgerssonskolan Ek Fö,24445412,"2,46",0,46,88,87,1,242,250,-9,2017
Simrishamn,Sophiaskolan,Enskild,"Stift Sophiaskolan, Österlens Waldorfskola",59958745,"2,43",17,50,67,74,-7,234,226,8,2017
Sjöbo,Emanuelskolan,Kommunal,Sjöbo,37998000,"2,17",5,54,74,74,-1,231,222,9,2017
Sjöbo,"Färsingaskolan, åk 5-9",Kommunal,Sjöbo,17176734,"2,1",12,64,74,67,7,211,205,6,2017
Sjöbo,Storkskolan,Kommunal,Sjöbo,55675413,2,8,46,77,67,10,216,210,6,2017
Skara,Friskolan Metis,Enskild,Lärocentrum i Skara Ekonomisk Förening,46013569,"2,44",0,34,86,87,-1,223,254,-31,2017
Skara,Skara 7-9,Kommunal,Skara,69191781,"2,15",11,50,65,69,-4,202,214,-12,2017
Skellefteå,Björkskolan,Enskild,Skellefteå Kristna Skolförening,65417636,"2,39",0,46,75,85,-10,196,246,-50,2017
Skellefteå,Björnåkersskolan 6-9,Kommunal,Skellefteå,61150314,"2,29",0,39,85,82,3,230,242,-12,2017
Skellefteå,Bolidenskolan 7-9,Kommunal,Skellefteå,69217837,"2,07",22,48,59,59,0,188,196,-8,2017
Skellefteå,Brännanskolan,Kommunal,Skellefteå,16211359,"2,52",4,49,87,86,1,231,249,-18,2017
Skellefteå,Bureskolan 6-9,Kommunal,Skellefteå,62125265,"2,12",2,55,75,75,0,230,222,8,2017
Skellefteå,Byskeskolan 6-9,Kommunal,Skellefteå,97534677,"2,17",8,53,63,72,-10,185,219,-34,2017
Skellefteå,Kanalskolan,Kommunal,Skellefteå,94485755,"2,37",6,46,78,80,-3,214,238,-24,2017
Skellefteå,Kågeskolan 6-9,Kommunal,Skellefteå,66412077,"2,26",1,49,90,80,10,247,234,13,2017
Skellefteå,Norrhammarskolan 6-9,Kommunal,Skellefteå,40166272,"2,31",4,59,80,79,1,229,231,-2,2017
Skellefteå,Sörböleskolan Väst,Kommunal,Skellefteå,21889785,"2,4",7,54,74,80,-5,218,234,-16,2017
Skellefteå,Ursviksskolan 6-9,Kommunal,Skellefteå,37579892,"2,32",0,46,89,83,6,229,241,-12,2017
Skellefteå,Örjansskolan 6-9,Kommunal,Skellefteå,99512173,"2,16",8,35,65,72,-7,200,224,-24,2017
Skinnskatteberg,Klockarbergsskolan,Kommunal,Skinnskatteberg,62958817,"1,91",26,48,40,50,-10,176,180,-4,2017
Skurup,Alléskolan,Kommunal,Skurup,60217642,"2,26",0,39,91,81,10,248,240,8,2017
Skurup,Mackleanskolan,Kommunal,Skurup,21999433,"2,16",9,51,77,71,7,219,217,2,2017
Skövde,Eriksdalskolan 863,Kommunal,Skövde,97361837,"2,3",14,58,79,72,7,211,218,-7,2017
Skövde,Helenaskolan 857,Kommunal,Skövde,33092776,"2,13",12,56,64,68,-4,204,209,-5,2017
Skövde,Stöpenskolan,Kommunal,Skövde,89477299,"2,18",10,58,69,71,-2,201,215,-14,2017
Skövde,Vasaskolan 859,Kommunal,Skövde,16057411,"2,46",6,51,86,83,3,239,242,-2,2017
Skövde,Vasaskolan 869,Kommunal,Skövde,83894630,"2,23",8,50,79,74,5,219,224,-5,2017
Smedjebacken,Bergaskolan,Kommunal,Smedjebacken,81136807,"2,11",16,60,54,64,-10,192,201,-9,2017
Smedjebacken,Kyrkskolan,Kommunal,Smedjebacken,68814096,"1,92",0,63,89,70,20,226,208,18,2017
Sollefteå,Junsele skola,Kommunal,Sollefteå,49748045,"2,13",26,62,69,58,12,178,190,-12,2017
Sollefteå,Vallaskolan 7-9,Kommunal,Sollefteå,70478601,"2,2",9,56,66,72,-6,206,218,-12,2017
Sollentuna,Edsbergsskolan,Kommunal,Sollentuna,38076081,"2,55",8,45,82,84,-3,255,247,8,2017
Sollentuna,Futuraskolan Hertig Karl,Enskild,Futuraskolan AB,40467992,"2,46",0,52,84,87,-3,234,248,-14,2017
Sollentuna,Futuraskolan Rådan,Enskild,Futuraskolan AB,47986219,"2,84",4,46,96,97,0,296,271,25,2017
Sollentuna,Gärdesskolan,Kommunal,Sollentuna,77585025,"2,57",0,40,98,91,8,269,260,9,2017
Sollentuna,Helenelundsskolan,Kommunal,Sollentuna,15572902,"2,69",3,55,94,92,2,270,258,12,2017
Sollentuna,Häggviksskolan,Kommunal,Sollentuna,96594250,"2,18",10,71,48,71,-23,206,210,-4,2017
Sollentuna,Mikaelskolan,Enskild,Föreningen Mikaelskolan,85777315,"2,67",0,55,91,94,-3,275,261,14,2017
Sollentuna,Norrvikens skola,Enskild,Norrviken Utbildning AB,47462120,"2,46",0,42,94,87,7,266,252,14,2017
Sollentuna,Runbacka skolor/Runan,Kommunal,Sollentuna,62737044,"2,6",0,54,96,92,5,273,257,16,2017
Sollentuna,Sofielundsskolan,Kommunal,Sollentuna,68288321,"2,49",4,37,76,86,-10,246,251,-5,2017
Sollentuna,Sollentuna International school,Kommunal,Sollentuna,27740655,"2,35",0,48,91,84,8,257,242,14,2017
Sollentuna,Sollentuna musikklasser,Kommunal,Sollentuna,21871265,"2,65",0,37,100,94,6,293,267,26,2017
Sollentuna,Utbildning Rotebro/Gillboskola,Kommunal,Sollentuna,59955409,"2,49",2,63,85,87,-2,240,244,-4,2017
Sollentuna,"Utbildning Silverdal, gr",Kommunal,Sollentuna,67346137,"2,57",0,54,96,91,6,269,255,14,2017
Sollentuna,Vibyskolan,Enskild,Vibyskolan Ekonomisk Förening,15547680,"2,57",2,52,100,89,11,265,254,12,2017
Sollentuna,Vittra Sollentuna,Enskild,Vittraskolorna AB,58102266,"2,17",6,31,66,74,-9,248,230,18,2017
Solna,Alfaskolan,Enskild,Pysslingen Förskolor Och Skolor AB,27323097,"2,54",0,55,96,90,7,288,252,36,2017
Solna,Bergshamraskolan,Kommunal,Solna,43133926,"2,43",18,53,63,73,-11,226,224,3,2017
Solna,"Ingridskolan, grundskola",Enskild,Ingridskolan AB,53259263,"2,5",0,47,53,89,-35,200,253,-53,2017
Solna,Råsundaskolan,Kommunal,Solna,12768012,"2,3",6,63,79,78,1,229,227,3,2017
Solna,Skytteholmsskolan,Kommunal,Solna,75017455,"2,26",21,45,66,65,1,205,211,-6,2017
