skolverket_kommunnamn,skolverket_skolnamn,school_unit,huvudman,skolverket_huvudman_namn,skolverket_helttj_larare_tcv105,skolverket_helttj_larare_leg_tcv105,skolverket_and_helttj_larare_leg_tcv105,skolverket_helttj_forstelarare_tcv105,skolverket_ant_larare_tcv105,skolverket_ant_larare_pedex_tcv105,skolverket_and_larare_pedex_tcv105,skolverket_ant_behoriga_tcv105,skolverket_and_behoriga_tcv105,skolverket_ant_forstelarare_tcv105,year
Linköping,"Klara Gymnasium, Linköping",43313366,Enskild,Klaragymnasium AB,"20,3","14,0","68,9","0,5",25,19,"76,0",18,"72,0",1,2016
Linköping,LBS Ljud & Bildskolan Linköping,86787111,Enskild,Ljud & Bildskolan Lbs AB,"6,3","3,6","56,8","1,0",8,6,"75,0",5,"62,5",1,2016
Linköping,"Mediateknikerutbildningen, MTU",97868185,Enskild,"Mediateknikerutbildningen, MTU AB","4,4","1,6","36,8","1,0",6,3,"50,0",3,"50,0",1,2016
Linköping,Praktiska Linköping,81551726,Enskild,Praktiska Sverige AB,"4,1","1,8","43,8",.,6,3,"50,0",2,"33,3",0,2016
Linköping,Realgymnasiet Linköping,77823650,Enskild,Lärande i Sverige AB,"6,5","5,1","78,5","2,0",8,5,"62,5",7,"87,5",2,2016
Linköping,Thoren Business School Linköping,37550979,Enskild,Thorengruppen AB,"6,5","3,5","53,8","0,8",11,6,"54,5",4,"36,4",1,2016
Linköping,Vretagymnasiet,52634142,Landsting,Östergötlands Läns Landsting,"9,9","7,9","79,6","4,9",14,13,"92,9",11,"78,6",5,2016
Linköping,Yrkesgymnasiet Linköping,76195214,Enskild,Thorengruppen AB,"8,8","5,0","56,8","3,0",9,7,"77,8",5,"55,6",3,2016
Ljungby,Ljungby Fria Gymnasium,54839753,Enskild,Ljungby Fria Gymnasium AB,"0,4","0,2","41,0",.,4,3,"75,0",3,"75,0",0,2016
Ljungby,RyssbyGymnasiet,32705515,Enskild,Ryssbygymnasiet AB,"8,7","7,7","88,0","2,0",12,11,"91,7",11,"91,7",2,2016
Ljungby,Sunnerbogymnasiet 1,60214465,Kommunal,Ljungby,"6,0","5,6","93,2","1,0",30,26,"86,7",27,"90,0",1,2016
Ljungby,Sunnerbogymnasiet 2,70137084,Kommunal,Ljungby,"13,1","12,1","91,9","1,6",40,36,"90,0",35,"87,5",3,2016
Ljungby,Sunnerbogymnasiet 3,82002016,Kommunal,Ljungby,"13,1","11,4","86,6","1,0",37,33,"89,2",32,"86,5",2,2016
Ljungby,Sunnerbogymnasiet 4,21901328,Kommunal,Ljungby,"2,3","2,0","89,0",.,15,13,"86,7",12,"80,0",0,2016
Ljusdal,Slottegymnasiet,23306658,Kommunal,Ljusdal,"27,0","21,5","79,6","5,8",32,29,"90,6",26,"81,3",6,2016
Ljusdal,Träutbildningar i Hälsingland,57350392,Enskild,Träutbildningar i Hälsingland AB,"1,7","0,0","0,0",.,4,2,"50,0",0,"0,0",0,2016
Ludvika,ABB Industrigymnasium Ludvika,97535124,Enskild,Industritekniska Gymnasiet Bergslagen AB,"5,8","4,4","75,9",.,10,8,"80,0",8,"80,0",0,2016
Luleå,"Luleå gymnasieskola, skolenhet A",31740319,Kommunal,Luleå,"5,1","3,5","68,9","2,3",17,14,"82,4",13,"76,5",3,2016
Luleå,"Luleå gymnasieskola, skolenhet B",10129345,Kommunal,Luleå,"12,9","12,3","95,3","5,5",21,20,"95,2",20,"95,2",7,2016
Luleå,"Luleå gymnasieskola, skolenhet C",17944628,Kommunal,Luleå,"23,4","22,9","97,5","4,0",36,33,"91,7",34,"94,4",5,2016
Luleå,"Luleå gymnasieskola, skolenhet D",82826083,Kommunal,Luleå,"2,2","2,0","90,8","1,0",7,6,"85,7",7,"100,0",1,2016
Luleå,"Luleå gymnasieskola, skolenhet E",94468610,Kommunal,Luleå,"11,9","11,6","97,0","3,8",19,19,"100,0",18,"94,7",4,2016
Luleå,"Luleå gymnasieskola, skolenhet F",94090461,Kommunal,Luleå,"18,7","18,6","99,3","3,0",37,36,"97,3",36,"97,3",3,2016
Luleå,"Luleå gymnasieskola, skolenhet G",12954099,Kommunal,Luleå,"15,6","13,6","86,9","1,2",28,26,"92,9",25,"89,3",3,2016
Luleå,"Luleå gymnasieskola, skolenhet H",80931789,Kommunal,Luleå,"24,0","23,8","99,1","5,7",36,34,"94,4",34,"94,4",7,2016
Luleå,"Luleå Gymnasieskola, skolenhet J",84098842,Kommunal,Luleå,"2,9","2,6","89,5",.,8,8,"100,0",7,"87,5",0,2016
Luleå,NTI-gymnasiet Luleå,90473340,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),"6,6","6,2","93,9","3,4",10,9,"90,0",9,"90,0",4,2016
Luleå,Praktiska Luleå,26167236,Enskild,Praktiska Sverige AB,"5,7","2,4","42,1","1,0",7,5,"71,4",3,"42,9",1,2016
Lund,Consensum Gymnasium Lund,69807202,Enskild,Consensum Lund AB,"11,3","9,4","82,9","2,0",15,13,"86,7",11,"73,3",2,2016
Lund,Drottning Blankas Gymn. Lund,64648904,Enskild,Drottning Blankas Gymnasieskola AB,"7,4","4,7","62,8","2,0",14,11,"78,6",8,"57,1",2,2016
Lund,Gymnasieskolan Spyken,75939593,Kommunal,Lund,"67,0","62,8","93,7","11,1",86,78,"90,7",82,"95,3",12,2016
Lund,Gymnasieskolan Vipan,63035915,Kommunal,Lund,"28,8","26,7","92,7","9,8",35,34,"97,1",33,"94,3",10,2016
Lund,JENSEN Gymnasium Lund,26324896,Enskild,Jensen Education College AB,"9,0","7,8","86,9",.,11,10,"90,9",10,"90,9",0,2016
Lund,Katedralskolan,56639389,Kommunal,Lund,"87,2","83,6","95,9","14,7",104,101,"97,1",99,"95,2",16,2016
Lund,Lars-Erik Larssongymnasiet,95700485,Enskild,Lars-Erik Larsson Gymnasiet,"13,5","11,1","82,2","0,9",26,19,"73,1",18,"69,2",1,2016
Lund,LBS Ljud & Bildskolan Lund,51449748,Enskild,Ljud & Bildskolan Lbs AB,"13,9","9,0","64,8","4,0",15,10,"66,7",10,"66,7",4,2016
Lund,Lunds Dans- o Musikalgymnasium,28267726,Enskild,Dans o Musikal i Lund AB,"8,8","6,6","75,4","1,7",13,11,"84,6",8,"61,5",2,2016
Lund,Lunds Fordonstekniska Gymn.,28848709,Enskild,Lunds Fordonstekniska Gymnasium AB,"1,7","1,0","60,3",.,5,3,"60,0",3,"60,0",0,2016
Lund,NTI-gymnasiet Lund,12613085,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),"5,5","4,6","84,0","2,6",7,5,"71,4",5,"71,4",3,2016
Lund,Polhemskolan,53896162,Kommunal,Lund,"139,2","113,6","81,6","25,4",173,150,"86,7",139,"80,3",26,2016
Lund,ProCivitas Privata Gymnasium Lund,17779637,Enskild,ProCivitas Privata Gymnasium AB,"11,8","8,9","75,8","2,0",16,13,"81,3",13,"81,3",2,2016
Lund,Realgymnasiet i Lund,11185244,Enskild,Lärande i Sverige AB,"4,4","2,2","49,2","0,6",7,5,"71,4",4,"57,1",1,2016
Lund,Sveriges Ridgymnasium Flyinge,56211717,Enskild,Sveriges Ridgymnasium AB,"3,0","1,6","52,3","1,0",5,3,"60,0",3,"60,0",1,2016
Lund,Thoren Innovation School Lund,66824652,Enskild,Thoren Innovation School AB,"8,2","7,2","87,9","1,0",10,8,"80,0",9,"90,0",1,2016
Lycksele,Tannbergsskolan 1,49168016,Kommunal,Lycksele,"11,6","10,9","93,6","2,7",30,28,"93,3",26,"86,7",6,2016
Lycksele,Tannbergsskolan 2,32042066,Kommunal,Lycksele,"6,6","4,8","72,3","1,1",28,24,"85,7",20,"71,4",5,2016
Lycksele,Tannbergsskolan 3,50821167,Kommunal,Lycksele,"23,2","14,0","60,4","3,5",43,37,"86,0",32,"74,4",6,2016
Lycksele,Tannbergsskolan 4,71929526,Kommunal,Lycksele,"7,5","6,1","81,1","0,5",22,20,"90,9",17,"77,3",3,2016
Lycksele,Tannbergsskolan 6,54461375,Kommunal,Lycksele,"0,7","0,6","77,8",.,6,6,"100,0",4,"66,7",0,2016
Lysekil,Gullmarsgymnasiet 1,92814975,Kommunal,Lysekil,"10,4","7,3","70,3","2,9",27,26,"96,3",22,"81,5",6,2016
Lysekil,Gullmarsgymnasiet 2,60873719,Kommunal,Lysekil,"22,1","20,2","91,3","5,8",36,35,"97,2",34,"94,4",7,2016
Malmö,4 ans Gymnasium,28085125,Enskild,4ans Gymnasium AB,"4,6","3,1","67,2",.,9,5,"55,6",4,"44,4",0,2016
Malmö,Agnesfrids gymnasium,28770304,Kommunal,Malmö,"9,8","5,8","59,2","4,0",10,10,"100,0",7,"70,0",4,2016
Malmö,Bladins gymnasium,21938183,Enskild,"Bladins Skola, Stiftelsen","15,1","10,9","72,1","3,0",19,13,"68,4",13,"68,4",3,2016
Malmö,Bryggeriets Gymnasium,71472793,Enskild,Bryggeriets Bildnings Byrå (Bbb),"7,7","4,9","63,8",.,11,5,"45,5",6,"54,5",0,2016
Malmö,Byggymnasiet,64123241,Kommunal,Malmö,"7,8","4,6","59,0","1,8",10,9,"90,0",7,"70,0",2,2016
Malmö,Cybergymnasiet Malmö,69063711,Enskild,Cybergymnasiet Malmö AB,"13,2","9,0","68,4","3,8",18,16,"88,9",14,"77,8",4,2016
Malmö,Design & Construction College Malmö,77609073,Enskild,Hermods Design & Construction College AB,"5,6","4,7","82,9","3,0",8,5,"62,5",6,"75,0",3,2016
Malmö,Drottning Blankas Gymn. Malmö,35894996,Enskild,Drottning Blankas Gymnasieskola AB,"8,2","6,0","73,2","4,0",14,11,"78,6",9,"64,3",4,2016
Malmö,Einar Hansengymnasiet,12926770,Enskild,Folkuniversitetet Stiftelsen Kurs- Verksamheten Vid Lunds Universitet,"12,5","8,5","67,6","1,7",19,12,"63,2",13,"68,4",2,2016
Malmö,Framtidsgymnasiet Burlöv/Malmö,17119840,Enskild,Framtidsgymnasiet i Sverige AB,"5,5","3,2","57,3","2,0",7,5,"71,4",5,"71,4",2,2016
Malmö,Fria Läroverken Malmö,68748767,Enskild,Fria Läroverken i Sverige AB,"11,5","8,3","72,1","4,5",14,10,"71,4",10,"71,4",5,2016
Malmö,Hermods Gymnasium Malmö,23548714,Enskild,Hermods Gymnasium AB,"13,9","9,1","65,0","2,0",18,13,"72,2",13,"72,2",2,2016
Malmö,JENSEN Gymnasium Malmö,48593439,Enskild,Jensen Education College AB,"7,0","5,1","71,9","3,0",10,9,"90,0",8,"80,0",3,2016
Malmö,Kunskapsgymnasiet Malmö,91773491,Enskild,Kunskapsskolan i Sverige Aktiebolag,"14,2","10,8","76,3","2,0",17,16,"94,1",15,"88,2",2,2016
Malmö,Malmö Borgarskola Ro 1,30361243,Kommunal,Malmö,"74,6","66,1","88,5","5,0",83,77,"92,8",76,"91,6",5,2016
Malmö,Malmö Idrottsgymnasium Ro1,25596917,Kommunal,Malmö,"19,2","18,4","96,1","1,0",26,24,"92,3",25,"96,2",1,2016
Malmö,Malmö Latinskola Ro 1,65722876,Kommunal,Malmö,"75,9","70,1","92,4","6,0",103,84,"81,6",87,"84,5",6,2016
Malmö,Malmö Lärlingscenter Ro1,20984584,Kommunal,Malmö,"3,0","1,0","33,3","1,0",3,2,"66,7",1,"33,3",1,2016
Malmö,NTI-gymnasiet Malmö,52129378,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),"9,5","7,2","76,4","1,5",11,9,"81,8",9,"81,8",2,2016
Malmö,Pauliskolan,65381163,Kommunal,Malmö,"40,7","35,3","86,9","4,7",51,46,"90,2",45,"88,2",5,2016
Malmö,Peabskolan Malmö,98541468,Enskild,Peabskolan AB,"3,6","1,7","47,8",.,7,3,"42,9",2,"28,6",0,2016
Malmö,Plusgymnasiet Malmö,31155312,Enskild,Plusgymnasiet AB,"9,6","6,6","68,2","3,0",15,12,"80,0",12,"80,0",3,2016
Malmö,Praktiska Malmö City,25648215,Enskild,Praktiska Sverige AB,"7,3","4,3","59,0",.,9,6,"66,7",5,"55,6",0,2016
Malmö,Praktiska Malmö Limhamn,61823258,Enskild,Praktiska Sverige AB,"4,8","3,9","82,1","1,0",6,5,"83,3",5,"83,3",1,2016
Malmö,"ProCivitas Privata Gymnasium, Malmö",84424083,Enskild,ProCivitas Privata Gymnasium AB,"19,7","19,5","98,7","7,0",25,24,"96,0",24,"96,0",7,2016
Malmö,Realgymnasiet Malmö,39178171,Enskild,Lärande i Sverige AB,"4,1","3,4","82,6","1,0",6,5,"83,3",5,"83,3",1,2016
Malmö,Rytmus Malmö,49231191,Enskild,Rytmus AB,"4,3","3,8","88,3","2,7",6,5,"83,3",5,"83,3",3,2016
Malmö,S:t Petri skola,78231062,Kommunal,Malmö,"48,9","47,7","97,5","4,0",55,51,"92,7",54,"98,2",4,2016
Malmö,Thoren Business School Malmö,10481541,Enskild,Thorengruppen AB,"21,2","15,1","71,2","4,0",24,16,"66,7",17,"70,8",4,2016
Malmö,Universitetsholmens gymnasium,68006362,Kommunal,Malmö,"11,5","9,7","84,7","6,0",13,13,"100,0",11,"84,6",6,2016
Malmö,Värnhemsskolan,11608031,Kommunal,Malmö,"11,4","9,7","85,8","5,4",32,28,"87,5",28,"87,5",6,2016
Malmö,Yrkesgymnasiet Malmö,86762103,Enskild,Thorengruppen AB,"4,0","3,7","92,5","2,5",4,4,"100,0",4,"100,0",3,2016
Mariestad,Vadsbogymnasiet,13006857,Kommunal,Mariestad,"31,8","27,3","85,8","8,2",42,37,"88,1",35,"83,3",9,2016
Mariestad,Vänergymnasiet,76007769,Enskild,Vänergymnasiet AB,"5,1","2,3","44,4","1,0",6,5,"83,3",3,"50,0",1,2016
Mark,Gymnasiesärskola och introduktionsprogram,86320340,Kommunal,Mark,"5,0","2,0","40,4",.,8,8,"100,0",4,"50,0",0,2016
Mark,Högskoleförberedande program,64858669,Kommunal,Mark,"35,7","27,7","77,7","3,5",57,48,"84,2",47,"82,5",4,2016
Mark,Introduktion språk,39734083,Kommunal,Mark,"9,3","1,1","11,6",.,13,11,"84,6",2,"15,4",0,2016
Mark,Naturbruksskolan Strömma,93486713,Landsting,Västra Götalands Läns Landsting,"3,9","1,7","44,2",.,8,5,"62,5",3,"37,5",0,2016
Mark,Yrkesprogram,26721724,Kommunal,Mark,"11,0","9,1","82,8","2,8",23,22,"95,7",19,"82,6",3,2016
Markaryd,Kunskapscentrum,58187973,Kommunal,Markaryd,"15,4","14,2","92,0","2,1",25,25,"100,0",23,"92,0",3,2016
Mellerud,Dahlstiernska gymnasiet,88894245,Kommunal,Mellerud,"6,2","3,9","63,6","1,0",14,9,"64,3",9,"64,3",1,2016
Mjölby,Mjölby gymnasium 1,31870541,Kommunal,Mjölby,"19,2","18,0","93,8","1,0",33,31,"93,9",30,"90,9",2,2016
Mjölby,Mjölby gymnasium 2,71160225,Kommunal,Mjölby,"8,4","7,4","88,1","2,0",31,30,"96,8",29,"93,5",3,2016
Mjölby,Mjölby gymnasium 4,67752682,Kommunal,Mjölby,"4,2","3,7","89,2","2,0",9,8,"88,9",8,"88,9",2,2016
Mjölby,Mjölby gymnasium 5,47884009,Kommunal,Mjölby,"3,2","2,9","91,8","1,4",14,13,"92,9",13,"92,9",2,2016
Mora,"Mora gymnasium, ro 1",44672598,Kommunal,Mora,"20,1","15,2","75,3","5,2",41,36,"87,8",32,"78,0",8,2016
Mora,"Mora gymnasium, ro 2",75340089,Kommunal,Mora,"14,7","12,2","82,8","2,8",37,34,"91,9",30,"81,1",6,2016
Mora,"Mora gymnasium, ro 3",63997677,Kommunal,Mora,"4,2","3,7","86,1","1,3",22,21,"95,5",20,"90,9",6,2016
Mora,"Mora gymnasium, ro 4",29700879,Kommunal,Mora,"1,0","0,0","0,0","0,5",1,1,"100,0",0,"0,0",2,2016
Motala,Carlsund utbildningscentrum 1,36670439,Kommunal,Motala,"9,2","7,9","86,5","1,8",15,14,"93,3",12,"80,0",2,2016
Motala,Carlsund utbildningscentrum 2,22220001,Kommunal,Motala,"5,2","5,0","95,4","0,1",14,13,"92,9",14,"100,0",1,2016
Motala,LBS Ljud & Bildskolan Motala,76204099,Enskild,Ljud & Bildskolan Lbs AB,"0,6","0,2","35,7",.,2,1,"50,0",1,"50,0",0,2016
Motala,Platengymnasiet 1,31822012,Kommunal,Motala,"19,4","17,8","91,7","3,3",28,27,"96,4",26,"92,9",4,2016
Motala,Platengymnasiet 2,83161201,Kommunal,Motala,"21,7","16,0","73,8","1,0",27,21,"77,8",19,"70,4",1,2016
Munkedal,Lärlingsgymnasiet i Håby,15100079,Enskild,Lärlingsgymnasiet i Sverige AB,"2,1","0,7","31,0","0,5",4,2,"50,0",2,"50,0",1,2016
Munkedal,Processtekniska Gymnasiet,55421481,Kommunal,Munkedal,"1,9","1,3","68,6","0,9",4,4,"100,0",4,"100,0",1,2016
Munkedal,Ungdomsgymnasiet,58583587,Kommunal,Munkedal,"6,1","2,0","31,9","0,9",9,8,"88,9",4,"44,4",1,2016
Mölndal,Krokslättsgymnasiet Skolenhet 2,99356671,Kommunal,Mölndal,"5,2","4,5","86,5","1,0",8,8,"100,0",8,"100,0",1,2016
Mönsterås,Mönsteråsgymnasiet,16702464,Kommunal,Mönsterås,"12,0","10,5","87,3","3,1",21,20,"95,2",18,"85,7",4,2016
Nacka,Magelungens Gymnasium Danvikstull,71353314,Enskild,Magelungen Utveckling AB,"9,3","5,9","63,4","1,0",11,9,"81,8",8,"72,7",1,2016
Nacka,MediaGymnasiet i Nacka Strand,29449669,Enskild,MediaGymnasiet Nacka Strand AB,"16,5","9,5","58,0","3,3",23,14,"60,9",14,"60,9",4,2016
Nacka,Nacka Enskilda Gymnasium,62855448,Enskild,Nacka Enskilda Gymnasium AB,"6,3","2,2","34,1","2,0",9,4,"44,4",4,"44,4",2,2016
Nacka,"Nacka gymnasium, Natur & Teknik",36252055,Kommunal,Nacka,"35,5","34,5","97,2","4,6",41,38,"92,7",40,"97,6",5,2016
Nacka,"Nacka gymnasium, Samhälle",91812793,Kommunal,Nacka,"48,4","44,3","91,5","12,4",61,56,"91,8",56,"91,8",13,2016
Nacka,Nya DesignGymnasiet,14355031,Enskild,Nya Designgymnasiet i Nacka AB,"9,2","6,2","68,0","2,0",11,8,"72,7",8,"72,7",2,2016
Nacka,Praktiska Nacka,72891848,Enskild,Praktiska Sverige AB,"8,2","5,8","71,2","1,0",10,7,"70,0",6,"60,0",1,2016
Nacka,Rytmus Stockholm,46611859,Enskild,Rytmus AB,"41,3","39,7","96,2","5,8",52,49,"94,2",51,"98,1",6,2016
Nacka,Sjölins gymnasium Nacka,58907711,Enskild,Sjölins Gymnasium AB,"13,9","12,4","89,2","4,6",20,18,"90,0",18,"90,0",5,2016
Nacka,"YBC, Young Business Creatives",68285560,Kommunal,Nacka,"17,6","14,4","82,1","6,5",23,19,"82,6",19,"82,6",7,2016
Nora,IV-programmet i Nora,71728074,Kommunal,Nora,"0,5","0,0","0,0",.,1,1,"100,0",0,"0,0",0,2016
Norra Västmanlands Utbildningsförbund,"NVU, Brinellskolan 1",32420077,Kommunal,Norra Västmanlands Utbildningsförbund,"12,1","10,1","83,8","1,8",17,14,"82,4",13,"76,5",2,2016
Norra Västmanlands Utbildningsförbund,"NVU, Brinellskolan 2",48434184,Kommunal,Norra Västmanlands Utbildningsförbund,"12,2","8,0","65,6",.,13,11,"84,6",9,"69,2",0,2016
Norrköping,De Geergymnasiet 1,58544422,Kommunal,Norrköping,"21,7","18,8","86,4","6,9",34,30,"88,2",29,"85,3",9,2016
Norrköping,De Geergymnasiet 2,40549870,Kommunal,Norrköping,"0,2","0,0","0,0","0,8",1,1,"100,0",0,"0,0",1,2016
Norrköping,De Geergymnasiet 3,65150019,Kommunal,Norrköping,"7,5","6,9","91,2","1,5",18,17,"94,4",17,"94,4",3,2016
Norrköping,Ebersteinska gymnasiet 1,83805032,Kommunal,Norrköping,"4,3","3,9","90,8",.,5,4,"80,0",5,"100,0",0,2016
Norrköping,Ebersteinska gymnasiet 2,48862305,Kommunal,Norrköping,"6,8","5,0","73,4","1,0",16,13,"81,3",13,"81,3",1,2016
Norrköping,Ebersteinska gymnasiet 3,32887559,Kommunal,Norrköping,"4,4","3,9","88,7",.,11,10,"90,9",10,"90,9",0,2016
Norrköping,Ebersteinska gymnasiet 5,71541108,Kommunal,Norrköping,"9,5","9,5","100,0","2,9",20,20,"100,0",20,"100,0",5,2016
Norrköping,Ebersteinska gymnasiet 6,62956050,Kommunal,Norrköping,"1,9","0,6","32,4","0,8",4,4,"100,0",2,"50,0",1,2016
Norrköping,Eberstienska gymnasiet 4,53832505,Kommunal,Norrköping,"8,1","7,2","89,4","2,8",21,18,"85,7",19,"90,5",5,2016
Norrköping,Film & Musikgymnasiet,47537928,Enskild,Föreningen Q,"4,3","2,9","65,6","2,0",8,5,"62,5",5,"62,5",2,2016
Norrköping,Fria Läroverken Norrköping,69471748,Enskild,Fria Läroverken i Sverige AB,"14,9","11,6","78,1","2,0",19,15,"78,9",14,"73,7",2,2016
Norrköping,Hagagymnasiet skolenhet grön,76485705,Kommunal,Norrköping,"18,6","16,9","90,9","3,7",38,37,"97,4",36,"94,7",9,2016
Norrköping,Hagagymnasiet skolenhet gul,31771188,Kommunal,Norrköping,"6,9","1,1","15,2","1,0",8,7,"87,5",3,"37,5",1,2016
Norrköping,Hagagymnasiet skolenhet röd,93239262,Kommunal,Norrköping,"21,5","17,6","81,8","7,1",31,27,"87,1",26,"83,9",8,2016
Norrköping,Himmelstalundsgymnasiet,25745773,Landsting,Östergötlands Läns Landsting,"7,9","6,2","79,0","1,8",11,10,"90,9",8,"72,7",2,2016
Norrköping,Kungsgårdsgymnasiet 1,99976753,Kommunal,Norrköping,"14,7","12,9","88,0","4,5",20,17,"85,0",16,"80,0",5,2016
Norrköping,Kungsgårdsgymnasiet 2,58037626,Kommunal,Norrköping,"3,5","3,0","85,7","2,5",6,5,"83,3",5,"83,3",3,2016
Norrköping,Kunskapsgymnasiet Norrköping,75575321,Enskild,Kunskapsskolan i Sverige Aktiebolag,"26,2","20,2","77,0","3,3",32,28,"87,5",26,"81,3",4,2016
Norrköping,Plusgymnasiet i Norrköping,28023078,Enskild,Plusgymnasiet AB,"8,0","6,6","82,2","2,6",11,10,"90,9",9,"81,8",3,2016
Norrköping,Realgymnasiet Norrköping,43284031,Enskild,Lärande i Sverige AB,"8,2","3,0","36,9","1,8",12,6,"50,0",6,"50,0",2,2016
Norrköping,Rytmus Norrköping,61490754,Enskild,Rytmus AB,"1,7","0,6","35,6",.,5,2,"40,0",2,"40,0",0,2016
Norrtälje,Carl Wahren Gymnasium,13963517,Enskild,Roslagen Education AB,"4,5","3,4","76,4","3,0",8,6,"75,0",5,"62,5",3,2016
Norrtälje,"Ekebyholmsskolan, gy",24194577,Enskild,Ekebyholmsskolan Aktiebolag,"3,7","2,5","66,8",.,12,8,"66,7",7,"58,3",0,2016
Norrtälje,Norrtelje Teknik- och Naturbruksgymnasium,26267406,Enskild,Norrtelje teknikgymnasium AB,"4,8","2,4","49,0","1,0",6,4,"66,7",4,"66,7",1,2016
Norrtälje,Roden gymnasiet Enhet 1,31255918,Kommunal,Norrtälje,"6,4","3,6","55,1",.,7,6,"85,7",4,"57,1",0,2016
Norrtälje,Rodengymnasiet Enhet 2,51955293,Kommunal,Norrtälje,"16,6","14,9","89,8","3,0",19,19,"100,0",18,"94,7",3,2016
Norrtälje,Rodengymnasiet Enhet 3,57690933,Kommunal,Norrtälje,"16,4","12,9","78,7","4,1",25,23,"92,0",21,"84,0",5,2016
Norsjö,Norsjö gymnasium,25985417,Kommunal,Norsjö,"5,2","1,5","28,7","0,6",9,6,"66,7",4,"44,4",1,2016
Nybro,Åkrahällskolan Akra01,35035671,Kommunal,Nybro,"8,6","7,4","86,0",.,14,13,"92,9",12,"85,7",0,2016
Nybro,Åkrahällskolan Akra02,12130801,Kommunal,Nybro,"0,5","0,5","100,0",.,2,2,"100,0",2,"100,0",0,2016
Nybro,Åkrahällskolan Akra03,51736304,Kommunal,Nybro,"10,6","9,6","90,6",.,20,19,"95,0",17,"85,0",0,2016
Nykvarn,Praktiska Nykvarn,53180719,Enskild,Praktiska Sverige AB,"4,8","2,2","45,7","1,0",5,3,"60,0",3,"60,0",1,2016
Nyköping,Elteknikbranschens gymnasium,27489137,Enskild,Elteknikbranschens Gymnasium i Nyköping AB,"2,2","0,9","40,1","0,9",4,3,"75,0",2,"50,0",1,2016
Nyköping,Framtidsgymnasiet Nyköping,15609112,Enskild,Framtidsgymnasiet Öst AB,"2,3","0,9","40,0","1,0",3,2,"66,7",2,"66,7",1,2016
Nyköping,LBS Ljud & Bildskolan Nyköping,44285075,Enskild,Ljud & Bildskolan Lbs AB,"6,8","3,7","54,4",.,8,4,"50,0",4,"50,0",0,2016
Nyköping,Nyköping Strand Utbildn.center,60424371,Enskild,Nyköping Strand Utbildningscentrum AB,"5,9","4,6","77,8","2,0",10,7,"70,0",5,"50,0",2,2016
Nyköping,Nyköpings Enskilda Gymnasium,95785055,Enskild,Erastos AB,"21,7","20,0","92,2","2,9",29,26,"89,7",27,"93,1",3,2016
Nyköping,Nyköpings gymnasium Gripen1,68655578,Kommunal,Nyköping,"17,7","16,6","93,8","2,9",28,25,"89,3",25,"89,3",6,2016
Nyköping,Nyköpings gymnasium Gripen2,99946034,Kommunal,Nyköping,"2,0","2,0","100,0","1,0",2,2,"100,0",2,"100,0",1,2016
Nyköping,Nyköpings gymnasium Skavsta,17062663,Kommunal,Nyköping,"5,4","3,7","67,8","1,0",12,10,"83,3",10,"83,3",1,2016
Nyköping,Nyköpings gymnasium Tessin,68741484,Kommunal,Nyköping,"29,5","27,4","92,8","10,0",45,39,"86,7",39,"86,7",12,2016
Nyköping,Realgymnasiet Nyköping,56267421,Enskild,Lärande i Sverige AB,"2,9","2,3","78,8","0,8",4,4,"100,0",4,"100,0",1,2016
Nyköping,Öknaskolan,34990065,Landsting,Södermanlands Läns Landsting,"7,7","3,2","41,1","2,0",12,9,"75,0",6,"50,0",2,2016
Nynäshamn,Nynäshamns gymnasium,37054246,Kommunal,Nynäshamn,"22,2","12,5","56,5","2,0",25,22,"88,0",17,"68,0",2,2016
Nässjö,Brinellgymnasiet 1,96383883,Kommunal,Nässjö,"18,4","12,3","66,8","0,8",46,35,"76,1",30,"65,2",1,2016
Nässjö,Brinellgymnasiet 2,39199869,Kommunal,Nässjö,"18,3","17,2","94,1","1,7",51,46,"90,2",43,"84,3",3,2016
Nässjö,Brinellgymnasiet 3,62216381,Kommunal,Nässjö,"3,5","3,5","100,0","1,0",5,5,"100,0",5,"100,0",1,2016
Nässjö,Brinellgymnasiet 4,31179045,Kommunal,Nässjö,"17,5","14,7","84,2","0,8",50,46,"92,0",41,"82,0",1,2016
Olofström,Nordenbergsskolan 1,59655752,Kommunal,Olofström,"12,2","8,6","70,6","2,1",36,26,"72,2",21,"58,3",4,2016
Olofström,Nordenbergsskolan 2,88750078,Kommunal,Olofström,"6,3","3,5","55,5","0,8",33,25,"75,8",18,"54,5",4,2016
Orust,Gymnasieutbildningen i Orust,41878314,Kommunal,Orust,"0,7","0,4","50,0","0,4",2,2,"100,0",2,"100,0",1,2016
Osby,Ekbackeskolan gymnasium,41555549,Kommunal,Osby,"27,6","17,1","62,0","3,9",31,22,"71,0",20,"64,5",4,2016
Osby,Naturbruksgymnasiet Osby,32003298,Kommunal,Osby,"4,0","0,6","13,8","0,9",6,2,"33,3",1,"16,7",1,2016
Oskarshamn,Elajo Technical Edu. Center,22383788,Enskild,Elajo Technical Education Center AB,"2,0","0,7","34,5",.,3,2,"66,7",2,"66,7",0,2016
Oskarshamn,Oscarsgymnasiet A,85459854,Kommunal,Oskarshamn,"12,0","10,4","87,1","1,5",26,24,"92,3",21,"80,8",2,2016
