skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_elever_exl_tcv110,skolverket_andel_elever_exl_tcv110,skolverket_and_uppn_alla_amnen_exl_tcv110,skolverket_and_behorig_yrkes_exl_tcv110,skolverket_gmv_exl_tcv110,skolverket_antal_elever_nyinv_tcv110,skolverket_andel_elever_nyinv_tcv110,skolverket_and_uppn_alla_amnen_nyinv_tcv110,skolverket_and_behorig_yrkes_nyinv_tcv110,skolverket_gmv_nyinv_tcv110,year
Kungsbacka,Åsa Gårds skola 4-9,Kommunal,Kungsbacka,16824824,29,"100,0","100,0","100,0","230,9",.,.,.,.,.,2014
Kungsbacka,Åsaskolan 4-9,Kommunal,Kungsbacka,18035112,43,"100,0","90,7",~100,"236,6",.,.,.,.,.,2014
Kungsbacka,Älvsåkersskolan 4-9,Kommunal,Kungsbacka,74587667,44,"100,0","90,9",~100,"220,9",.,.,.,.,.,2014
Kungsbacka,Nova Montessoriskola,Enskild,Montenova Montessoriskola Ek. För.,47832100,27,"100,0","100,0","100,0","240,1",.,.,.,.,.,2014
Kungsbacka,Onsala Montessoriskola,Enskild,Montessoriskolan i Onsala Ek. För.,90784555,..,..,..,..,..,..,..,.,.,.,2014
Kungsbacka,Vittra Forsgläntan,Enskild,Vittraskolorna AB,42568760,..,..,"97,9",~100,"249,2",..,..,.,.,..,2014
Kungsör,Kung Karls skola,Kommunal,Kungsör,46834580,..,..,"70,1","81,8","192,5",..,..,.,.,..,2014
Kungälv,"Fredkullaskolan ,waldorfskola,",Enskild,Föreningen För Waldorfpedagogik i Kungälv,38353942,17,"100,0","88,2","100,0","236,2",.,.,.,.,.,2014
Kungälv,Munkegärdeskolan,Kommunal,Kungälv,51596946,81,"100,0","85,2","90,1","212,8",.,.,.,.,.,2014
Kungälv,Thorildskolan,Kommunal,Kungälv,73505986,..,..,"72,0","88,8","205,5",..,..,..,..,..,2014
Kungälv,Ytterbyskolan 1,Kommunal,Kungälv,63621283,146,"100,0","89,7","95,9","219,9",.,.,.,.,.,2014
Kungälv,Friskolan i Kärna,Enskild,Mona Hurtig Skol AB,25790317,24,"100,0","91,7",~100,"227,8",.,.,.,.,.,2014
Kungälv,Montessoriskolan Älvkullen,Enskild,Stiftelsen Montessori För Alla Barn,49323438,11,"100,0",..,"100,0","197,5",.,.,.,.,.,2014
Kungälv,Strandskolan,Enskild,"Strandskolan, Montessoriföreningen i Kungälv",21917957,25,"100,0","96,0","100,0","241,2",.,.,.,.,.,2014
Kävlinge,Björkenässkolan,Enskild,AcadeMedia fria grundskolor AB,19504051,63,"100,0","87,3",~100,"217,0",.,.,.,.,.,2014
Kävlinge,Barsebäcks Montessoriskola,Enskild,Barsebäcks Montessori Ek. För.,22957852,..,..,..,..,..,..,..,.,.,.,2014
Kävlinge,Korsbackaskolan,Kommunal,Kävlinge,46107605,..,..,"78,7","90,6","219,7",..,..,.,.,..,2014
Kävlinge,Tolvåkerskolan,Kommunal,Kävlinge,13578112,90,"100,0","84,4",~100,"213,0",.,.,.,.,.,2014
Köping,Karlbergsskolan,Kommunal,Köping,31319179,..,..,"87,0","93,9","218,4",..,..,.,..,..,2014
Köping,Malmaskolan 3-9,Kommunal,Köping,49665496,54,"100,0","83,3","100,0","216,3",.,.,.,.,.,2014
Köping,Scheeleskolan,Kommunal,Köping,24379201,82,"85,4","63,4","86,6","191,0",14,"14,6",.,.,..,2014
Laholm,Lagaholmsskolan,Kommunal,Laholm,50150550,..,..,"82,0","91,0","218,5",..,..,.,.,..,2014
Laholm,Veingeskolan 7-9,Kommunal,Laholm,95134514,..,..,"77,3","84,0","213,8",..,..,..,..,..,2014
Laholm,Våxtorpsskolan,Kommunal,Laholm,35795213,35,"100,0","94,3","100,0","222,4",.,.,.,.,.,2014
Landskrona,Möllebackskolan,Enskild,"Föreningen Fogdaröd omsorg, vård & utbildning utan personligt ansvar",29167021,..,..,.,.,..,..,..,.,.,.,2014
Landskrona,Kunskapsskolan Landskrona,Enskild,Kunskapsskolan i Sverige AB,60956248,38,"100,0","97,4","100,0","236,8",.,.,.,.,.,2014
Landskrona,Asmundtorps skola 7-9,Kommunal,Landskrona,70803452,..,..,"81,1","86,5","218,5",..,..,.,.,..,2014
Landskrona,Glumslövs skola,Kommunal,Landskrona,30917121,41,"100,0","95,1","100,0","247,6",.,.,.,.,.,2014
Landskrona,Sandåkerskolan 2,Kommunal,Landskrona,50566943,72,"100,0","79,2","87,5","212,9",.,.,.,.,.,2014
Landskrona,Seminarieskolan 7-9,Kommunal,Landskrona,22078228,78,"76,5","46,2","62,8","190,0",24,"23,5",..,"41,7","187,1",2014
Landskrona,Västervångskolan 7-9,Kommunal,Landskrona,29541747,127,"100,0","74,8","83,5","207,2",.,.,.,.,.,2014
Landskrona,Dianaskolan,Enskild,Landskrona BOIS Fotbolls Akademi AB,70072964,27,"100,0","59,3",~100,"227,5",.,.,.,.,.,2014
Landskrona,Säbyholms Montessoriskola,Enskild,Landskrona Montessoriförening Ek.Förening,42908219,20,"100,0","95,0",~100,"235,8",.,.,.,.,.,2014
Laxå,Centralskolan,Kommunal,Laxå,24748604,50,"100,0","74,0","84,0","206,4",.,.,.,.,.,2014
Lekeberg,Lekebergsskolan 7-9,Kommunal,Lekeberg,97648883,75,"100,0","74,7","92,0","201,8",.,.,.,.,.,2014
Leksand,Sammilsdalskolan 7-9,Kommunal,Leksand,99792496,..,..,"83,5","91,2","217,7",..,..,.,.,..,2014
Leksand,Åkerö skola 7-9,Kommunal,Leksand,28235575,84,"100,0","77,4","86,9","212,8",.,.,.,.,.,2014
Leksand,Banérskolan,Enskild,Stiftelsen Segerbaneret,89749001,..,..,..,..,..,..,..,.,.,.,2014
Lerum,Alléskolan skolenhet Ask,Kommunal,Lerum,51403955,75,"100,0","85,3","89,3","221,0",.,.,.,.,.,2014
Lerum,Alléskolan skolenhet Bok,Kommunal,Lerum,57470446,51,"100,0","76,5","86,3","208,4",.,.,.,.,.,2014
Lerum,Ljungviksskolan skolenhet A,Kommunal,Lerum,44095064,..,..,"82,1",~100,"202,8",..,..,.,..,..,2014
Lerum,Rydsbergsskolan grundskola,Kommunal,Lerum,24103764,64,"100,0","87,5",~100,"225,0",.,.,.,.,.,2014
Lerum,Röselidsskolan skolenhet B,Kommunal,Lerum,38539206,46,"100,0","73,9","82,6","204,7",.,.,.,.,.,2014
Lerum,Stenkulan 4-9,Kommunal,Lerum,49419497,38,"100,0","81,6",~100,"217,8",.,.,.,.,.,2014
Lerum,Torpskolan skolenhet 1,Kommunal,Lerum,21176313,77,"100,0","88,3","100,0","231,4",.,.,.,.,.,2014
Lerum,Torpskolan skolenhet 2,Kommunal,Lerum,20361674,52,"100,0","88,5",~100,"229,8",.,.,.,.,.,2014
Lerum,Montessoriskolan Floda säteri,Enskild,Montessoriskolan Floda Säteri,82651095,30,"100,0","93,3",~100,"237,4",.,.,.,.,.,2014
Lessebo,Bikupan,Kommunal,Lessebo,74218950,..,..,"78,8","86,3","203,1",..,..,.,..,..,2014
Lidingö,"Futuraskolan, Lidingö",Enskild,Futuraskolan AB,47937226,..,..,"94,1",~100,"283,6",..,..,.,..,..,2014
Lidingö,Bodals skola,Kommunal,Lidingö,98780182,..,..,"82,1",~100,"235,3",..,..,..,..,..,2014
Lidingö,Högsätra skola 6-9,Kommunal,Lidingö,49631077,..,..,"85,1",~100,"233,0",..,..,.,..,..,2014
Lidingö,Källängens skola,Kommunal,Lidingö,69329486,126,"100,0","96,0","100,0","256,3",.,.,.,.,.,2014
Lidingö,Käppala skola 5-9,Kommunal,Lidingö,20137688,58,"100,0","94,8",~100,"240,0",.,.,.,.,.,2014
Lidingö,Torsviks skola 7-9,Kommunal,Lidingö,45104329,123,"100,0","95,9",~100,"253,1",.,.,.,.,.,2014
Lidingö,Vittra på Lidingö,Enskild,Vittraskolorna AB,46585145,18,"100,0","100,0","100,0","250,6",.,.,.,.,.,2014
Lidköping,Broholmskolan,Enskild,Broholmskolans Ek. För.,98083121,35,"100,0","85,7",~100,"210,9",.,.,.,.,.,2014
Lidköping,Dalängskolan,Kommunal,Lidköping,37707717,146,"100,0","86,3","91,8","226,0",.,.,.,.,.,2014
Lidköping,Fredriksdalskolan,Kommunal,Lidköping,25486432,..,..,"90,6","93,8","222,9",..,..,..,..,..,2014
Lidköping,Rudenschöldskolan,Kommunal,Lidköping,52152242,..,..,"79,5","88,6","213,8",..,..,.,.,.,2014
Lilla Edet,Fuxernaskolan 7-9,Kommunal,Lilla Edet,22512947,..,..,"76,1","88,1","200,3",..,..,.,.,..,2014
Lilla Edet,Tingbergsskolan 4-9,Kommunal,Lilla Edet,48148032,55,"100,0","56,4","76,4","183,9",.,.,.,.,.,2014
Lilla Edet,"Nya Skolan, Lilla Edet",Enskild,Nya Skolan Trollhättan AB,74771085,13,"100,0","84,6",~100,"232,5",.,.,.,.,.,2014
Lindesberg,Fröviskolan 7-9,Kommunal,Lindesberg,81993942,..,..,"64,7","85,3","195,0",..,..,.,..,..,2014
Lindesberg,Stadsskogsskolan 1,Kommunal,Lindesberg,11576148,..,..,"64,4","79,5","198,4",..,..,.,.,..,2014
Lindesberg,Stadsskogsskolan 2,Kommunal,Lindesberg,29424201,..,..,"63,0","74,1","189,2",..,..,.,.,..,2014
Lindesberg,Storåskolan,Kommunal,Lindesberg,88486410,..,..,"71,0","80,6","208,4",..,..,.,.,..,2014
Linköping,Engelska Skolan i Linköping,Enskild,Internationella Engelska Skolan i Sverige AB,82086591,126,"100,0","96,0","100,0","256,4",.,.,.,.,.,2014
Linköping,Kunskapsskolan Linköping,Enskild,Kunskapsskolan i Sverige AB,67505597,17,"100,0","58,8","70,6","222,2",.,.,.,.,.,2014
Linköping,Berzeliusskolan 5,Kommunal,Linköping,20474564,..,..,"88,8","95,0","220,9",..,..,..,..,..,2014
Linköping,Berzeliusskolan 6,Kommunal,Linköping,39169577,..,..,..,..,..,..,..,.,.,.,2014
Linköping,Ekholmsskolan,Kommunal,Linköping,96360048,83,"100,0","73,5","80,7","212,9",.,.,.,.,.,2014
Linköping,Folkungaskolan grundskola,Kommunal,Linköping,65857121,99,"100,0","99,0","100,0","261,9",.,.,.,.,.,2014
Linköping,Internationella skolan Atlas,Kommunal,Linköping,84408578,..,..,"89,4","100,0","264,1",..,..,..,..,..,2014
Linköping,Kungsbergsskolan 7-9,Kommunal,Linköping,69901106,122,"100,0","81,1","92,6","214,3",.,.,.,.,.,2014
Linköping,Kärna skola 7-9,Kommunal,Linköping,61094173,54,"100,0","87,0",~100,"212,8",.,.,.,.,.,2014
Linköping,Linghemsskolan,Kommunal,Linköping,93274980,72,"100,0","88,9",~100,"214,7",.,.,.,.,.,2014
Linköping,Ljungsbro skola 7-9,Kommunal,Linköping,85992138,49,"100,0","71,4",~100,"189,7",.,.,.,.,.,2014
Linköping,Nya Rydsskolan 7-9,Kommunal,Linköping,28438233,..,..,"50,0","65,4","187,3",..,..,..,..,..,2014
Linköping,Skäggetorpskolan,Kommunal,Linköping,46577157,..,..,"45,2","58,1","167,4",..,..,..,..,..,2014
Linköping,Slussenskolan,Kommunal,Linköping,77844194,..,..,.,..,..,..,..,.,.,.,2014
Linköping,Stångåskolan,Kommunal,Linköping,25519969,..,..,.,.,..,..,..,.,.,.,2014
Linköping,Tinnerbäcksskolan,Kommunal,Linköping,24877681,..,..,.,.,..,..,..,.,.,.,2014
Linköping,Tokarpsskolan 6-9,Kommunal,Linköping,68326694,60,"100,0","85,0","91,7","222,0",.,.,.,.,.,2014
Linköping,Tornhagsskolan 6-9,Kommunal,Linköping,75688028,..,..,"70,9","92,4","221,2",..,..,.,.,..,2014
Linköping,Ånestadsskolan 7-9,Kommunal,Linköping,94866114,76,"79,2","65,8","69,7","193,1",20,"20,8",..,..,"107,5",2014
Linköping,Nya Munken,Enskild,Nya Munken AB,76521863,175,"100,0","88,0","95,4","225,9",.,.,.,.,.,2014
Linköping,Pandionskolan,Enskild,Pandion Omsorg AB,16928929,..,..,.,..,..,..,..,.,.,.,2014
Linköping,Dar Al Uloum skola,Enskild,Stiftelsen Dar Al Uloum i Linköping,80769468,..,..,..,..,..,..,..,.,.,.,2014
Linköping,Björkö friskola,Enskild,Stiftelsen Waldorfpedagogik i Vreta Kloster,78992223,25,"100,0","84,0",~100,"221,4",.,.,.,.,.,2014
Linköping,Klara Privata skola Linköping,Enskild,Theducation AB,31658010,25,"100,0","52,0",~100,"206,0",.,.,.,.,.,2014
Linköping,Vittra Lambohov,Enskild,Vittraskolorna AB,26255239,26,"100,0","88,5",~100,"240,2",.,.,.,.,.,2014
Ljungby,"Karl-Oskarskolan, Ljungby",Enskild,Karl-Oskar Utbildning AB,59021648,17,"100,0","88,2",~100,"225,1",.,.,.,.,.,2014
Ljungby,Astradskolan 1,Kommunal,Ljungby,83388272,103,"100,0","94,2","100,0","240,0",.,.,.,.,.,2014
Ljungby,Kungshögsskolan 2,Kommunal,Ljungby,87262274,..,..,"76,2","76,2","193,6",..,..,..,..,..,2014
Ljungby,Kungshögsskolan 3,Kommunal,Ljungby,96958960,..,..,"82,2","92,2","224,7",..,..,..,..,..,2014
Ljungby,Åbyskolan 2,Kommunal,Ljungby,75853223,..,..,"87,5",~100,"219,3",..,..,..,..,..,2014
Ljusdal,Friskolan Vintergatan,Enskild,Friskolan Vintergatan Ek. För.,62270371,35,"100,0","88,6",~100,"210,9",.,.,.,.,.,2014
Ljusdal,Färila skola,Kommunal,Ljusdal,36425969,..,..,"88,9",~100,"208,4",..,..,.,.,..,2014
Ljusdal,Los skola,Kommunal,Ljusdal,87366152,..,..,..,..,..,..,..,.,.,.,2014
Ljusdal,Ramsjö skola,Kommunal,Ljusdal,27980866,..,..,..,..,..,..,..,.,.,.,2014
Ljusdal,Stenhamreskolan 7-9,Kommunal,Ljusdal,48142004,..,..,"61,0","85,4","195,0",..,..,..,..,..,2014
Ljusdal,Öjeskolan,Kommunal,Ljusdal,47378558,..,..,"80,0","87,5","210,6",..,..,.,.,..,2014
Ljusdal,Tallbacken,Enskild,Tallbackenhuset AB,84673347,21,"100,0","90,5",~100,"231,0",.,.,.,.,.,2014
Ljusnarsberg,Kyrkbacksskolan,Kommunal,Ljusnarsberg,82038420,51,"100,0","47,1","76,5","174,4",.,.,.,.,.,2014
Lomma,Bjärehovskolan,Kommunal,Lomma,41254600,..,..,"96,1",~100,"244,9",..,..,.,.,..,2014
Lomma,Pilängskolan,Kommunal,Lomma,15610637,..,..,"90,4","94,8","233,1",..,..,.,.,..,2014
Lomma,Rutsborgskolan,Kommunal,Lomma,19570704,45,"100,0","95,6",~100,"236,6",.,.,.,.,.,2014
Lomma,Montessoriskolan i Bjärred,Enskild,Montessori-Bjerred Ek. För.,52025747,..,..,"89,5",~100,"248,2",..,..,.,.,..,2014
Ludvika,Fredriksbergs skola,Kommunal,Ludvika,88233361,..,..,..,..,..,..,..,.,.,.,2014
Ludvika,Kyrkskolan 7-9,Kommunal,Ludvika,28230949,..,..,"72,7","86,0","200,8",..,..,.,.,..,2014
Ludvika,Lorensbergaskolan 7-9,Kommunal,Ludvika,47736072,..,..,"78,0","88,0","199,9",..,..,..,..,..,2014
Ludvika,Parkskolan,Kommunal,Ludvika,61260328,42,"100,0","61,9","76,2","181,0",.,.,.,.,.,2014
Luleå,Nya Läroverket,Enskild,B&G Läroverket AB,82183259,..,..,"97,6","100,0","243,8",..,..,..,..,..,2014
Luleå,Nya Läroverket Bergnäset,Enskild,B&G Läroverket AB,52734580,..,..,..,..,..,..,..,.,.,.,2014
Luleå,Bergskolan,Kommunal,Luleå,72942852,..,..,"95,2",~100,"227,2",..,..,.,.,..,2014
Luleå,Björkskataskolan,Kommunal,Luleå,89477984,..,..,"92,8",~100,"229,9",..,..,.,.,..,2014
Luleå,Hertsöskolan 7-9,Kommunal,Luleå,15579589,..,..,"86,2","92,3","223,0",..,..,..,..,..,2014
Luleå,Kråkbergsskolan,Kommunal,Luleå,46323920,55,"100,0","98,2","100,0","242,7",.,.,.,.,.,2014
Luleå,Montessori,Kommunal,Luleå,35085794,31,"100,0","83,9",~100,"222,5",.,.,.,.,.,2014
Luleå,Residensskolan 7-9,Kommunal,Luleå,73462793,49,"100,0","79,6","89,8","221,3",.,.,.,.,.,2014
Luleå,Råneskolan 7-9,Kommunal,Luleå,22462490,..,..,"89,6",~100,"219,1",..,..,..,..,..,2014
Luleå,Stadsöskolan 7-9,Kommunal,Luleå,95536453,..,..,"95,7",~100,"235,3",..,..,.,.,..,2014
Luleå,Tunaskolan 7-9,Kommunal,Luleå,43539193,43,"100,0","79,1","86,0","206,5",.,.,.,.,.,2014
Luleå,Örnässkolan 7-9,Kommunal,Luleå,20104143,..,..,"81,5",~100,"207,0",..,..,.,.,..,2014
Luleå,Norrskenets Friskola i Luleå,Enskild,Pysslingen Förskolor och Skolor AB,55520065,62,"100,0","90,3","90,3","234,3",.,.,.,.,.,2014
Lund,Bilingual Montes.school  Lund,Enskild,Bilingual Montessori School Of Lund Ek. För.,75154610,17,"100,0","100,0","100,0","273,1",.,.,.,.,.,2014
Lund,Freinetskolan i Lund,Enskild,"Freinetskolan i Lund, Ideell Förening",60492534,16,"100,0","87,5",~100,"228,1",.,.,.,.,.,2014
Lund,Lunds Montessorigrundskola,Enskild,Föreningen Lunds Montessorigrundskola,70044059,21,"100,0","95,2",~100,"257,6",.,.,.,.,.,2014
Lund,Kunskapsskolan Lund,Enskild,Kunskapsskolan i Sverige AB,52037312,76,"100,0","96,1",~100,"249,1",.,.,.,.,.,2014
Lund,Ekelundsskolan,Kommunal,Lund,15466912,..,..,..,..,..,..,..,.,.,.,2014
Lund,Fågelskolan,Kommunal,Lund,91670988,..,..,"80,0","85,0","210,8",..,..,.,..,..,2014
Lund,Fågelskolan LIG,Kommunal,Lund,37859279,..,..,.,.,..,..,..,.,.,.,2014
Lund,Fåglasång,Kommunal,Lund,88136040,..,..,.,.,..,..,..,.,.,.,2014
Lund,Fäladsgården,Kommunal,Lund,54391347,..,..,"79,5","92,0","234,1",..,..,..,..,..,2014
Lund,Fäladsgården LIG,Kommunal,Lund,52748045,..,..,..,..,..,..,..,.,.,.,2014
Lund,Genarps skola,Kommunal,Lund,42589243,28,"100,0","67,9","82,1","211,3",.,.,.,.,.,2014
Lund,Gunnesboskolan,Kommunal,Lund,91672607,56,"100,0","85,7",~100,"227,6",.,.,.,.,.,2014
Lund,"Höjebroskolan, LSR",Kommunal,Lund,28257733,..,..,.,.,.,..,..,.,.,.,2014
Lund,Järnåkraskolan 4-9,Kommunal,Lund,39307298,88,"100,0","87,5","90,9","236,7",.,.,.,.,.,2014
Lund,Killebäckskolan,Kommunal,Lund,88266589,..,..,"90,6","94,1","233,5",..,..,..,..,..,2014
Lund,Lerbäckskolan,Kommunal,Lund,81923307,..,..,"93,4",~100,"242,5",..,..,.,..,..,2014
Lund,Lerbäckskolan BG,Kommunal,Lund,95230714,..,..,.,.,..,..,..,.,.,.,2014
Lund,Nya Almelundsskolan,Kommunal,Lund,92834089,..,..,.,..,..,..,..,.,.,.,2014
Lund,Nyvångskolan,Kommunal,Lund,29004993,72,"100,0","88,9",~100,"242,4",.,.,.,.,.,2014
Lund,Nyvångskolan LIG,Kommunal,Lund,83378388,..,..,.,..,..,..,..,.,.,.,2014
Lund,Svaleboskolan,Kommunal,Lund,53063984,77,"100,0","96,1",~100,"240,4",.,.,.,.,.,2014
Lund,Svaneskolan,Kommunal,Lund,67020135,90,"100,0","87,8","94,4","252,2",.,.,.,.,.,2014
Lund,Tunaskolan,Kommunal,Lund,46811001,76,"100,0","88,2",~100,"250,6",.,.,.,.,.,2014
Lund,Tunaskolan LIG,Kommunal,Lund,11731664,..,..,..,..,..,..,..,.,.,.,2014
Lund,Vikingaskolan,Kommunal,Lund,68201054,..,..,"78,6",~100,"233,5",..,..,..,..,..,2014
Lund,Vikingaskolan BG,Kommunal,Lund,91962201,..,..,.,.,.,..,..,.,.,..,2014
Lund,Värpingeskolan,Kommunal,Lund,15421898,..,..,.,..,..,..,..,.,.,.,2014
Lund,Önneslövskolan,Kommunal,Lund,41615217,..,..,..,..,..,..,..,.,.,.,2014
Lund,Östratornskolan,Kommunal,Lund,41430370,..,..,"86,7",~100,"248,8",..,..,..,..,..,2014
Lund,Maria Montessori-skolan,Enskild,Pysslingen Förskolor och Skolor AB,40248457,21,"100,0","85,7",~100,"256,4",.,.,.,.,.,2014
Lund,Lunds Waldorfskola,Enskild,Stift. Lunds waldorfskola 845000-8415,96533068,17,"100,0","82,4","100,0","243,7",.,.,.,.,.,2014
Lund,Sankt Thomas Skola,Enskild,Stiftelsen S:T Thomas Skola,28753548,..,..,..,..,..,..,..,..,..,..,2014
Lycksele,Finnbacksskolan,Kommunal,Lycksele,35637430,..,..,"80,5","94,5","212,9",..,..,.,.,..,2014
Lysekil,Gullmarsskolan 7-9,Kommunal,Lysekil,12247315,..,..,"73,5","83,1","206,6",..,..,..,..,..,2014
Malmö,Videdals privatskolor,Enskild,AB Videdals Privatskolor,31996111,15,"100,0","100,0","100,0","278,5",.,.,.,.,.,2014
Malmö,Bladins grundskola,Enskild,"Bladins Skola, Stiftelsen",57534630,23,"100,0","95,7","100,0","263,8",.,.,.,.,.,2014
Malmö,Bladins Intern School of Malmö,Enskild,"Bladins Skola, Stiftelsen",78986228,34,"77,3",.,.,.,10,"22,7",.,.,.,2014
Malmö,Europaportens grundskola,Enskild,Europaportens Skolor AB,24339301,21,"100,0","95,2",~100,"275,0",.,.,.,.,.,2014
Malmö,Backaskolan,Enskild,Föreningen Backaskolan,55040455,27,"100,0","77,8","100,0","243,8",.,.,.,.,.,2014
Malmö,Kastanjeskolan,Enskild,Föreningen Kastanjeskolan,19024032,22,"100,0","77,3",~100,"217,6",.,.,.,.,.,2014
Malmö,Malmö Montessoriskola,Enskild,"Hemgårdar i Malmö, Föreningen",13299659,30,"100,0","93,3",~100,"254,5",.,.,.,.,.,2014
Malmö,Boukefs Privatskola,Enskild,Hergla Fastighetsbolag AB,68849385,12,"100,0","100,0","100,0","238,5",.,.,.,.,.,2014
Malmö,Humfryskolan,Enskild,Humfry Utbildning AB,91823719,..,..,"75,0",~100,"223,5",..,..,..,..,..,2014
Malmö,Kilowattskolan i Malmö,Enskild,Kilowatt AB,61317595,11,"100,0",..,..,"136,0",.,.,.,.,.,2014
Malmö,Apelgårdsskolan,Kommunal,Malmö,56672773,..,..,"24,5","47,2","158,9",..,..,..,..,..,2014
Malmö,Augustenborgsskolan,Kommunal,Malmö,89876778,..,..,"60,9","80,9","206,7",..,..,.,.,..,2014
Malmö,Bergaskolan 6-9,Kommunal,Malmö,40035084,140,"100,0","92,9",~100,"245,9",.,.,.,.,.,2014
Malmö,Bäckagårdsskolan,Kommunal,Malmö,12636945,56,"100,0","87,5",~100,"234,4",.,.,.,.,.,2014
Malmö,Dammfriskolan,Kommunal,Malmö,48874671,..,..,"62,0","84,0","204,4",..,..,.,..,..,2014
Malmö,Gottorpskolan,Kommunal,Malmö,56363473,..,..,"81,5","83,1","220,0",..,..,..,..,..,2014
Malmö,Hermodsdalsskolan,Kommunal,Malmö,56666435,..,..,"63,2","65,8","198,6",..,..,..,..,..,2014
Malmö,Höjaskolan,Kommunal,Malmö,99835038,57,"100,0","71,9","89,5","211,9",.,.,.,.,.,2014
Malmö,Johannesskolan,Kommunal,Malmö,82797662,..,..,"60,0","72,0","213,4",..,..,.,.,.,2014
Malmö,Kirsebergsskolan,Kommunal,Malmö,25054799,..,..,"54,1","67,6","190,2",..,..,..,..,..,2014
Malmö,Kroksbäcksskolan,Kommunal,Malmö,98745015,..,..,"61,5","75,4","198,2",..,..,.,..,..,2014
Malmö,Lindeborgsskolan,Kommunal,Malmö,22509001,..,..,"72,7","81,8","211,9",..,..,..,..,..,2014
Malmö,Lindängeskolan,Kommunal,Malmö,75875503,..,..,"61,8","69,1","216,7",..,..,..,..,..,2014
Malmö,Linnéskolan,Kommunal,Malmö,63951601,51,"100,0","82,4",~100,"220,9",.,.,.,.,.,2014
Malmö,Malmö Idrottsgrundskola,Kommunal,Malmö,71454628,54,"100,0","94,4",~100,"253,0",.,.,.,.,.,2014
Malmö,Malmö International School,Kommunal,Malmö,56446897,..,..,"80,0",~100,"265,5",..,..,.,.,..,2014
Malmö,Mottagningsskolan Mosaik,Kommunal,Malmö,58937869,27,"35,5",.,.,"27,7",49,"64,5",.,.,"31,5",2014
Malmö,Munkhätteskolan,Kommunal,Malmö,74972690,..,..,"48,8","67,4","178,7",..,..,.,.,..,2014
Malmö,Möllevångsskolan,Kommunal,Malmö,88590084,32,"100,0","50,0","78,1","188,7",.,.,.,.,.,2014
Malmö,Olympen,Kommunal,Malmö,87991089,..,..,..,..,..,..,..,.,.,.,2014
Malmö,Oxievångsskolan,Kommunal,Malmö,64402572,..,..,"75,5","83,6","210,6",..,..,..,..,..,2014
Malmö,Pilbäcksskolan,Kommunal,Malmö,85007077,48,"100,0","87,5",~100,"225,2",.,.,.,.,.,2014
Malmö,Rönnenskolan,Kommunal,Malmö,93599910,26,"100,0","84,6",~100,"224,1",.,.,.,.,.,2014
Malmö,Rörsjöskolan-Zenith,Kommunal,Malmö,83861471,..,..,"53,1","81,6","206,2",..,..,.,..,..,2014
Malmö,Sakura,Kommunal,Malmö,89945429,..,..,..,..,..,..,..,.,.,.,2014
Malmö,Slottsstadens skola,Kommunal,Malmö,92862757,..,..,"93,2",~100,"242,2",..,..,..,..,..,2014
Malmö,Sofielundsskolan,Kommunal,Malmö,65836771,..,..,"36,7","53,3","183,3",..,..,..,..,..,2014
Malmö,Sorgenfriskolan,Kommunal,Malmö,67130748,36,"100,0","61,1","83,3","197,8",.,.,.,.,.,2014
Malmö,Stenkulaskolan,Kommunal,Malmö,85082785,..,..,"53,5","69,8","189,5",..,..,..,..,..,2014
Malmö,Strandskolan,Kommunal,Malmö,61199979,40,"100,0","90,0",~100,"243,7",.,.,.,.,.,2014
Malmö,Söderkullaskolan,Kommunal,Malmö,66656783,..,..,"65,2","79,3","209,5",..,..,.,.,..,2014
Malmö,Team Munkhättan,Kommunal,Malmö,87253745,..,..,..,..,..,..,..,.,.,.,2014
Malmö,Velanderskolan,Kommunal,Malmö,71203301,..,..,..,..,..,..,..,.,.,.,2014
Malmö,Videdalsskolan,Kommunal,Malmö,37324136,..,..,"76,7","87,7","217,2",..,..,..,..,..,2014
Malmö,Värner Rydénskolan,Kommunal,Malmö,65099615,..,..,"27,5","50,0","158,2",..,..,.,..,..,2014
Malmö,Västra Hamnens skola,Kommunal,Malmö,28640213,..,..,"86,5","90,4","239,1",..,..,.,.,..,2014
Malmö,Malmö Friskola,Enskild,Malmö Friskola AB,75599504,..,..,..,..,..,..,..,.,.,.,2014
Malmö,Mariaskolan,Enskild,Mariaskolan,67272295,21,"100,0","95,2",~100,"245,2",.,.,.,.,.,2014
Malmö,Runstyckets skola,Enskild,Runstyckets Förskola AB,57386343,21,"100,0","95,2",~100,"235,0",.,.,.,.,.,2014
Malmö,Sveaskolan,Enskild,Sveaskolan AB,54725950,48,"100,0","100,0","100,0","247,7",.,.,.,.,.,2014
Malmö,Resursskolan UngArt,Enskild,Ungart AB,89498184,..,..,..,..,..,..,..,.,.,.,2014
Malmö,Vittra Västra hamnen,Enskild,Vittraskolorna AB,13495830,34,"100,0","64,7","82,4","230,2",.,.,.,.,.,2014
Malmö,Montessorigrundskolan Maria,Enskild,Åkerman Management AB,45776214,17,"100,0","94,1","100,0","244,1",.,.,.,.,.,2014
Malmö,Ängsdals skola,Enskild,Ängsdals skolor AB,34314029,25,"100,0","100,0","100,0","250,2",.,.,.,.,.,2014
