skolverket_kommunnamn,skolverket_skolnamn,school_unit,huvudman,skolverket_school_subject,skolverket_tot_m_betyg_tcv200,skolverket_fli_m_betyg_tcv200,skolverket_poj_m_betyg_tcv200,skolverket_tot_andel_ae_tcv200,skolverket_fli_andel_ae_tcv200,skolverket_poj_andel_ae_tcv200,skolverket_tot_gbp_tcv200,skolverket_fli_gbp_tcv200,skolverket_poj_gbp_tcv200,year
Ekerö,Ekebyhovskolan,99373839,Kommunal,Samhällskunskap,20,..,..,"100,0",..,"100,0","15,8",..,"15,4",2014
Ekerö,Sundsgården skola,14571770,Enskild,Samhällskunskap,..,.,..,..,.,..,..,.,..,2014
Enköping,Korsängsskolan,96757645,Kommunal,Samhällskunskap,50,24,26,~100,~100,~100,"12,5","13,2","11,8",2014
Eskilstuna,Skiftingehus 7-9,73348838,Kommunal,Samhällskunskap,46,22,24,~100,~100,~100,"11,3","12,2","10,5",2014
Eskilstuna,Stålforsskolan 1 7-9,73039560,Kommunal,Samhällskunskap,105,44,61,"81,0","86,4","77,0","9,5","10,9","8,5",2014
Eskilstuna,Stålforsskolan 2 7-9,76124360,Kommunal,Samhällskunskap,112,70,42,"86,6","88,6","83,3","11,2","11,7","10,4",2014
Eskilstuna,Tegelviken F-9,78673553,Kommunal,Samhällskunskap,38,18,20,"100,0","100,0","100,0","14,7","15,7","13,9",2014
Falkenberg,Falkenbergs Montessoriskola,78647439,Kommunal,Samhällskunskap,16,..,..,~100,..,..,"15,8","15,8",..,2014
Falkenberg,Tullbroskolan 2,59799831,Kommunal,Samhällskunskap,55,27,28,~100,"100,0",~100,"12,8","14,7","11,0",2014
Falkenberg,Tångaskolan 6-9,60510073,Kommunal,Samhällskunskap,68,32,36,~100,~100,~100,"13,2","13,8","12,6",2014
Falkenberg,Vesterhavsskolan,35136963,Enskild,Samhällskunskap,51,18,33,"100,0","100,0","100,0","15,4","16,4","14,8",2014
Falköping,Centralskolan 6-9,17911537,Kommunal,Samhällskunskap,..,.,..,..,.,..,..,.,..,2014
Falköping,Kinnarpsskolan,15357005,Kommunal,Samhällskunskap,..,.,..,..,.,..,..,.,..,2014
Falköping,Kyrkerörsskolan,78444521,Kommunal,Samhällskunskap,91,43,48,"94,5",~100,~100,"12,4","13,7","11,2",2014
Falköping,Vårkullens skolveckohem,43911053,Enskild,Samhällskunskap,..,.,..,.,.,.,..,.,..,2014
Falun,Friskolan Mosaik,65494903,Enskild,Samhällskunskap,21,..,..,"100,0","100,0",..,"16,8","16,6",..,2014
Filipstad,Stålvallaskolan,37648787,Kommunal,Samhällskunskap,14,..,..,~100,..,..,"8,0",..,"7,3",2014
Finspång,Nyhemsskolan 7-9,65487720,Kommunal,Samhällskunskap,104,49,55,~100,~100,~100,"11,7","12,1","11,3",2014
Flen,Bruksskolan,59846075,Kommunal,Samhällskunskap,22,..,..,~100,"100,0",..,"12,3","12,9",..,2014
Flen,Stenhammarskolan,81546814,Kommunal,Samhällskunskap,79,36,43,"91,1",~100,~100,"11,1","11,1","11,0",2014
Gnesta,Frejaskolan 6-9,71986467,Kommunal,Samhällskunskap,78,38,40,~100,~100,~100,"12,2","13,0","11,6",2014
Gotland,Atheneskolan,52229866,Enskild,Samhällskunskap,43,26,17,~100,"100,0",~100,"13,6","14,5","12,2",2014
Gotland,Fårösundsskolan,68188627,Kommunal,Samhällskunskap,10,..,..,..,..,..,"12,3",..,..,2014
Gotland,"Guteskolan, grundskola",42518434,Enskild,Samhällskunskap,23,..,..,~100,..,~100,"11,8",..,"12,0",2014
Gällivare,Myranskolan LMH,82657877,Kommunal,Samhällskunskap,16,..,..,~100,..,..,"12,8",..,..,2014
Gällivare,Tallbackaskolan MH,68699648,Kommunal,Samhällskunskap,28,12,16,~100,"100,0",~100,"12,9","14,8","11,6",2014
Gävle,Lillhagsskolan,51387807,Kommunal,Samhällskunskap,79,45,34,"92,4",~100,"85,3","11,8","12,7","10,7",2014
Gävle,Solängsskolan,58984764,Kommunal,Samhällskunskap,140,78,62,"95,7","100,0","90,3","14,3","15,7","12,6",2014
Göteborg,Brunnsboskolan 6-9,47880725,Kommunal,Samhällskunskap,61,36,25,"90,2",~100,~100,"12,9","14,1","11,2",2014
Göteborg,Bräckeskolan,85329103,Kommunal,Samhällskunskap,37,14,23,~100,~100,"100,0","13,0","11,3","14,0",2014
Göteborg,Ebba Petterssons Grundskola,88247874,Enskild,Samhällskunskap,95,43,52,~100,"100,0",~100,"13,9","14,6","13,3",2014
Göteborg,Ekåsa skola och internat,93540606,Kommunal,Samhällskunskap,..,..,..,..,..,..,..,..,..,2014
Göteborg,Fenestra Centrum,87139814,Enskild,Samhällskunskap,64,30,34,~100,~100,"100,0","13,2","13,7","12,7",2014
Göteborg,Flatåsskolan 3,98780126,Kommunal,Samhällskunskap,..,..,..,..,..,..,..,..,..,2014
Göteborg,Freinetskolan Bild & Form,31872640,Enskild,Samhällskunskap,24,..,..,"100,0","100,0",..,"14,2","14,2",..,2014
Göteborg,Glöstorpsskolan 7-9,85656343,Kommunal,Samhällskunskap,23,..,..,~100,"100,0",..,"11,6","13,8",..,2014
Göteborg,Gårdstensskolan 4-9,55886598,Kommunal,Samhällskunskap,43,21,22,"69,8","76,2","63,6","8,3","9,4","7,3",2014
Göteborg,Hjällboskolan 6-9,63925456,Kommunal,Samhällskunskap,91,38,53,"64,8","78,9","54,7","7,2","9,1","5,9",2014
Göteborg,Kunskapsskolan Krokslätt,83045482,Enskild,Samhällskunskap,62,34,28,"100,0","100,0","100,0","14,1","14,7","13,4",2014
Göteborg,Lindåsskolan 4-9,61845870,Kommunal,Samhällskunskap,64,33,31,"100,0","100,0","100,0","14,8","15,2","14,4",2014
Göteborg,Nordlyckeskolan,93002896,Kommunal,Samhällskunskap,133,58,75,"100,0","100,0","100,0","15,4","16,6","14,5",2014
Göteborg,Nygårdsskolan 4-9,65651613,Kommunal,Samhällskunskap,63,27,36,"100,0","100,0","100,0","14,4","15,2","13,8",2014
Göteborg,Nytorpsskolan 4-9,16396010,Kommunal,Samhällskunskap,50,21,29,"86,0",~100,"82,8","11,2","11,2","11,2",2014
Göteborg,Rambergsskolan 7-9,42348410,Kommunal,Samhällskunskap,30,15,15,~100,"100,0",~100,"11,4","12,0","10,8",2014
Göteborg,Ryaskolan F-9,28890717,Kommunal,Samhällskunskap,30,13,17,"66,7",..,"70,6","7,4","6,7","7,9",2014
Göteborg,Victoriaskolan,80678068,Enskild,Samhällskunskap,33,15,18,~100,"100,0",~100,"13,6","13,7","13,6",2014
Göteborg,Vittra Kronhusparken,67543412,Enskild,Samhällskunskap,51,20,31,"100,0","100,0","100,0","14,0","14,5","13,6",2014
Götene,Västerbyskolan,78301783,Kommunal,Samhällskunskap,49,19,30,~100,"100,0",~100,"13,7","14,3","13,3",2014
Hagfors,Kyrkhedens skola 4-9,64460662,Kommunal,Samhällskunskap,49,23,26,~100,~100,~100,"11,3","11,6","11,0",2014
Hallsberg,Transtenskolan,63503591,Kommunal,Samhällskunskap,96,41,55,"87,5","100,0","78,2","10,7","13,0","9,0",2014
Halmstad,Gullbrandstorpsskolan 1,74772092,Kommunal,Samhällskunskap,41,18,23,~100,~100,"100,0","13,0","13,8","12,5",2014
Halmstad,Stenstorpsskolan 1,52347444,Kommunal,Samhällskunskap,49,25,24,"100,0","100,0","100,0","14,1","14,2","14,0",2014
Halmstad,Vittra Halmstad,61582926,Enskild,Samhällskunskap,29,15,14,"100,0","100,0","100,0","13,4","14,7","12,0",2014
Hammarö,Hammarlundens skola 7-9,95243847,Kommunal,Samhällskunskap,93,46,47,"100,0","100,0","100,0","15,6","16,7","14,6",2014
Haninge,Deltaskolan,73926940,Enskild,Samhällskunskap,12,..,..,"100,0",..,..,"15,0",..,..,2014
Haninge,Utö skola,86577795,Kommunal,Samhällskunskap,..,..,..,..,..,..,..,..,..,2014
Heby,Heby skola 7-9,36374693,Kommunal,Samhällskunskap,65,29,36,~100,"100,0",~100,"11,7","13,1","10,6",2014
Helsingborg,Corpore Byskola,19676761,Enskild,Samhällskunskap,..,..,..,..,.,..,..,..,..,2014
Helsingborg,PeterSvenskolan Helsingborg 2,49050798,Enskild,Samhällskunskap,110,55,55,~100,"100,0",~100,"14,0","14,5","13,5",2014
Helsingborg,Påarps skola,66351593,Kommunal,Samhällskunskap,53,15,38,~100,"100,0",~100,"11,0","12,7","10,3",2014
Helsingborg,Slottsvångsskolan,63957271,Kommunal,Samhällskunskap,20,..,..,~100,~100,..,"10,3","9,8",..,2014
Helsingborg,Västra Alléskolan,57590681,Enskild,Samhällskunskap,..,..,..,..,..,..,..,..,..,2014
Helsingborg,Wieselgrensskolan,51014228,Kommunal,Samhällskunskap,79,38,41,"86,1",~100,"75,6","11,2","13,3","9,3",2014
Herrljunga,Altorpskolan,24142437,Kommunal,Samhällskunskap,88,50,38,~100,"100,0",~100,"13,0","13,7","12,0",2014
Huddinge,Annerstaskolan,79012683,Kommunal,Samhällskunskap,82,31,51,"92,7",~100,"90,2","10,6","10,9","10,5",2014
Huddinge,Trångsundsskolan,42601396,Kommunal,Samhällskunskap,64,37,27,"100,0","100,0","100,0","13,6","14,1","12,8",2014
Hudiksvall,Ede skola,83627088,Kommunal,Samhällskunskap,47,24,23,"74,5",~100,"65,2","9,7","11,5","7,9",2014
Hudiksvall,Glada Hudikskolan,63507156,Enskild,Samhällskunskap,43,22,21,"76,7",~100,"61,9","9,6","11,8","7,3",2014
Hudiksvall,Läroverket,23786565,Kommunal,Samhällskunskap,120,67,53,"90,0","92,5","86,8","11,9","12,9","10,6",2014
Hylte,Labora Grundskola,48694604,Enskild,Samhällskunskap,..,..,..,..,..,..,..,..,..,2014
Hällefors,Klockarhagsskolan,38657898,Kommunal,Samhällskunskap,69,33,36,~100,~100,~100,"10,7","11,1","10,3",2014
Härjedalen,Funäsdalens skola,72295998,Kommunal,Samhällskunskap,15,..,..,"100,0",..,"100,0","12,5",..,"11,8",2014
Härjedalen,Sonfjällsskolan,85325551,Kommunal,Samhällskunskap,26,15,11,~100,~100,"100,0","13,5","14,0","12,7",2014
Härnösand,Murbergsskolan,93068004,Kommunal,Samhällskunskap,71,35,36,"93,0",~100,~100,"12,3","11,9","12,8",2014
Härryda,Rävlandaskolan,34127854,Kommunal,Samhällskunskap,45,20,25,"100,0","100,0","100,0","13,8","13,5","14,1",2014
Hässleholm,Bjärnums skola 4-9,83878055,Kommunal,Samhällskunskap,44,17,27,~100,"100,0",~100,"14,1","15,4","13,2",2014
Hässleholm,T4-skolan F-9,76278008,Kommunal,Samhällskunskap,39,20,19,~100,~100,"100,0","11,9","11,8","12,1",2014
Hässleholm,T4-skolan Montessori 1-9,28804882,Kommunal,Samhällskunskap,19,..,..,"100,0","100,0",..,"12,9","13,8",..,2014
Hässleholm,Tyringe skola 7-9,98064311,Kommunal,Samhällskunskap,70,34,36,~100,~100,~100,"12,2","13,1","11,3",2014
Hässleholm,Västerskolan 7-9,91571086,Kommunal,Samhällskunskap,54,24,30,~100,~100,~100,"12,1","12,6","11,7",2014
Höganäs,Brunnbyskolan,95113658,Enskild,Samhällskunskap,13,..,..,~100,..,..,"15,0",..,..,2014
Höganäs,Nyhamnsskolan,28226699,Kommunal,Samhällskunskap,40,17,23,"100,0","100,0","100,0","13,4","15,0","12,3",2014
Högsby,Fröviskolan,26879428,Kommunal,Samhällskunskap,68,40,28,"85,3","87,5","82,1","12,2","13,5","10,4",2014
Järfälla,Viksjöskolan,98925408,Kommunal,Samhällskunskap,160,79,81,~100,~100,~100,"12,5","13,1","11,8",2014
Järfälla,Vittra Jakobsberg,66634449,Enskild,Samhällskunskap,28,14,14,"100,0","100,0","100,0","14,6","15,4","13,8",2014
Jönköping,Engelska Skolan i Jönköping,86499334,Enskild,Samhällskunskap,116,63,53,~100,"100,0",~100,"13,4","14,1","12,6",2014
Jönköping,Flahultsskolan,28849109,Kommunal,Samhällskunskap,130,63,67,"96,2",~100,~100,"11,8","13,0","10,6",2014
Jönköping,Grennaskolan GR,66533280,Enskild,Samhällskunskap,24,..,..,"100,0","100,0",..,"16,0","16,9",..,2014
Jönköping,Strandskolan,23250615,Enskild,Samhällskunskap,16,..,..,"100,0",..,..,"13,1",..,..,2014
Kalix,Manhemsskolan,10617819,Kommunal,Samhällskunskap,162,73,89,"93,8",~100,"91,0","11,8","13,1","10,7",2014
Kalmar,Östra Funkaboskolan,12852899,Kommunal,Samhällskunskap,93,44,49,"94,6",~100,~100,"12,6","13,4","11,9",2014
Karlshamn,Stenbackaskolan,16767324,Kommunal,Samhällskunskap,92,52,40,~100,~100,~100,"12,3","12,5","12,2",2014
Karlshamn,Waldorfskolan i Karlshamn,22909101,Enskild,Samhällskunskap,10,..,..,"100,0",..,..,"14,8",..,..,2014
Karlskrona,Galären Dator o Teknik,64959079,Enskild,Samhällskunskap,18,..,..,"100,0",..,"100,0","13,3",..,"13,3",2014
Karlskrona,Jändelskolan 7-9,20104552,Kommunal,Samhällskunskap,74,42,32,~100,~100,~100,"11,7","12,5","10,5",2014
Karlskrona,Karlskrona Montessorifriskola,67509465,Enskild,Samhällskunskap,21,..,..,"100,0","100,0",..,"14,9","15,9",..,2014
Karlskrona,Nättrabyskolan 7-9,26209081,Kommunal,Samhällskunskap,48,26,22,"100,0","100,0","100,0","14,7","15,4","14,0",2014
Karlstad,Engelska Skolan i Karlstad,93730568,Enskild,Samhällskunskap,130,80,50,"100,0","100,0","100,0","15,3","16,0","14,1",2014
Karlstad,Hultsbergsskolan 6-9,99406709,Kommunal,Samhällskunskap,56,26,30,~100,~100,"100,0","12,6","12,5","12,8",2014
Karlstad,Rudsskolan Atl/Dan,85833115,Kommunal,Samhällskunskap,53,23,30,"88,7",~100,~100,"12,6","13,2","12,2",2014
Karlstad,Rudsskolan Oceania,91487596,Kommunal,Samhällskunskap,67,31,36,~100,~100,~100,"13,0","12,9","13,1",2014
Karlstad,Vålbergsskolan 4-9,80659104,Kommunal,Samhällskunskap,44,22,22,~100,"100,0",~100,"12,5","13,9","11,1",2014
Katrineholm,Södra skolan,43723580,Kommunal,Samhällskunskap,124,63,61,"93,5",~100,"90,2","12,5","13,5","11,6",2014
Katrineholm,Tallåsskolan,14164796,Kommunal,Samhällskunskap,95,46,49,~100,~100,~100,"12,9","14,2","11,6",2014
Kiruna,Triangelskolan,14938538,Kommunal,Samhällskunskap,22,..,..,"100,0","100,0",..,"16,3","17,3",..,2014
Klippan,Ljungbyhedsskolan 1,75091646,Kommunal,Samhällskunskap,50,28,22,"100,0","100,0","100,0","13,5","14,0","12,7",2014
Klippan,"PeterSvenskolan, Klippan",39391255,Enskild,Samhällskunskap,..,..,..,..,..,..,..,..,..,2014
Knivsta,Thunmanskolan,92364234,Kommunal,Samhällskunskap,90,49,41,"94,4","100,0","87,8","12,7","14,6","10,4",2014
Kramfors,Ytterlännässkolan,30403490,Kommunal,Samhällskunskap,49,28,21,~100,"100,0",~100,"13,2","14,5","11,5",2014
Kristianstad,Lejonskolan,26843745,Enskild,Samhällskunskap,16,..,..,"100,0",..,"100,0","10,9",..,"10,9",2014
Kristianstad,Sånnaskolan H,85853304,Kommunal,Samhällskunskap,59,25,34,"100,0","100,0","100,0","13,2","13,7","12,8",2014
Kristinehamn,Djurgårdsskolan 7-9,41433169,Kommunal,Samhällskunskap,84,42,42,"91,7",~100,"85,7","11,6","13,5","9,8",2014
Kungsbacka,Hedeskolan 4-9,11231816,Kommunal,Samhällskunskap,45,21,24,"100,0","100,0","100,0","13,8","15,1","12,7",2014
Kungsbacka,Kullenskolan,77574230,Kommunal,Samhällskunskap,..,.,..,..,.,..,..,.,..,2014
Kungsbacka,Varlaskolan norra,37101902,Kommunal,Samhällskunskap,87,48,39,"100,0","100,0","100,0","13,7","13,9","13,5",2014
Kungsbacka,Varlaskolan södra,70143574,Kommunal,Samhällskunskap,67,31,36,~100,~100,~100,"13,3","14,0","12,7",2014
Kungsbacka,Åsa Gårds skola 4-9,16824824,Kommunal,Samhällskunskap,29,10,19,"100,0","100,0","100,0","13,0","15,0","12,0",2014
Kungsbacka,Älvsåkersskolan 4-9,74587667,Kommunal,Samhällskunskap,42,20,22,"100,0","100,0","100,0","12,7","13,6","11,9",2014
Kungälv,"Fredkullaskolan ,waldorfskola,",38353942,Enskild,Samhällskunskap,15,..,..,~100,..,..,"10,0","9,5",..,2014
Kungälv,Friskolan i Kärna,25790317,Enskild,Samhällskunskap,23,..,..,~100,"100,0",..,"12,8","14,2",..,2014
Kungälv,Tobiasskolan,31356056,Enskild,Samhällskunskap,..,.,..,.,.,.,..,.,..,2014
Kävlinge,Korsbackaskolan,46107605,Kommunal,Samhällskunskap,123,62,61,~100,"100,0",~100,"12,6","13,0","12,3",2014
Kävlinge,Tolvåkerskolan,13578112,Kommunal,Samhällskunskap,89,38,51,~100,"100,0",~100,"12,6","14,3","11,3",2014
Köping,Karlbergsskolan,31319179,Kommunal,Samhällskunskap,108,64,44,~100,~100,"100,0","13,3","13,6","13,0",2014
Köping,Malmaskolan 3-9,49665496,Kommunal,Samhällskunskap,54,24,30,"100,0","100,0","100,0","11,7","12,6","10,9",2014
Köping,Scheeleskolan,24379201,Kommunal,Samhällskunskap,71,30,41,"83,1","73,3",~100,"9,9","9,5","10,2",2014
Laholm,Lagaholmsskolan,50150550,Kommunal,Samhällskunskap,107,42,65,~100,"100,0",~100,"12,4","14,0","11,3",2014
Laholm,Våxtorpsskolan,35795213,Kommunal,Samhällskunskap,35,21,14,"100,0","100,0","100,0","13,2","13,3","13,0",2014
Landskrona,Sandåkerskolan 2,50566943,Kommunal,Samhällskunskap,67,30,37,~100,~100,~100,"12,2","13,4","11,1",2014
Laxå,Centralskolan,24748604,Kommunal,Samhällskunskap,48,21,27,~100,~100,~100,"10,9","11,0","10,9",2014
Lekeberg,Lekebergsskolan 7-9,97648883,Kommunal,Samhällskunskap,74,34,40,"86,5",~100,"77,5","10,2","11,8","8,9",2014
Lerum,Montessoriskolan Floda säteri,82651095,Enskild,Samhällskunskap,26,15,11,"100,0","100,0","100,0","16,2","17,3","14,5",2014
Lidingö,Bodals skola,98780182,Kommunal,Samhällskunskap,29,..,..,"100,0",..,"100,0","13,9",..,"12,8",2014
Lidingö,Källängens skola,69329486,Kommunal,Samhällskunskap,124,69,55,"100,0","100,0","100,0","15,1","15,3","14,8",2014
Lindesberg,Stadsskogsskolan 2,29424201,Kommunal,Samhällskunskap,70,31,39,"84,3",~100,"82,1","9,9","10,5","9,4",2014
Linköping,Berzeliusskolan 5,20474564,Kommunal,Samhällskunskap,177,82,95,~100,~100,~100,"13,2","14,0","12,6",2014
Linköping,Björkö friskola,78992223,Enskild,Samhällskunskap,24,..,..,~100,"100,0",..,"14,1","15,2",..,2014
Linköping,Internationella skolan Atlas,84408578,Kommunal,Samhällskunskap,46,27,19,~100,"100,0",~100,"14,9","15,8","13,6",2014
Linköping,Klara Privata skola Linköping,31658010,Enskild,Samhällskunskap,25,..,..,~100,"100,0",..,"11,4","13,7",..,2014
Linköping,Ljungsbro skola 7-9,85992138,Kommunal,Samhällskunskap,47,13,34,"89,4",~100,~100,"10,4","12,3","9,7",2014
Linköping,Nya Munken,76521863,Enskild,Samhällskunskap,174,80,94,~100,~100,"100,0","13,1","13,1","13,1",2014
Ljungby,"Karl-Oskarskolan, Ljungby",59021648,Enskild,Samhällskunskap,16,..,..,"100,0",..,"100,0","14,5",..,"14,5",2014
Ljusdal,Stenhamreskolan 7-9,48142004,Kommunal,Samhällskunskap,46,27,19,"76,1","81,5","68,4","9,4","10,4","8,0",2014
Ljusnarsberg,Kyrkbacksskolan,82038420,Kommunal,Samhällskunskap,50,30,20,"68,0","73,3","60,0","7,7","8,3","6,8",2014
Lomma,Montessoriskolan i Bjärred,52025747,Enskild,Samhällskunskap,19,..,..,~100,..,~100,"16,2",..,"15,4",2014
Luleå,Bergskolan,72942852,Kommunal,Samhällskunskap,64,25,39,~100,~100,~100,"12,8","14,5","11,7",2014
Luleå,Björkskataskolan,89477984,Kommunal,Samhällskunskap,94,51,43,~100,"100,0",~100,"14,2","15,4","12,8",2014
Luleå,Norrskenets Friskola i Luleå,55520065,Enskild,Samhällskunskap,57,32,25,"100,0","100,0","100,0","15,3","15,9","14,5",2014
Lund,Bilingual Montes.school  Lund,75154610,Enskild,Samhällskunskap,17,..,..,"100,0",..,..,"14,6",..,..,2014
Lund,Ekelundsskolan,15466912,Kommunal,Samhällskunskap,..,..,..,..,.,..,..,..,..,2014
Lund,Fågelskolan,91670988,Kommunal,Samhällskunskap,37,12,25,~100,"100,0",~100,"13,8","15,2","13,1",2014
Lund,Svaleboskolan,53063984,Kommunal,Samhällskunskap,75,44,31,~100,~100,~100,"13,7","14,7","12,3",2014
Lund,Tunaskolan LIG,11731664,Kommunal,Samhällskunskap,..,.,..,..,.,..,..,.,..,2014
Malmö,Backaskolan,55040455,Enskild,Samhällskunskap,27,16,11,"100,0","100,0","100,0","15,7","16,9","14,1",2014
Malmö,Bladins grundskola,57534630,Enskild,Samhällskunskap,23,..,..,"100,0","100,0",..,"14,8","16,3",..,2014
Malmö,Europaportens grundskola,24339301,Enskild,Samhällskunskap,21,..,..,"100,0","100,0",..,"16,4","16,9",..,2014
Malmö,Malmö Idrottsgrundskola,71454628,Kommunal,Samhällskunskap,54,20,34,"100,0","100,0","100,0","14,5","15,6","13,9",2014
Malmö,Montessorigrundskolan Maria,45776214,Enskild,Samhällskunskap,17,..,..,"100,0","100,0",..,"13,7","13,2",..,2014
Malmö,Pilbäcksskolan,85007077,Kommunal,Samhällskunskap,47,25,22,~100,"100,0",~100,"13,0","14,1","11,8",2014
Malmö,Sofielundsskolan,65836771,Kommunal,Samhällskunskap,27,16,11,~100,~100,..,"10,2","10,8","9,3",2014
Malmö,Stenkulaskolan,85082785,Kommunal,Samhällskunskap,37,15,22,"70,3",~100,"59,1","8,4","10,3","7,0",2014
Malmö,Strandskolan,61199979,Kommunal,Samhällskunskap,39,17,22,"100,0","100,0","100,0","14,9","15,1","14,7",2014
Malmö,Värner Rydénskolan,65099615,Kommunal,Samhällskunskap,68,37,31,"77,9","81,1","74,2","9,4","10,0","8,8",2014
Malmö,Västra Hamnens skola,28640213,Kommunal,Samhällskunskap,44,24,20,"100,0","100,0","100,0","14,1","14,5","13,8",2014
Malung-Sälen,Ungärde skola,17208837,Kommunal,Samhällskunskap,34,17,17,"100,0","100,0","100,0","14,5","17,4","11,6",2014
Mariestad,Högelidsskolan 7-9,62694008,Kommunal,Samhällskunskap,83,41,42,"88,0",~100,"85,7","11,0","11,6","10,4",2014
Mark,Montessoriskolan Pärlan,80072686,Enskild,Samhällskunskap,..,..,..,..,..,..,..,..,..,2014
Markaryd,Huneskolan,79075195,Kommunal,Samhällskunskap,53,28,25,~100,"100,0",~100,"11,6","12,1","11,0",2014
Mora,Noretsskolan 7-9,68663553,Kommunal,Samhällskunskap,82,45,37,~100,~100,~100,"12,0","12,6","11,1",2014
Motala,Fria InterMilia skolan,11700203,Enskild,Samhällskunskap,10,..,..,..,..,..,"8,5",..,..,2014
Motala,Hällaskolan,87963970,Kommunal,Samhällskunskap,..,.,..,.,.,.,..,.,..,2014
Motala,Karin Boye-skolan,11664326,Enskild,Samhällskunskap,48,21,27,"100,0","100,0","100,0","13,9","14,4","13,5",2014
Motala,Skolgårda skola 7-9,82224915,Kommunal,Samhällskunskap,79,37,42,~100,"100,0",~100,"12,9","13,6","12,4",2014
Motala,Zederslundsskolan,98031467,Kommunal,Samhällskunskap,63,32,31,~100,~100,~100,"12,4","13,0","11,8",2014
Munkedal,Kungsmarksskolan,44650086,Kommunal,Samhällskunskap,93,43,50,~100,~100,~100,"13,3","14,4","12,4",2014
Munkfors,Forsnässkolan 6-9,70083827,Kommunal,Samhällskunskap,30,14,16,~100,~100,~100,"10,7","11,8","9,7",2014
Mölndal,Almåsskolan,40577779,Kommunal,Samhällskunskap,50,29,21,"100,0","100,0","100,0","13,4","13,4","13,2",2014
Mölndal,Ekhagaskolan,92538683,Kommunal,Samhällskunskap,82,31,51,"93,9",~100,~100,"11,5","11,9","11,2",2014
Mölndal,Katrinebergsskolan,13050305,Kommunal,Samhällskunskap,50,14,36,~100,"100,0",~100,"12,9","12,3","13,1",2014
Mölndal,Sörgårdsskolan,53442807,Kommunal,Samhällskunskap,92,45,47,~100,~100,"100,0","15,8","16,2","15,4",2014
Mönsterås,Krungårdsskolan,72714150,Kommunal,Samhällskunskap,54,31,23,"88,9",~100,~100,"10,4","11,2","9,2",2014
Mörbylånga,Skansenskolan,69905940,Kommunal,Samhällskunskap,111,52,59,~100,~100,~100,"13,0","13,2","12,8",2014
Mörbylånga,Ölands Friskola,28562125,Enskild,Samhällskunskap,30,..,..,"100,0","100,0",..,"13,8","13,5",..,2014
Nacka,Kunskapsskolan Nacka,87425546,Enskild,Samhällskunskap,69,28,41,"100,0","100,0","100,0","16,1","17,0","15,5",2014
Nora,Karlsängsskolan,40684137,Kommunal,Samhällskunskap,123,66,57,"93,5",~100,"87,7","11,7","13,0","10,3",2014
Nordanstig,Hosiannaskolan,21342606,Enskild,Samhällskunskap,..,..,..,..,..,..,..,..,..,2014
Norrköping,Djäkneparksskolan 7 och 9,59526276,Kommunal,Samhällskunskap,134,60,74,"89,6",~100,"83,8","10,2","11,5","9,2",2014
Norrköping,Enebyskolan H,35609364,Kommunal,Samhällskunskap,98,44,54,"94,9",~100,~100,"12,0","13,1","11,2",2014
Norrköping,Söderporten 4-9,24979620,Kommunal,Samhällskunskap,58,31,27,~100,~100,~100,"11,1","11,5","10,6",2014
Norrtälje,Lommarskolan,15312030,Kommunal,Samhällskunskap,26,11,15,~100,~100,~100,"10,9","11,4","10,5",2014
Norrtälje,Länna skola,72471883,Kommunal,Samhällskunskap,18,..,..,~100,..,~100,"11,1",..,"10,7",2014
Norrtälje,Svanbergaskolan,59975651,Kommunal,Samhällskunskap,46,23,23,"100,0","100,0","100,0","15,2","15,8","14,6",2014
Norrtälje,Viby friskola,54806839,Enskild,Samhällskunskap,12,..,..,~100,..,..,"11,9",..,..,2014
Nybro,Paradisskolan Pa02,79650118,Kommunal,Samhällskunskap,94,49,45,"92,6",~100,~100,"12,2","12,9","11,4",2014
Nykvarn,Lillhagaskolan,99640618,Kommunal,Samhällskunskap,104,50,54,~100,~100,~100,"12,7","13,7","11,9",2014
Nyköping,Borgmästarhagsskolan,98253969,Kommunal,Samhällskunskap,218,103,115,"97,2",~100,"95,7","13,9","14,6","13,3",2014
Nyköping,Mikaeliskolan,75746018,Enskild,Samhällskunskap,11,..,..,"100,0",..,..,"15,2",..,..,2014
Nyköping,Nicolaiskolan,92637603,Kommunal,Samhällskunskap,49,14,35,"85,7","100,0","80,0","10,1","11,8","9,4",2014
Nässjö,Centralskolan,27489659,Kommunal,Samhällskunskap,96,36,60,~100,"100,0",~100,"12,6","13,9","11,8",2014
Nässjö,Rosenholmsskolan,66394964,Kommunal,Samhällskunskap,16,..,..,"100,0",..,..,"13,9",..,..,2014
Ockelbo,Perslundaskolan,40000547,Kommunal,Samhällskunskap,56,28,28,"100,0","100,0","100,0","14,0","15,4","12,7",2014
Orust,Orust Waldorfskola,57712538,Enskild,Samhällskunskap,..,..,..,..,..,..,..,..,..,2014
Osby,Hasslarödsskolan 7-9,25927535,Kommunal,Samhällskunskap,60,31,29,~100,~100,~100,"13,6","14,4","12,8",2014
Oskarshamn,Vallhallaskolan 7-9,46592871,Kommunal,Samhällskunskap,93,48,45,~100,"100,0",~100,"13,1","14,4","11,7",2014
Ovanåker,Alftaskolan 7-9,92304123,Kommunal,Samhällskunskap,52,27,25,"90,4",~100,~100,"10,8","12,0","9,5",2014
